replica,network,population,sigma,true_model,net_size,colab_cond,strategy,RR
34,Small,Tess,0.2,13,413,COLAB,neighbor,0.612565445026178
34,Small,Tess,0.2,13,413,COLAB,research,0.4
35,Small,Tess,0.2,13,413,COLAB,colab,0.9148936170212766
35,Small,Tess,0.2,13,413,COLAB,neighbor,0.6931506849315069
35,Small,Tess,0.2,13,413,COLAB,research,0.3418803418803419
36,Small,Tess,0.2,13,413,COLAB,colab,0.8571428571428571
36,Small,Tess,0.2,13,413,COLAB,neighbor,0.6167979002624672
36,Small,Tess,0.2,13,413,COLAB,research,0.40298507462686567
37,Small,Tess,0.2,13,413,COLAB,colab,0.7096774193548387
37,Small,Tess,0.2,13,413,COLAB,neighbor,0.6335078534031413
37,Small,Tess,0.2,13,413,COLAB,research,0.46078431372549017
38,Small,Tess,0.2,13,413,COLAB,colab,0.7313432835820896
38,Small,Tess,0.2,13,413,COLAB,neighbor,0.7108167770419426
38,Small,Tess,0.2,13,413,COLAB,research,0.39655172413793105
39,Small,Tess,0.2,13,413,COLAB,colab,0.6538461538461539
39,Small,Tess,0.2,13,413,COLAB,neighbor,0.6490384615384616
39,Small,Tess,0.2,13,413,COLAB,research,0.4430379746835443
40,Small,Tess,0.2,13,413,COLAB,colab,0.6605504587155964
40,Small,Tess,0.2,13,413,COLAB,neighbor,0.5684380032206119
40,Small,Tess,0.2,13,413,COLAB,research,0.43564356435643564
41,Small,Tess,0.2,13,413,COLAB,colab,0.873015873015873
41,Small,Tess,0.2,13,413,COLAB,neighbor,0.6892655367231638
41,Small,Tess,0.2,13,413,COLAB,research,0.3333333333333333
42,Small,Tess,0.2,13,413,COLAB,colab,0.9135802469135802
42,Small,Tess,0.2,13,413,COLAB,neighbor,0.6466431095406361
42,Small,Tess,0.2,13,413,COLAB,research,0.39316239316239315
43,Small,Tess,0.2,13,413,COLAB,colab,0.75
43,Small,Tess,0.2,13,413,COLAB,neighbor,0.7123287671232876
43,Small,Tess,0.2,13,413,COLAB,research,0.43283582089552236
44,Small,Tess,0.2,13,413,COLAB,colab,0.8227848101265823
44,Small,Tess,0.2,13,413,COLAB,neighbor,0.6317757009345795
44,Small,Tess,0.2,13,413,COLAB,research,0.5
45,Small,Tess,0.2,13,413,COLAB,colab,0.8260869565217391
45,Small,Tess,0.2,13,413,COLAB,neighbor,0.6616379310344828
45,Small,Tess,0.2,13,413,COLAB,research,0.29545454545454547
46,Small,Tess,0.2,13,413,COLAB,colab,0.8481012658227848
46,Small,Tess,0.2,13,413,COLAB,neighbor,0.6478102189781022
46,Small,Tess,0.2,13,413,COLAB,research,0.5175438596491229
47,Small,Tess,0.2,13,413,COLAB,colab,0.7254901960784313
47,Small,Tess,0.2,13,413,COLAB,neighbor,0.5978494623655914
47,Small,Tess,0.2,13,413,COLAB,research,0.4418604651162791
48,Small,Tess,0.2,13,413,COLAB,colab,0.8450704225352113
48,Small,Tess,0.2,13,413,COLAB,neighbor,0.6307053941908713
48,Small,Tess,0.2,13,413,COLAB,research,0.5
49,Small,Tess,0.2,13,413,COLAB,colab,0.578125
49,Small,Tess,0.2,13,413,COLAB,neighbor,0.6456310679611651
49,Small,Tess,0.2,13,413,COLAB,research,0.4666666666666667
50,Small,Tess,0.2,13,413,COLAB,colab,0.845360824742268
50,Small,Tess,0.2,13,413,COLAB,neighbor,0.5444444444444444
50,Small,Tess,0.2,13,413,COLAB,research,0.25
1,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6503164556962026
1,Small,Tess,0.2,13,413,NOLAB,research,0.358974358974359
2,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6274787535410765
2,Small,Tess,0.2,13,413,NOLAB,research,0.31693989071038253
3,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6026936026936027
3,Small,Tess,0.2,13,413,NOLAB,research,0.24050632911392406
4,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6653992395437263
4,Small,Tess,0.2,13,413,NOLAB,research,0.3165137614678899
5,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5421558164354322
5,Small,Tess,0.2,13,413,NOLAB,research,0.375
6,Small,Tess,0.2,13,413,NOLAB,neighbor,0.7036082474226805
6,Small,Tess,0.2,13,413,NOLAB,research,0.367003367003367
7,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6795131845841785
7,Small,Tess,0.2,13,413,NOLAB,research,0.3431952662721893
8,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5937072503419972
8,Small,Tess,0.2,13,413,NOLAB,research,0.3064516129032258
9,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5377720870678617
9,Small,Tess,0.2,13,413,NOLAB,research,0.4728682170542636
10,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5561023622047244
10,Small,Tess,0.2,13,413,NOLAB,research,0.3351063829787234
11,Small,Tess,0.2,13,413,NOLAB,neighbor,0.62152133580705
11,Small,Tess,0.2,13,413,NOLAB,research,0.29333333333333333
12,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6857142857142857
12,Small,Tess,0.2,13,413,NOLAB,research,0.42971887550200805
13,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5241758241758242
13,Small,Tess,0.2,13,413,NOLAB,research,0.23478260869565218
14,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5882352941176471
14,Small,Tess,0.2,13,413,NOLAB,research,0.375
15,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6611111111111111
15,Small,Tess,0.2,13,413,NOLAB,research,0.35502958579881655
16,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5438108484005564
16,Small,Tess,0.2,13,413,NOLAB,research,0.4171779141104294
17,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6013824884792627
17,Small,Tess,0.2,13,413,NOLAB,research,0.2867647058823529
18,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5648148148148148
18,Small,Tess,0.2,13,413,NOLAB,research,0.3125
19,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6321656050955414
19,Small,Tess,0.2,13,413,NOLAB,research,0.4068965517241379
20,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6586466165413534
20,Small,Tess,0.2,13,413,NOLAB,research,0.34375
21,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5929577464788732
21,Small,Tess,0.2,13,413,NOLAB,research,0.42391304347826086
22,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5857385398981324
22,Small,Tess,0.2,13,413,NOLAB,research,0.2926829268292683
23,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5940460081190798
23,Small,Tess,0.2,13,413,NOLAB,research,0.41935483870967744
24,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6083123425692695
24,Small,Tess,0.2,13,413,NOLAB,research,0.3103448275862069
25,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5773026315789473
25,Small,Tess,0.2,13,413,NOLAB,research,0.36809815950920244
26,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6856649395509499
26,Small,Tess,0.2,13,413,NOLAB,research,0.3837837837837838
27,Small,Tess,0.2,13,413,NOLAB,neighbor,0.693446088794926
27,Small,Tess,0.2,13,413,NOLAB,research,0.3712121212121212
28,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5938803894297635
28,Small,Tess,0.2,13,413,NOLAB,research,0.29285714285714287
29,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5952095808383233
29,Small,Tess,0.2,13,413,NOLAB,research,0.3387096774193548
30,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6533523537803139
30,Small,Tess,0.2,13,413,NOLAB,research,0.38461538461538464
31,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6196213425129088
31,Small,Tess,0.2,13,413,NOLAB,research,0.4016393442622951
32,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6025459688826026
32,Small,Tess,0.2,13,413,NOLAB,research,0.35918367346938773
33,Small,Tess,0.2,13,413,NOLAB,neighbor,0.7007575757575758
33,Small,Tess,0.2,13,413,NOLAB,research,0.19205298013245034
34,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5937072503419972
34,Small,Tess,0.2,13,413,NOLAB,research,0.3064516129032258
35,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6656
35,Small,Tess,0.2,13,413,NOLAB,research,0.41203703703703703
36,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5688888888888889
36,Small,Tess,0.2,13,413,NOLAB,research,0.29914529914529914
37,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5921375921375921
37,Small,Tess,0.2,13,413,NOLAB,research,0.27979274611398963
38,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5746835443037974
38,Small,Tess,0.2,13,413,NOLAB,research,0.3181818181818182
39,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6102564102564103
39,Small,Tess,0.2,13,413,NOLAB,research,0.4020100502512563
40,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5686567164179105
40,Small,Tess,0.2,13,413,NOLAB,research,0.2824858757062147
41,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6331738437001595
41,Small,Tess,0.2,13,413,NOLAB,research,0.38974358974358975
42,Small,Tess,0.2,13,413,NOLAB,neighbor,0.657856093979442
42,Small,Tess,0.2,13,413,NOLAB,research,0.43037974683544306
43,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6580882352941176
43,Small,Tess,0.2,13,413,NOLAB,research,0.3696682464454976
44,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6258992805755396
44,Small,Tess,0.2,13,413,NOLAB,research,0.33480176211453744
45,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6862745098039216
45,Small,Tess,0.2,13,413,NOLAB,research,0.3073170731707317
46,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5879310344827586
46,Small,Tess,0.2,13,413,NOLAB,research,0.37055837563451777
47,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6652236652236653
47,Small,Tess,0.2,13,413,NOLAB,research,0.3496932515337423
48,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5679676985195155
48,Small,Tess,0.2,13,413,NOLAB,research,0.3910891089108911
49,Small,Tess,0.2,13,413,NOLAB,neighbor,0.5970333745364648
49,Small,Tess,0.2,13,413,NOLAB,research,0.37894736842105264
50,Small,Tess,0.2,13,413,NOLAB,neighbor,0.6058732612055642
50,Small,Tess,0.2,13,413,NOLAB,research,0.3841059602649007
1,Small,Tess,0.2,2,413,COLAB,colab,0.5
1,Small,Tess,0.2,2,413,COLAB,neighbor,0.4578512396694215
1,Small,Tess,0.2,2,413,COLAB,research,0.2257479601087942
2,Small,Tess,0.2,2,413,COLAB,colab,0.3469387755102041
2,Small,Tess,0.2,2,413,COLAB,neighbor,0.5008210180623974
2,Small,Tess,0.2,2,413,COLAB,research,0.2777777777777778
3,Small,Tess,0.2,2,413,COLAB,colab,0.3621621621621622
3,Small,Tess,0.2,2,413,COLAB,neighbor,0.4972477064220184
3,Small,Tess,0.2,2,413,COLAB,research,0.26625111308993765
4,Small,Tess,0.2,2,413,COLAB,colab,0.4217391304347826
4,Small,Tess,0.2,2,413,COLAB,neighbor,0.48083067092651754
4,Small,Tess,0.2,2,413,COLAB,research,0.25658453695836875
5,Small,Tess,0.2,2,413,COLAB,colab,0.3220338983050847
5,Small,Tess,0.2,2,413,COLAB,neighbor,0.48366013071895425
5,Small,Tess,0.2,2,413,COLAB,research,0.26165556612749763
6,Small,Tess,0.2,2,413,COLAB,colab,0.3360655737704918
6,Small,Tess,0.2,2,413,COLAB,neighbor,0.4246153846153846
6,Small,Tess,0.2,2,413,COLAB,research,0.2403027436140019
7,Small,Tess,0.2,2,413,COLAB,colab,0.44
7,Small,Tess,0.2,2,413,COLAB,neighbor,0.4703770197486535
7,Small,Tess,0.2,2,413,COLAB,research,0.26268115942028986
8,Small,Tess,0.2,2,413,COLAB,colab,0.5922330097087378
8,Small,Tess,0.2,2,413,COLAB,neighbor,0.5265392781316348
8,Small,Tess,0.2,2,413,COLAB,research,0.21246458923512748
9,Small,Tess,0.2,2,413,COLAB,colab,0.5579710144927537
9,Small,Tess,0.2,2,413,COLAB,neighbor,0.4184168012924071
9,Small,Tess,0.2,2,413,COLAB,research,0.2700534759358289
10,Small,Tess,0.2,2,413,COLAB,colab,0.5294117647058824
10,Small,Tess,0.2,2,413,COLAB,neighbor,0.4479553903345725
10,Small,Tess,0.2,2,413,COLAB,research,0.20843881856540084
11,Small,Tess,0.2,2,413,COLAB,colab,0.4120603015075377
11,Small,Tess,0.2,2,413,COLAB,neighbor,0.4857142857142857
11,Small,Tess,0.2,2,413,COLAB,research,0.20519713261648745
12,Small,Tess,0.2,2,413,COLAB,colab,0.33035714285714285
12,Small,Tess,0.2,2,413,COLAB,neighbor,0.5059625212947189
12,Small,Tess,0.2,2,413,COLAB,research,0.2591240875912409
13,Small,Tess,0.2,2,413,COLAB,colab,0.37055837563451777
13,Small,Tess,0.2,2,413,COLAB,neighbor,0.39888682745825604
13,Small,Tess,0.2,2,413,COLAB,research,0.22564935064935066
14,Small,Tess,0.2,2,413,COLAB,colab,0.48427672955974843
14,Small,Tess,0.2,2,413,COLAB,neighbor,0.4884080370942813
14,Small,Tess,0.2,2,413,COLAB,research,0.2308362369337979
15,Small,Tess,0.2,2,413,COLAB,colab,0.39375
15,Small,Tess,0.2,2,413,COLAB,neighbor,0.49514563106796117
15,Small,Tess,0.2,2,413,COLAB,research,0.25709372312983664
16,Small,Tess,0.2,2,413,COLAB,colab,0.8823529411764706
16,Small,Tess,0.2,2,413,COLAB,neighbor,0.5082304526748971
16,Small,Tess,0.2,2,413,COLAB,research,0.2204255319148936
17,Small,Tess,0.2,2,413,COLAB,colab,0.4816753926701571
17,Small,Tess,0.2,2,413,COLAB,neighbor,0.48336252189141854
17,Small,Tess,0.2,2,413,COLAB,research,0.2309688581314879
18,Small,Tess,0.2,2,413,COLAB,colab,0.42857142857142855
18,Small,Tess,0.2,2,413,COLAB,neighbor,0.46862745098039216
18,Small,Tess,0.2,2,413,COLAB,research,0.2782152230971129
19,Small,Tess,0.2,2,413,COLAB,colab,0.49264705882352944
19,Small,Tess,0.2,2,413,COLAB,neighbor,0.4930795847750865
19,Small,Tess,0.2,2,413,COLAB,research,0.25533661740558294
20,Small,Tess,0.2,2,413,COLAB,colab,0.4607329842931937
20,Small,Tess,0.2,2,413,COLAB,neighbor,0.48507462686567165
20,Small,Tess,0.2,2,413,COLAB,research,0.23115577889447236
21,Small,Tess,0.2,2,413,COLAB,colab,0.3516949152542373
21,Small,Tess,0.2,2,413,COLAB,neighbor,0.4352
21,Small,Tess,0.2,2,413,COLAB,research,0.2625341841385597
22,Small,Tess,0.2,2,413,COLAB,colab,0.5138888888888888
22,Small,Tess,0.2,2,413,COLAB,neighbor,0.5446428571428571
22,Small,Tess,0.2,2,413,COLAB,research,0.23097112860892388
23,Small,Tess,0.2,2,413,COLAB,colab,0.391304347826087
23,Small,Tess,0.2,2,413,COLAB,neighbor,0.47388059701492535
23,Small,Tess,0.2,2,413,COLAB,research,0.24800637958532695
24,Small,Tess,0.2,2,413,COLAB,colab,0.2878228782287823
24,Small,Tess,0.2,2,413,COLAB,neighbor,0.4916030534351145
24,Small,Tess,0.2,2,413,COLAB,research,0.24403669724770644
25,Small,Tess,0.2,2,413,COLAB,colab,0.3493975903614458
25,Small,Tess,0.2,2,413,COLAB,neighbor,0.4258373205741627
25,Small,Tess,0.2,2,413,COLAB,research,0.2411764705882353
26,Small,Tess,0.2,2,413,COLAB,colab,0.36875
26,Small,Tess,0.2,2,413,COLAB,neighbor,0.4254992319508449
26,Small,Tess,0.2,2,413,COLAB,research,0.23674242424242425
27,Small,Tess,0.2,2,413,COLAB,colab,0.36792452830188677
27,Small,Tess,0.2,2,413,COLAB,neighbor,0.5080291970802919
27,Small,Tess,0.2,2,413,COLAB,research,0.30812854442344045
28,Small,Tess,0.2,2,413,COLAB,colab,0.42857142857142855
28,Small,Tess,0.2,2,413,COLAB,neighbor,0.48721804511278194
28,Small,Tess,0.2,2,413,COLAB,research,0.24881291547958215
29,Small,Tess,0.2,2,413,COLAB,colab,0.49710982658959535
29,Small,Tess,0.2,2,413,COLAB,neighbor,0.4786729857819905
29,Small,Tess,0.2,2,413,COLAB,research,0.24292237442922374
30,Small,Tess,0.2,2,413,COLAB,colab,0.5076923076923077
30,Small,Tess,0.2,2,413,COLAB,neighbor,0.4844517184942717
30,Small,Tess,0.2,2,413,COLAB,research,0.24383020730503455
31,Small,Tess,0.2,2,413,COLAB,colab,0.4008810572687225
31,Small,Tess,0.2,2,413,COLAB,neighbor,0.5416666666666666
31,Small,Tess,0.2,2,413,COLAB,research,0.23721340388007053
32,Small,Tess,0.2,2,413,COLAB,colab,0.890625
32,Small,Tess,0.2,2,413,COLAB,neighbor,0.4742647058823529
32,Small,Tess,0.2,2,413,COLAB,research,0.2075812274368231
33,Small,Tess,0.2,2,413,COLAB,colab,0.7214285714285714
33,Small,Tess,0.2,2,413,COLAB,neighbor,0.4903339191564148
33,Small,Tess,0.2,2,413,COLAB,research,0.2129086336965633
34,Small,Tess,0.2,2,413,COLAB,colab,0.5922330097087378
34,Small,Tess,0.2,2,413,COLAB,neighbor,0.5265392781316348
34,Small,Tess,0.2,2,413,COLAB,research,0.21246458923512748
35,Small,Tess,0.2,2,413,COLAB,colab,0.35947712418300654
35,Small,Tess,0.2,2,413,COLAB,neighbor,0.42524916943521596
35,Small,Tess,0.2,2,413,COLAB,research,0.24358974358974358
36,Small,Tess,0.2,2,413,COLAB,colab,0.33516483516483514
36,Small,Tess,0.2,2,413,COLAB,neighbor,0.49909584086799275
36,Small,Tess,0.2,2,413,COLAB,research,0.2524752475247525
37,Small,Tess,0.2,2,413,COLAB,colab,0.38372093023255816
37,Small,Tess,0.2,2,413,COLAB,neighbor,0.46909667194928684
37,Small,Tess,0.2,2,413,COLAB,research,0.23636363636363636
38,Small,Tess,0.2,2,413,COLAB,colab,0.3482142857142857
38,Small,Tess,0.2,2,413,COLAB,neighbor,0.4991212653778559
38,Small,Tess,0.2,2,413,COLAB,research,0.2750439367311072
39,Small,Tess,0.2,2,413,COLAB,colab,0.5372340425531915
39,Small,Tess,0.2,2,413,COLAB,neighbor,0.470679012345679
39,Small,Tess,0.2,2,413,COLAB,research,0.24261414503133394
40,Small,Tess,0.2,2,413,COLAB,colab,0.543859649122807
40,Small,Tess,0.2,2,413,COLAB,neighbor,0.46178343949044587
40,Small,Tess,0.2,2,413,COLAB,research,0.26277372262773724
41,Small,Tess,0.2,2,413,COLAB,colab,0.5364238410596026
41,Small,Tess,0.2,2,413,COLAB,neighbor,0.4578512396694215
41,Small,Tess,0.2,2,413,COLAB,research,0.25526315789473686
42,Small,Tess,0.2,2,413,COLAB,colab,0.66
42,Small,Tess,0.2,2,413,COLAB,neighbor,0.4990825688073395
42,Small,Tess,0.2,2,413,COLAB,research,0.23740392826643894
43,Small,Tess,0.2,2,413,COLAB,colab,0.5078125
43,Small,Tess,0.2,2,413,COLAB,neighbor,0.4294117647058823
43,Small,Tess,0.2,2,413,COLAB,research,0.23415492957746478
44,Small,Tess,0.2,2,413,COLAB,colab,0.52
44,Small,Tess,0.2,2,413,COLAB,neighbor,0.5121042830540037
44,Small,Tess,0.2,2,413,COLAB,research,0.25237683664649957
45,Small,Tess,0.2,2,413,COLAB,colab,0.3783783783783784
45,Small,Tess,0.2,2,413,COLAB,neighbor,0.3659305993690852
45,Small,Tess,0.2,2,413,COLAB,research,0.22151321786690975
46,Small,Tess,0.2,2,413,COLAB,colab,0.3575418994413408
46,Small,Tess,0.2,2,413,COLAB,neighbor,0.4789762340036563
46,Small,Tess,0.2,2,413,COLAB,research,0.2573599240265907
47,Small,Tess,0.2,2,413,COLAB,colab,0.5632183908045977
47,Small,Tess,0.2,2,413,COLAB,neighbor,0.40822784810126583
47,Small,Tess,0.2,2,413,COLAB,research,0.21913043478260869
48,Small,Tess,0.2,2,413,COLAB,colab,0.5163934426229508
48,Small,Tess,0.2,2,413,COLAB,neighbor,0.5040650406504065
48,Small,Tess,0.2,2,413,COLAB,research,0.21377459749552774
49,Small,Tess,0.2,2,413,COLAB,colab,0.4357976653696498
49,Small,Tess,0.2,2,413,COLAB,neighbor,0.4750430292598967
49,Small,Tess,0.2,2,413,COLAB,research,0.2746741154562384
50,Small,Tess,0.2,2,413,COLAB,colab,0.5263157894736842
50,Small,Tess,0.2,2,413,COLAB,neighbor,0.45582329317269077
50,Small,Tess,0.2,2,413,COLAB,research,0.2317822651448639
1,Small,Tess,0.2,2,413,NOLAB,neighbor,0.42665388302972196
1,Small,Tess,0.2,2,413,NOLAB,research,0.2488360062079669
2,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4388422035480859
2,Small,Tess,0.2,2,413,NOLAB,research,0.24846625766871167
3,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4214634146341463
3,Small,Tess,0.2,2,413,NOLAB,research,0.2281630492323981
4,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4580759046778464
4,Small,Tess,0.2,2,413,NOLAB,research,0.22155388471177945
5,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4353369763205829
5,Small,Tess,0.2,2,413,NOLAB,research,0.22018828451882846
6,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4393638170974155
6,Small,Tess,0.2,2,413,NOLAB,research,0.23423423423423423
7,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4613821138211382
7,Small,Tess,0.2,2,413,NOLAB,research,0.22556390977443608
8,Small,Tess,0.2,2,413,NOLAB,neighbor,0.5
8,Small,Tess,0.2,2,413,NOLAB,research,0.25606060606060604
9,Small,Tess,0.2,2,413,NOLAB,neighbor,0.48380765456329733
9,Small,Tess,0.2,2,413,NOLAB,research,0.23471882640586797
10,Small,Tess,0.2,2,413,NOLAB,neighbor,0.42717497556207235
10,Small,Tess,0.2,2,413,NOLAB,research,0.24925074925074925
11,Small,Tess,0.2,2,413,NOLAB,neighbor,0.41517857142857145
11,Small,Tess,0.2,2,413,NOLAB,research,0.23507462686567165
12,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4339268978444236
12,Small,Tess,0.2,2,413,NOLAB,research,0.26118251928020564
13,Small,Tess,0.2,2,413,NOLAB,neighbor,0.42454545454545456
13,Small,Tess,0.2,2,413,NOLAB,research,0.23727933541017654
14,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4767981438515081
14,Small,Tess,0.2,2,413,NOLAB,research,0.2394736842105263
15,Small,Tess,0.2,2,413,NOLAB,neighbor,0.43011722272317404
15,Small,Tess,0.2,2,413,NOLAB,research,0.2559674961909599
16,Small,Tess,0.2,2,413,NOLAB,neighbor,0.5010330578512396
16,Small,Tess,0.2,2,413,NOLAB,research,0.22172396611858494
17,Small,Tess,0.2,2,413,NOLAB,neighbor,0.455026455026455
17,Small,Tess,0.2,2,413,NOLAB,research,0.2492179353493222
18,Small,Tess,0.2,2,413,NOLAB,neighbor,0.41759259259259257
18,Small,Tess,0.2,2,413,NOLAB,research,0.22829904666332163
19,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4511627906976744
19,Small,Tess,0.2,2,413,NOLAB,research,0.2514851485148515
20,Small,Tess,0.2,2,413,NOLAB,neighbor,0.48148148148148145
20,Small,Tess,0.2,2,413,NOLAB,research,0.22664015904572565
21,Small,Tess,0.2,2,413,NOLAB,neighbor,0.45965270684371806
21,Small,Tess,0.2,2,413,NOLAB,research,0.23553095118268746
22,Small,Tess,0.2,2,413,NOLAB,neighbor,0.45211122554067973
22,Small,Tess,0.2,2,413,NOLAB,research,0.23680164018452077
23,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4258373205741627
23,Small,Tess,0.2,2,413,NOLAB,research,0.20929070929070928
24,Small,Tess,0.2,2,413,NOLAB,neighbor,0.44767970882620567
24,Small,Tess,0.2,2,413,NOLAB,research,0.22731755424063116
25,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4246068455134135
25,Small,Tess,0.2,2,413,NOLAB,research,0.23538622129436326
26,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4593202883625129
26,Small,Tess,0.2,2,413,NOLAB,research,0.23207839092315627
27,Small,Tess,0.2,2,413,NOLAB,neighbor,0.40942028985507245
27,Small,Tess,0.2,2,413,NOLAB,research,0.22710997442455244
28,Small,Tess,0.2,2,413,NOLAB,neighbor,0.42173112338858193
28,Small,Tess,0.2,2,413,NOLAB,research,0.2291231732776618
29,Small,Tess,0.2,2,413,NOLAB,neighbor,0.47198480531813863
29,Small,Tess,0.2,2,413,NOLAB,research,0.23336798336798337
30,Small,Tess,0.2,2,413,NOLAB,neighbor,0.466802860061287
30,Small,Tess,0.2,2,413,NOLAB,research,0.2381198347107438
31,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4256993006993007
31,Small,Tess,0.2,2,413,NOLAB,research,0.20916334661354583
32,Small,Tess,0.2,2,413,NOLAB,neighbor,0.44803921568627453
32,Small,Tess,0.2,2,413,NOLAB,research,0.21524896265560167
33,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4189189189189189
33,Small,Tess,0.2,2,413,NOLAB,research,0.2404723564143854
34,Small,Tess,0.2,2,413,NOLAB,neighbor,0.5
34,Small,Tess,0.2,2,413,NOLAB,research,0.25606060606060604
35,Small,Tess,0.2,2,413,NOLAB,neighbor,0.45348837209302323
35,Small,Tess,0.2,2,413,NOLAB,research,0.2404295051353875
36,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4638095238095238
36,Small,Tess,0.2,2,413,NOLAB,research,0.23646299056135123
37,Small,Tess,0.2,2,413,NOLAB,neighbor,0.47
37,Small,Tess,0.2,2,413,NOLAB,research,0.2525987525987526
38,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4718574108818011
38,Small,Tess,0.2,2,413,NOLAB,research,0.25785207700101315
39,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4704779756326148
39,Small,Tess,0.2,2,413,NOLAB,research,0.23919915700737618
40,Small,Tess,0.2,2,413,NOLAB,neighbor,0.37890625
40,Small,Tess,0.2,2,413,NOLAB,research,0.2136387852956846
41,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4552083333333333
41,Small,Tess,0.2,2,413,NOLAB,research,0.2143212332173048
42,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4429868819374369
42,Small,Tess,0.2,2,413,NOLAB,research,0.22595190380761523
43,Small,Tess,0.2,2,413,NOLAB,neighbor,0.48243114909781576
43,Small,Tess,0.2,2,413,NOLAB,research,0.2382709541381128
44,Small,Tess,0.2,2,413,NOLAB,neighbor,0.42934196332254587
44,Small,Tess,0.2,2,413,NOLAB,research,0.22672064777327935
45,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4219047619047619
45,Small,Tess,0.2,2,413,NOLAB,research,0.2502606882168926
46,Small,Tess,0.2,2,413,NOLAB,neighbor,0.45287958115183247
46,Small,Tess,0.2,2,413,NOLAB,research,0.23173391494002182
47,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4056776556776557
47,Small,Tess,0.2,2,413,NOLAB,research,0.23834468308014667
48,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4924165824064712
48,Small,Tess,0.2,2,413,NOLAB,research,0.26424050632911394
49,Small,Tess,0.2,2,413,NOLAB,neighbor,0.5115346038114343
49,Small,Tess,0.2,2,413,NOLAB,research,0.22980719124544033
50,Small,Tess,0.2,2,413,NOLAB,neighbor,0.4510416666666667
50,Small,Tess,0.2,2,413,NOLAB,research,0.22371699053313404
1,Small,Tess,0.2,7,413,COLAB,colab,0.8721804511278195
1,Small,Tess,0.2,7,413,COLAB,neighbor,0.601113172541744
1,Small,Tess,0.2,7,413,COLAB,research,0.46329113924050636
