replica,network,population,sigma,true_model,modelcompare,base_SS,TAT,RR
4,None,All,0.2,13,AIC,100,0.5489,0.9074446680080482
40,None,All,0.2,13,AIC,100,0.9389,0.9592156862745098
41,None,All,0.2,13,AIC,100,0.9473,0.9566600397614314
42,None,All,0.2,13,AIC,100,0.9445,0.9657587548638132
43,None,All,0.2,13,AIC,100,0.9337,0.9603332011106703
44,None,All,0.2,13,AIC,100,0.9469,0.9592424866200082
45,None,All,0.2,13,AIC,100,0.9337,0.9619543452142572
46,None,All,0.2,13,AIC,100,0.9301,0.9678443826915443
47,None,All,0.2,13,AIC,100,0.923,0.9620967741935483
48,None,All,0.2,13,AIC,100,0.9397,0.9647887323943662
49,None,All,0.2,13,AIC,100,0.9427,0.9621363092865683
5,None,All,0.2,13,AIC,100,0.7202,0.9223147047166073
50,None,All,0.2,13,AIC,100,0.2758,0.936126932465419
6,None,All,0.2,13,AIC,100,0.937,0.9567460317460318
7,None,All,0.2,13,AIC,100,0.9437,0.9692307692307692
8,None,All,0.2,13,AIC,100,0.9437,0.968895800933126
9,None,All,0.2,13,AIC,100,0.9398,0.9652722967640095
1,None,All,0.2,2,AIC,100,0.5796,0.7797548438117833
10,None,All,0.2,2,AIC,100,0.5971,0.7778217821782178
11,None,All,0.2,2,AIC,100,0.61240000000000006,0.7893915756630265
12,None,All,0.2,2,AIC,100,0.6325,0.7916666666666666
13,None,All,0.2,2,AIC,100,0.6015,0.7844690966719493
14,None,All,0.2,2,AIC,100,0.6165,0.7954820492133925
15,None,All,0.2,2,AIC,100,0.5984,0.773393002441009
16,None,All,0.2,2,AIC,100,0.6037,0.7868589743589743
17,None,All,0.2,2,AIC,100,0.608,0.795482546201232
18,None,All,0.2,2,AIC,100,0.6176,0.7991983967935872
19,None,All,0.2,2,AIC,100,0.6087,0.7947072975140337
2,None,All,0.2,2,AIC,100,0.6069,0.7907166123778502
20,None,All,0.2,2,AIC,100,0.6136,0.7857698289269052
21,None,All,0.2,2,AIC,100,0.6321,0.7942811755361397
22,None,All,0.2,2,AIC,100,0.6399,0.7876386687797148
23,None,All,0.2,2,AIC,100,0.606,0.8180698151950718
24,None,All,0.2,2,AIC,100,0.6102,0.8015025701858443
25,None,All,0.2,2,AIC,100,0.6137,0.795472597299444
26,None,All,0.2,2,AIC,100,0.6226,0.8072289156626506
27,None,All,0.2,2,AIC,100,0.6068,0.8014184397163121
28,None,All,0.2,2,AIC,100,0.5883,0.7932437932437932
29,None,All,0.2,2,AIC,100,0.5971,0.7755511022044088
3,None,All,0.2,2,AIC,100,0.6214,0.8098134630981346
30,None,All,0.2,2,AIC,100,0.6241,0.782964782964783
31,None,All,0.2,2,AIC,100,0.6176,0.8002373417721519
32,None,All,0.2,2,AIC,100,0.6058,0.7940368772067478
33,None,All,0.2,2,AIC,100,0.6172,0.7810650887573964
34,None,All,0.2,2,AIC,100,0.6009,0.8042039704165045
35,None,All,0.2,2,AIC,100,0.6199,0.7822452229299363
36,None,All,0.2,2,AIC,100,0.6086,0.7777340676632573
37,None,All,0.2,2,AIC,100,0.591,0.7934272300469484
38,None,All,0.2,2,AIC,100,0.6018,0.8126984126984127
39,None,All,0.2,2,AIC,100,0.618,0.7910863509749304
4,None,All,0.2,2,AIC,100,0.5982,0.7896857373086221
40,None,All,0.2,2,AIC,100,0.5957,0.7880903490759753
41,None,All,0.2,2,AIC,100,0.5867,0.7851173895742141
42,None,All,0.2,2,AIC,100,0.5979,0.7670634920634921
43,None,All,0.2,2,AIC,100,0.5979,0.7879508521601268
44,None,All,0.2,2,AIC,100,0.6196,0.790007806401249
45,None,All,0.2,2,AIC,100,0.61240000000000006,0.8099208003334722
46,None,All,0.2,2,AIC,100,0.6227,0.8042096902303415
47,None,All,0.2,2,AIC,100,0.6125,0.7895783611774065
48,None,All,0.2,2,AIC,100,0.6052,0.7922025723472669
49,None,All,0.2,2,AIC,100,0.6072,0.7831663326653306
5,None,All,0.2,2,AIC,100,0.6209,0.8001605136436597
50,None,All,0.2,2,AIC,100,0.6078,0.7930204572803851
6,None,All,0.2,2,AIC,100,0.6032,0.7936507936507936
7,None,All,0.2,2,AIC,100,0.6137,0.8070662961492656
8,None,All,0.2,2,AIC,100,0.6009,0.8042039704165045
9,None,All,0.2,2,AIC,100,0.6133,0.7942901838091514
1,None,All,0.2,7,AIC,100,0.6139,0.916700694160882
10,None,All,0.2,7,AIC,100,0.6514,0.9066193853427896
11,None,All,0.2,7,AIC,100,0.6228,0.9225077881619937
12,None,All,0.2,7,AIC,100,0.6617,0.9004451639012545
13,None,All,0.2,7,AIC,100,0.6477,0.9057425742574258
14,None,All,0.2,7,AIC,100,0.6447,0.8928982725527831
15,None,All,0.2,7,AIC,100,0.632,0.8952648475120385
16,None,All,0.2,7,AIC,100,0.6384,0.9134615384615384
17,None,All,0.2,7,AIC,100,0.6089,0.9020783373301359
18,None,All,0.2,7,AIC,100,0.6267,0.9039479039479039
19,None,All,0.2,7,AIC,100,0.6547,0.9039615846338536
2,None,All,0.2,7,AIC,100,0.6446,0.9065040650406504
20,None,All,0.2,7,AIC,100,0.6156,0.911741835147745
21,None,All,0.2,7,AIC,100,0.6374,0.9037007560684441
22,None,All,0.2,7,AIC,100,0.5917,0.9055374592833876
23,None,All,0.2,7,AIC,100,0.6347,0.9039014373716633
24,None,All,0.2,7,AIC,100,0.5989,0.892094861660079
25,None,All,0.2,7,AIC,100,0.6334,0.9032889584964762
26,None,All,0.2,7,AIC,100,0.601,0.9038234134804888
27,None,All,0.2,7,AIC,100,0.6479,0.9057570977917981
28,None,All,0.2,7,AIC,100,0.6766,0.9161628375654978
29,None,All,0.2,7,AIC,100,0.633,0.8948995363214838
3,None,All,0.2,7,AIC,100,0.6617,0.9140866873065016
30,None,All,0.2,7,AIC,100,0.6499,0.9058919803600655
31,None,All,0.2,7,AIC,100,0.6224,0.8975069252077562
32,None,All,0.2,7,AIC,100,0.6591,0.9018729641693811
33,None,All,0.2,7,AIC,100,0.6364,0.9063729346970889
34,None,All,0.2,7,AIC,100,0.613,0.8992609879424348
35,None,All,0.2,7,AIC,100,0.6607,0.9014084507042254
36,None,All,0.2,7,AIC,100,0.3762,0.8324813212740857
37,None,All,0.2,7,AIC,100,0.6484,0.8966210780370072
38,None,All,0.2,7,AIC,100,0.6312,0.9131297104323681
39,None,All,0.2,7,AIC,100,0.5927,0.9079365079365079
4,None,All,0.2,7,AIC,100,0.3801,0.8352272727272727
40,None,All,0.2,7,AIC,100,0.6103,0.9007413509060955
41,None,All,0.2,7,AIC,100,0.6515,0.9013916500994036
42,None,All,0.2,7,AIC,100,0.614,0.8864255153636718
43,None,All,0.2,7,AIC,100,0.6752,0.9048374306106265
44,None,All,0.2,7,AIC,100,0.6656,0.9
45,None,All,0.2,7,AIC,100,0.6747,0.9006835544833133
46,None,All,0.2,7,AIC,100,0.6506,0.8967844382691544
47,None,All,0.2,7,AIC,100,0.6139,0.9023904382470119
48,None,All,0.2,7,AIC,100,0.6753,0.9046502540054708
49,None,All,0.2,7,AIC,100,0.6663,0.9138621794871795
5,None,All,0.2,7,AIC,100,0.6731,0.8942891859052248
50,None,All,0.2,7,AIC,100,0.1683,0.8259141494435612
6,None,All,0.2,7,AIC,100,0.6315,0.9106788408098452
7,None,All,0.2,7,AIC,100,0.6103,0.9014028056112224
8,None,All,0.2,7,AIC,100,0.613,0.8992609879424348
9,None,All,0.2,7,AIC,100,0.6152,0.9006648416112631
1,None,All,0.2,13,AIC,20,0.9062,0.9518956379942927
10,None,All,0.2,13,AIC,20,0.518,0.8940316686967114
11,None,All,0.2,13,AIC,20,0.4875,0.8936084142394822
12,None,All,0.2,13,AIC,20,0.3314,0.8818034118602762
13,None,All,0.2,13,AIC,20,0.7249,0.9064976228209192
14,None,All,0.2,13,AIC,20,0.87,0.9290608625554212
15,None,All,0.2,13,AIC,20,0.8882,0.9496981891348089
16,None,All,0.2,13,AIC,20,0.8544,0.9345644319550381
17,None,All,0.2,13,AIC,20,0.6472,0.8946078431372549
18,None,All,0.2,13,AIC,20,0.5109,0.905224787363305
19,None,All,0.2,13,AIC,20,0.8717,0.9380706629614927
2,None,All,0.2,13,AIC,20,0.6026,0.8894348894348895
20,None,All,0.2,13,AIC,20,0.8874,0.9402800658978583
21,None,All,0.2,13,AIC,20,0.7898,0.9247699079631853
22,None,All,0.2,13,AIC,20,0.6824,0.900164338537387
23,None,All,0.2,13,AIC,20,0.8858,0.9376793767937679
24,None,All,0.2,13,AIC,20,0.8773,0.9399209486166008
25,None,All,0.2,13,AIC,20,0.5829,0.8972738048202291
26,None,All,0.2,13,AIC,20,0.8886,0.9442424242424242
27,None,All,0.2,13,AIC,20,0.8745,0.9355102040816327
28,None,All,0.2,13,AIC,20,0.845,0.9269369731031715
29,None,All,0.2,13,AIC,20,0.8917,0.9428791972211501
3,None,All,0.2,13,AIC,20,0.8849,0.948051948051948
30,None,All,0.2,13,AIC,20,0.8866,0.9447878038730944
31,None,All,0.2,13,AIC,20,0.8846,0.9419642857142857
32,None,All,0.2,13,AIC,20,0.8325,0.9209453952730237
33,None,All,0.2,13,AIC,20,0.8455,0.9326612903225806
34,None,All,0.2,13,AIC,20,0.6699,0.8997214484679665
35,None,All,0.2,13,AIC,20,0.6348,0.8995580554439534
36,None,All,0.2,13,AIC,20,0.8989,0.9441478439425052
37,None,All,0.2,13,AIC,20,0.4549,0.912754303599374
38,None,All,0.2,13,AIC,20,0.8934,0.9476813317479191
39,None,All,0.2,13,AIC,20,0.4169,0.906437425029988
4,None,All,0.2,13,AIC,20,0.8087,0.9288906948394962
40,None,All,0.2,13,AIC,20,0.826,0.930709307093071
41,None,All,0.2,13,AIC,20,0.8894,0.9425149700598803
42,None,All,0.2,13,AIC,20,0.6841,0.9081844619858745
43,None,All,0.2,13,AIC,20,0.8802,0.9413396749900912
44,None,All,0.2,13,AIC,20,0.8804,0.940112540192926
45,None,All,0.2,13,AIC,20,0.8483,0.9361189232623544
46,None,All,0.2,13,AIC,20,0.8619,0.9376290788930194
47,None,All,0.2,13,AIC,20,0.7669,0.9157641395908543
48,None,All,0.2,13,AIC,20,0.8622,0.9340040241448692
49,None,All,0.2,13,AIC,20,0.8702,0.9400317712470214
5,None,All,0.2,13,AIC,20,0.7475,0.9131493506493507
50,None,All,0.2,13,AIC,20,0.8784,0.937046004842615
6,None,All,0.2,13,AIC,20,0.8541,0.9362123613312203
7,None,All,0.2,13,AIC,20,0.8325,0.9337038507344184
8,None,All,0.2,13,AIC,20,0.6699,0.8997214484679665
9,None,All,0.2,13,AIC,20,0.8948,0.9343474779823859
1,None,All,0.2,2,AIC,20,0.4869,0.7393891312971044
10,None,All,0.2,2,AIC,20,0.4651,0.7334685598377282
11,None,All,0.2,2,AIC,20,0.4765,0.7472848788638262
12,None,All,0.2,2,AIC,20,0.4961,0.7377830750893921
13,None,All,0.2,2,AIC,20,0.4984,0.7322645290581162
14,None,All,0.2,2,AIC,20,0.487,0.7253634894991923
15,None,All,0.2,2,AIC,20,0.478,0.7317854283426741
16,None,All,0.2,2,AIC,20,0.4891,0.7352824970367444
17,None,All,0.2,2,AIC,20,0.4899,0.7273469387755102
18,None,All,0.2,2,AIC,20,0.4735,0.7299595141700405
19,None,All,0.2,2,AIC,20,0.4919,0.7257806244995997
2,None,All,0.2,2,AIC,20,0.5113,0.7379505872823006
20,None,All,0.2,2,AIC,20,0.4867,0.7172306495527032
21,None,All,0.2,2,AIC,20,0.5106,0.7207532051282052
22,None,All,0.2,2,AIC,20,0.4835,0.7134046052631579
23,None,All,0.2,2,AIC,20,0.4741,0.738183312782573
24,None,All,0.2,2,AIC,20,0.4874,0.7321937321937322
25,None,All,0.2,2,AIC,20,0.4957,0.7341425215348473
26,None,All,0.2,2,AIC,20,0.5034,0.7439024390243902
27,None,All,0.2,2,AIC,20,0.49,0.7290679304897314
28,None,All,0.2,2,AIC,20,0.4774,0.738152610441767
29,None,All,0.2,2,AIC,20,0.4973,0.7341040462427746
3,None,All,0.2,2,AIC,20,0.4785,0.7287660256410257
30,None,All,0.2,2,AIC,20,0.4939,0.7314487632508834
31,None,All,0.2,2,AIC,20,0.4961,0.7256493506493507
32,None,All,0.2,2,AIC,20,0.5118,0.7393179145433163
33,None,All,0.2,2,AIC,20,0.4817,0.7354330708661417
34,None,All,0.2,2,AIC,20,0.4993,0.714519427402863
35,None,All,0.2,2,AIC,20,0.3417,0.6169614147909968
36,None,All,0.2,2,AIC,20,0.4817,0.7324940991345398
37,None,All,0.2,2,AIC,20,0.4711,0.72778447929232
38,None,All,0.2,2,AIC,20,0.477,0.7313019390581718
39,None,All,0.2,2,AIC,20,0.5101,0.7509142624949208
4,None,All,0.2,2,AIC,20,0.4757,0.7301331181928197
40,None,All,0.2,2,AIC,20,0.4866,0.7461240310077519
41,None,All,0.2,2,AIC,20,0.4776,0.714058144165671
42,None,All,0.2,2,AIC,20,0.493,0.7397695669447756
43,None,All,0.2,2,AIC,20,0.4835,0.724435318275154
44,None,All,0.2,2,AIC,20,0.478,0.7284001653575858
45,None,All,0.2,2,AIC,20,0.467,0.7234485630987089
46,None,All,0.2,2,AIC,20,0.4823,0.7393553521687226
47,None,All,0.2,2,AIC,20,0.4924,0.7299357945425361
48,None,All,0.2,2,AIC,20,0.4891,0.7380566801619434
49,None,All,0.2,2,AIC,20,0.4938,0.7385908726981585
5,None,All,0.2,2,AIC,20,0.5147,0.7431781701444623
50,None,All,0.2,2,AIC,20,0.4979,0.7384052074857608
6,None,All,0.2,2,AIC,20,0.5111,0.7329756500206356
7,None,All,0.2,2,AIC,20,0.4649,0.7330946698488464
8,None,All,0.2,2,AIC,20,0.4993,0.714519427402863
9,None,All,0.2,2,AIC,20,0.5054,0.7257594673325011
1,None,All,0.2,7,AIC,20,0.489,0.8699551569506726
10,None,All,0.2,7,AIC,20,0.4189,0.8057700121901666
11,None,All,0.2,7,AIC,20,0.2785,0.7841614906832298
12,None,All,0.2,7,AIC,20,0.1557,0.776531838205847
13,None,All,0.2,7,AIC,20,0.4484,0.8599761999206664
14,None,All,0.2,7,AIC,20,0.4803,0.8748991121872478
15,None,All,0.2,7,AIC,20,0.4929,0.8752515090543259
16,None,All,0.2,7,AIC,20,0.5077,0.8574850299401198
17,None,All,0.2,7,AIC,20,0.5198,0.854632587859425
18,None,All,0.2,7,AIC,20,0.3417,0.7975190076030412
19,None,All,0.2,7,AIC,20,0.492,0.8711607499002793
2,None,All,0.2,7,AIC,20,0.4097,0.8107012565869477
20,None,All,0.2,7,AIC,20,0.4709,0.8707286949361878
21,None,All,0.2,7,AIC,20,0.4453,0.8619447779111644
22,None,All,0.2,7,AIC,20,0.468,0.874373795761079
23,None,All,0.2,7,AIC,20,0.508,0.8768174474959612
24,None,All,0.2,7,AIC,20,0.4678,0.8640065146579805
25,None,All,0.2,7,AIC,20,0.5034,0.8770750988142293
26,None,All,0.2,7,AIC,20,0.4941,0.8666127728375101
27,None,All,0.2,7,AIC,20,0.4974,0.8696172248803827
28,None,All,0.2,7,AIC,20,0.4995,0.8646322378716745
29,None,All,0.2,7,AIC,20,0.488,0.8794010522055847
3,None,All,0.2,7,AIC,20,0.5046,0.855310621242485
30,None,All,0.2,7,AIC,20,0.4919,0.873701039168665
31,None,All,0.2,7,AIC,20,0.5085,0.8744922826969943
32,None,All,0.2,7,AIC,20,0.4985,0.8778004073319755
33,None,All,0.2,7,AIC,20,0.2923,0.7991803278688525
34,None,All,0.2,7,AIC,20,0.4608,0.8726621567847195
35,None,All,0.2,7,AIC,20,0.3366,0.7810365608678184
36,None,All,0.2,7,AIC,20,0.5015,0.8677618069815195
37,None,All,0.2,7,AIC,20,0.2621,0.7573385518590998
38,None,All,0.2,7,AIC,20,0.5286,0.8745533942040492
39,None,All,0.2,7,AIC,20,0.1839,0.7787114845938375
4,None,All,0.2,7,AIC,20,0.5177,0.8832347140039448
40,None,All,0.2,7,AIC,20,0.4362,0.8621255642183012
41,None,All,0.2,7,AIC,20,0.5043,0.8278655326042932
42,None,All,0.2,7,AIC,20,0.3356,0.8040514218932606
43,None,All,0.2,7,AIC,20,0.5035,0.8791469194312796
44,None,All,0.2,7,AIC,20,0.2669,0.8467575382073523
45,None,All,0.2,7,AIC,20,0.4781,0.872858774267225
46,None,All,0.2,7,AIC,20,0.4705,0.8682906688687035
47,None,All,0.2,7,AIC,20,0.5285,0.855147645650439
48,None,All,0.2,7,AIC,20,0.4949,0.879296875
49,None,All,0.2,7,AIC,20,0.4852,0.8798558269923908
5,None,All,0.2,7,AIC,20,0.4989,0.8635634028892456
50,None,All,0.2,7,AIC,20,0.5409,0.8766788766788767
6,None,All,0.2,7,AIC,20,0.4808,0.86716594402838
7,None,All,0.2,7,AIC,20,0.4697,0.8613782051282052
8,None,All,0.2,7,AIC,20,0.4608,0.8726621567847195
9,None,All,0.2,7,AIC,20,0.4718,0.869746150645027
1,None,All,0.2,13,BIC,100,0.99,0.9934667211106574
10,None,All,0.2,13,BIC,100,0.9882,0.9904988123515439
11,None,All,0.2,13,BIC,100,0.9855,0.9910436137071651
12,None,All,0.2,13,BIC,100,0.9851,0.9888844779674474
13,None,All,0.2,13,BIC,100,0.9848,0.990224032586558
14,None,All,0.2,13,BIC,100,0.711,0.9406540169559952
15,None,All,0.2,13,BIC,100,0.9866,0.9935820296831127
16,None,All,0.2,13,BIC,100,0.9585,0.9861495844875346
17,None,All,0.2,13,BIC,100,0.9831,0.9910226385636222
18,None,All,0.2,13,BIC,100,0.9875,0.9945011783189317
19,None,All,0.2,13,BIC,100,0.9808,0.9884737678855325
2,None,All,0.2,13,BIC,100,0.9869,0.991873222267371
20,None,All,0.2,13,BIC,100,0.9848,0.9901030927835052
21,None,All,0.2,13,BIC,100,0.9864,0.991096721974909
22,None,All,0.2,13,BIC,100,0.9856,0.9963129864809505
23,None,All,0.2,13,BIC,100,0.9887,0.9959563283461383
24,None,All,0.2,13,BIC,100,0.9849,0.9909018987341772
25,None,All,0.2,13,BIC,100,0.9894,0.9936406995230525
26,None,All,0.2,13,BIC,100,0.9882,0.991725768321513
27,None,All,0.2,13,BIC,100,0.9839,0.991636798088411
28,None,All,0.2,13,BIC,100,0.9839,0.9921568627450981
29,None,All,0.2,13,BIC,100,0.9865,0.9939686369119421
3,None,All,0.2,13,BIC,100,0.9636,0.9831121833534379
30,None,All,0.2,13,BIC,100,0.9659,0.9856850715746421
31,None,All,0.2,13,BIC,100,0.9872,0.9893026941362916
32,None,All,0.2,13,BIC,100,0.9872,0.9943388596845936
33,None,All,0.2,13,BIC,100,0.9881,0.9905623279591034
34,None,All,0.2,13,BIC,100,0.9879,0.9922239502332815
35,None,All,0.2,13,BIC,100,0.9838,0.9920350457984867
36,None,All,0.2,13,BIC,100,0.9853,0.9899152884227511
37,None,All,0.2,13,BIC,100,0.9779,0.9903498190591074
38,None,All,0.2,13,BIC,100,0.9865,0.9858803986710963
39,None,All,0.2,13,BIC,100,0.9815,0.9904761904761905
4,None,All,0.2,13,BIC,100,0.283,0.9472837022132797
40,None,All,0.2,13,BIC,100,0.972,0.9905882352941177
41,None,All,0.2,13,BIC,100,0.9813,0.989662027833002
42,None,All,0.2,13,BIC,100,0.9877,0.9926070038910506
43,None,All,0.2,13,BIC,100,0.935,0.9722332407774693
44,None,All,0.2,13,BIC,100,0.9864,0.9909427748044463
45,None,All,0.2,13,BIC,100,0.9856,0.9911894273127754
46,None,All,0.2,13,BIC,100,0.9844,0.9908693926161175
47,None,All,0.2,13,BIC,100,0.9225,0.9770161290322581
48,None,All,0.2,13,BIC,100,0.9866,0.9917840375586855
49,None,All,0.2,13,BIC,100,0.9879,0.9900358708648864
5,None,All,0.2,13,BIC,100,0.4098,0.9318271898533492
50,None,All,0.2,13,BIC,100,0.0776,0.9800650935720098
6,None,All,0.2,13,BIC,100,0.9762,0.9880952380952381
7,None,All,0.2,13,BIC,100,0.9861,0.9927125506072875
8,None,All,0.2,13,BIC,100,0.9879,0.9922239502332815
9,None,All,0.2,13,BIC,100,0.9867,0.9940805051302289
1,None,All,0.2,2,BIC,100,0.9108,0.9596678529062871
10,None,All,0.2,2,BIC,100,0.9219,0.9679207920792079
11,None,All,0.2,2,BIC,100,0.9358,0.9547581903276131
12,None,All,0.2,2,BIC,100,0.9152,0.9575320512820513
13,None,All,0.2,2,BIC,100,0.9181,0.9532488114104596
14,None,All,0.2,2,BIC,100,0.9127,0.9532069382815651
15,None,All,0.2,2,BIC,100,0.9317,0.9576891781936534
16,None,All,0.2,2,BIC,100,0.9293,0.9583333333333334
17,None,All,0.2,2,BIC,100,0.9214,0.9527720739219713
18,None,All,0.2,2,BIC,100,0.9212,0.958316633266533
19,None,All,0.2,2,BIC,100,0.9146,0.9514835605453087
2,None,All,0.2,2,BIC,100,0.931,0.9605048859934854
20,None,All,0.2,2,BIC,100,0.929,0.9556765163297045
21,None,All,0.2,2,BIC,100,0.9208,0.9563145353455124
22,None,All,0.2,2,BIC,100,0.9236,0.9583993660855784
23,None,All,0.2,2,BIC,100,0.9223,0.9503080082135523
24,None,All,0.2,2,BIC,100,0.9344,0.9596678529062871
25,None,All,0.2,2,BIC,100,0.9163,0.9586973788721207
26,None,All,0.2,2,BIC,100,0.9227,0.9606425702811245
27,None,All,0.2,2,BIC,100,0.9236,0.9562647754137116
28,None,All,0.2,2,BIC,100,0.9238,0.9564509564509565
29,None,All,0.2,2,BIC,100,0.9255,0.9595190380761524
3,None,All,0.2,2,BIC,100,0.9241,0.9562043795620438
30,None,All,0.2,2,BIC,100,0.9242,0.9561834561834562
31,None,All,0.2,2,BIC,100,0.9213,0.9545094936708861
32,None,All,0.2,2,BIC,100,0.9291,0.962338171832091
33,None,All,0.2,2,BIC,100,0.9267,0.9506903353057199
34,None,All,0.2,2,BIC,100,0.9125,0.9560140132347217
35,None,All,0.2,2,BIC,100,0.9226,0.9589968152866242
36,None,All,0.2,2,BIC,100,0.9303,0.9681353265145555
37,None,All,0.2,2,BIC,100,0.927,0.9491392801251957
38,None,All,0.2,2,BIC,100,0.9194,0.9543650793650794
39,None,All,0.2,2,BIC,100,0.9186,0.958217270194986
4,None,All,0.2,2,BIC,100,0.9317,0.959307010475423
40,None,All,0.2,2,BIC,100,0.9287,0.9613963039014374
41,None,All,0.2,2,BIC,100,0.9244,0.9641862315957024
42,None,All,0.2,2,BIC,100,0.9199,0.9547619047619048
43,None,All,0.2,2,BIC,100,0.9391,0.9520412207689258
44,None,All,0.2,2,BIC,100,0.9265,0.955503512880562
45,None,All,0.2,2,BIC,100,0.9101,0.9537307211338057
46,None,All,0.2,2,BIC,100,0.9241,0.9575059571088165
47,None,All,0.2,2,BIC,100,0.9264,0.956642800318218
48,None,All,0.2,2,BIC,100,0.9258,0.9577974276527331
49,None,All,0.2,2,BIC,100,0.9287,0.9559118236472945
5,None,All,0.2,2,BIC,100,0.9089,0.9550561797752809
50,None,All,0.2,2,BIC,100,0.9201,0.9582831929402327
6,None,All,0.2,2,BIC,100,0.9068,0.9630952380952381
7,None,All,0.2,2,BIC,100,0.9393,0.9563318777292577
8,None,All,0.2,2,BIC,100,0.9125,0.9560140132347217
9,None,All,0.2,2,BIC,100,0.9214,0.9585451701212359
1,None,All,0.2,7,BIC,100,0.9238,0.9791751735402205
10,None,All,0.2,7,BIC,100,0.9256,0.9806934594168637
11,None,All,0.2,7,BIC,100,0.9322,0.9758566978193146
12,None,All,0.2,7,BIC,100,0.9204,0.9728854714690409
13,None,All,0.2,7,BIC,100,0.9287,0.9801980198019802
14,None,All,0.2,7,BIC,100,0.9261,0.9785028790786948
15,None,All,0.2,7,BIC,100,0.9228,0.9787319422150883
16,None,All,0.2,7,BIC,100,0.9241,0.9819711538461539
17,None,All,0.2,7,BIC,100,0.9021,0.9768185451638689
18,None,All,0.2,7,BIC,100,0.9179,0.9784289784289785
19,None,All,0.2,7,BIC,100,0.9156,0.9827931172468988
2,None,All,0.2,7,BIC,100,0.9233,0.9735772357723578
20,None,All,0.2,7,BIC,100,0.9285,0.9743390357698289
21,None,All,0.2,7,BIC,100,0.9117,0.9765220851571826
22,None,All,0.2,7,BIC,100,0.9063,0.9771986970684039
23,None,All,0.2,7,BIC,100,0.9167,0.975770020533881
24,None,All,0.2,7,BIC,100,0.7671,0.9154150197628459
25,None,All,0.2,7,BIC,100,0.9171,0.9843382928739233
26,None,All,0.2,7,BIC,100,0.9222,0.9759558533701221
27,None,All,0.2,7,BIC,100,0.9157,0.9747634069400631
28,None,All,0.2,7,BIC,100,0.9058,0.9750100765820234
29,None,All,0.2,7,BIC,100,0.9316,0.9806800618238022
3,None,All,0.2,7,BIC,100,0.9266,0.9787151702786377
30,None,All,0.2,7,BIC,100,0.9127,0.9754500818330606
31,None,All,0.2,7,BIC,100,0.9274,0.9790265136525524
32,None,All,0.2,7,BIC,100,0.9298,0.9816775244299675
33,None,All,0.2,7,BIC,100,0.9271,0.9760031471282454
34,None,All,0.2,7,BIC,100,0.9104,0.9789964994165694
35,None,All,0.2,7,BIC,100,0.9259,0.9806841046277666
36,None,All,0.2,7,BIC,100,0.2464,0.9036570979158475
37,None,All,0.2,7,BIC,100,0.8948,0.9770716009654062
38,None,All,0.2,7,BIC,100,0.9207,0.9730265767552558
39,None,All,0.2,7,BIC,100,0.9187,0.9757936507936508
4,None,All,0.2,7,BIC,100,0.2913,0.8936688311688312
40,None,All,0.2,7,BIC,100,0.9098,0.9707578253706755
41,None,All,0.2,7,BIC,100,0.9299,0.9729622266401591
42,None,All,0.2,7,BIC,100,0.9281,0.9793854531310774
43,None,All,0.2,7,BIC,100,0.8952,0.9631245043616178
