orig_type,old_model,selected_model,count
Tess,14,14,4983
Tess,1,2,9266
Tess,1,3,9205
Tess,2,1,9564
Tess,2,2,4927
Tess,2,4,4742
Tess,3,1,10475
Tess,3,3,5240
Tess,3,4,5191
Tess,4,2,8470
Tess,4,3,16760
Tess,4,4,8454
Tess,5,1,40823
Tess,5,5,20367
Tess,5,7,20277
Tess,6,1,26577
Tess,6,6,13229
Tess,6,8,13343
Tess,7,3,31265
Tess,7,5,15705
Tess,7,7,15961
Tess,8,2,6343
Tess,8,6,12624
Tess,8,8,6372
Tess,9,2,1843
Tess,9,3,3729
Tess,9,9,1884
Tess,10,5,4209
Tess,10,6,8212
Tess,10,10,4194
Tess,11,3,13050
Tess,11,5,6511
Tess,11,11,6438
Tess,12,2,8322
Tess,12,6,16743
Tess,12,12,8502
Tess,13,5,14996
Tess,13,6,29621
Tess,13,13,14988
Tess,14,5,9085
Tess,14,6,18427
Tess,14,14,9125
Tess,1,2,13595
Tess,1,3,13598
Tess,2,1,184396
Tess,2,2,91659
Tess,2,4,91995
Tess,3,1,588
Tess,3,3,301
Tess,3,4,328
Tess,4,2,3445
Tess,4,3,6977
Tess,4,4,3449
Tess,5,1,40437
Tess,5,5,20575
Tess,5,7,20289
Tess,6,1,5
Tess,6,6,2
Tess,6,8,1
Tess,7,3,1580
Tess,7,5,804
Tess,7,7,777
Tess,8,2,6
Tess,8,6,9
Tess,8,8,5
Tess,9,2,11
Tess,9,3,12
Tess,9,9,11
Tess,10,5,1
Tess,10,6,9
Tess,10,10,4
Tess,11,3,10
Tess,11,5,7
Tess,11,11,7
Tess,12,2,3
Tess,12,6,2
Tess,12,12,1
Tess,13,5,1
Tess,14,5,2
Tess,14,6,2
Tess,1,2,1266
Tess,1,3,1185
Tess,2,1,12696
Tess,2,2,6558
Tess,2,4,6554
Tess,3,1,24206
Tess,3,3,12192
Tess,3,4,12211
Tess,4,2,20727
Tess,4,3,41439
Tess,4,4,20679
Tess,5,1,41139
Tess,5,5,20866
Tess,5,7,20694
Tess,6,1,6412
Tess,6,6,3172
Tess,6,8,3239
Tess,7,3,108377
Tess,7,5,54192
Tess,7,7,54539
Tess,8,2,1595
Tess,8,6,3164
Tess,8,8,1594
Tess,9,2,62
Tess,9,3,90
Tess,9,9,43
Tess,10,5,2629
Tess,10,6,5003
Tess,10,10,2525
Tess,11,3,2036
Tess,11,5,1025
Tess,11,11,1054
Tess,12,2,7
Tess,12,6,13
Tess,12,12,6
Tess,13,5,383
Tess,13,6,827
Tess,13,13,382
Tess,14,5,46
Tess,14,6,90
Tess,14,14,34
Tess,1,2,107202
Tess,1,3,107858
Tess,2,1,60568
Tess,2,2,30197
Tess,2,4,30027
Tess,3,1,58290
Tess,3,3,29253
Tess,3,4,29035
Tess,4,2,9559
Tess,4,3,19373
Tess,4,4,9795
Tess,5,1,548
Tess,5,5,292
Tess,5,7,275
Tess,6,1,567
Tess,6,6,309
Tess,6,8,253
Tess,7,3,215
Tess,7,5,87
Tess,7,7,94
Tess,8,2,95
Tess,8,6,138
Tess,8,8,75
Tess,9,2,69
Tess,9,3,119
Tess,9,9,69
Tess,10,5,37
Tess,10,6,61
Tess,10,10,37
Tess,11,3,76
Tess,11,5,26
Tess,11,11,41
Tess,12,2,22
Tess,12,6,50
Tess,12,12,16
Tess,13,5,40
Tess,13,6,85
Tess,13,13,42
Tess,14,5,45
Tess,14,6,79
Tess,14,14,40
Tess,1,2,86584
Tess,1,3,86562
Tess,2,1,120031
Tess,2,2,60413
Tess,2,4,60239
Tess,3,1,19467
Tess,3,3,9704
Tess,3,4,9689
Tess,4,2,10007
Tess,4,3,20235
Tess,4,4,9975
Tess,5,1,542
Tess,5,5,245
Tess,5,7,295
Tess,6,1,108
Tess,6,6,55
Tess,6,8,40
Tess,7,3,104
Tess,7,5,43
Tess,7,7,50
Tess,8,2,43
Tess,8,6,57
Tess,8,8,43
Tess,9,2,21
Tess,9,3,40
Tess,9,9,24
Tess,10,5,12
Tess,10,6,37
Tess,10,10,23
Tess,11,3,44
Tess,11,5,16
Tess,11,11,16
Tess,12,2,13
Tess,12,6,26
Tess,12,12,9
Tess,13,5,8
Tess,13,6,17
Tess,13,13,9
Tess,14,5,12
Tess,14,6,32
Tess,14,14,14
Tess,1,2,85393
Tess,1,3,85683
Tess,2,1,67645
Tess,2,2,33608
Tess,2,4,33867
Tess,3,1,64724
Tess,3,3,32135
Tess,3,4,32281
Tess,4,2,13961
Tess,4,3,28101
Tess,4,4,14009
Tess,5,1,701
Tess,5,5,358
Tess,5,7,347
Tess,6,1,369
Tess,6,6,179
Tess,6,8,152
Tess,7,3,285
Tess,7,5,132
Tess,7,7,131
Tess,8,2,63
Tess,8,6,142
Tess,8,8,70
Tess,9,2,24
Tess,9,3,60
Tess,9,9,38
Tess,10,5,32
Tess,10,6,65
Tess,10,10,38
Tess,11,3,43
Tess,11,5,27
Tess,11,11,22
Tess,12,2,16
Tess,12,6,50
Tess,12,12,23
Tess,13,5,15
Tess,13,6,36
Tess,13,13,13
Tess,14,5,29
Tess,14,6,57
Tess,14,14,27
Tess,1,2,184122
Tess,1,3,184343
Tess,2,1,32731
Tess,2,2,16528
Tess,2,4,16627
Tess,3,1,27520
Tess,3,3,13718
Tess,3,4,13780
Tess,4,2,1298
Tess,4,3,2657
Tess,4,4,1270
Tess,5,1,70
Tess,5,5,32
Tess,5,7,34
Tess,6,1,81
Tess,6,6,45
Tess,6,8,35
Tess,7,3,22
Tess,7,5,15
Tess,7,7,10
Tess,8,2,6
Tess,8,6,14
Tess,8,8,11
Tess,9,2,6
Tess,9,3,16
Tess,9,9,10
Tess,10,5,4
Tess,10,6,8
Tess,10,10,4
Tess,11,3,7
Tess,11,5,7
Tess,11,11,5
Tess,12,2,4
Tess,12,6,3
Tess,13,5,2
Tess,13,6,3
Tess,13,13,1
Tess,14,5,3
Tess,14,6,5
Tess,14,14,2
Tess,1,2,157055
Tess,1,3,157883
Tess,2,1,81313
Tess,2,2,40705
Tess,2,4,40724
Tess,3,1,6148
Tess,3,3,3112
Tess,3,4,3072
Tess,4,2,1183
Tess,4,3,2337
Tess,4,4,1155
Tess,5,1,56
Tess,5,5,19
Tess,5,7,22
Tess,6,1,18
Tess,6,6,10
Tess,6,8,6
Tess,7,3,11
Tess,7,5,2
Tess,7,7,4
Tess,8,2,5
Tess,8,6,9
Tess,8,8,4
Tess,9,2,3
Tess,9,3,7
Tess,9,9,5
Tess,10,5,1
Tess,10,6,8
Tess,10,10,4
Tess,11,3,5
Tess,11,5,3
Tess,11,11,4
Tess,12,2,3
Tess,12,6,2
Tess,12,12,1
Tess,13,5,1
Tess,13,6,1
Tess,14,5,1
Tess,14,6,2
Tess,1,2,163078
Tess,1,3,162811
Tess,2,1,43741
Tess,2,2,21855
Tess,2,4,21683
Tess,3,1,35752
Tess,3,3,17993
Tess,3,4,18215
Tess,4,2,2291
Tess,4,3,4723
Tess,4,4,2356
Tess,5,1,115
Tess,5,5,58
Tess,5,7,50
Tess,6,1,45
Tess,6,6,20
Tess,6,8,28
Tess,7,3,19
Tess,7,5,19
Tess,7,7,9
Tess,8,2,2
Tess,8,6,11
Tess,8,8,4
Tess,9,2,9
Tess,9,3,8
Tess,9,9,3
Tess,10,5,4
Tess,10,6,14
Tess,10,10,8
Tess,11,3,5
Tess,11,5,2
Tess,11,11,6
Tess,12,2,1
Tess,12,6,4
Tess,13,6,4
Tess,13,13,2
Tess,14,5,1
Tess,14,6,1
Tess,14,14,1
