orig_type,old_model,selected_model,count
Mave,1,10,3303
Mave,1,11,3272
Mave,1,12,3224
Mave,1,13,3101
Mave,1,14,3222
Mave,2,1,230
Mave,2,3,222
Mave,2,4,196
Mave,2,5,226
Mave,2,6,216
Mave,2,7,202
Mave,2,8,230
Mave,2,9,229
Mave,2,10,233
Mave,2,11,203
Mave,2,12,221
Mave,2,13,235
Mave,2,14,246
Mave,3,1,239
Mave,3,2,217
Mave,3,4,216
Mave,3,5,207
Mave,3,6,188
Mave,3,7,209
Mave,3,8,234
Mave,3,9,240
Mave,3,10,231
Mave,3,11,220
Mave,3,12,235
Mave,3,13,226
Mave,3,14,222
Mave,4,1,58
Mave,4,2,52
Mave,4,3,51
Mave,4,5,52
Mave,4,6,51
Mave,4,7,57
Mave,4,8,56
Mave,4,9,56
Mave,4,10,63
Mave,4,11,55
Mave,4,12,62
Mave,4,13,54
Mave,4,14,56
Mave,5,1,94
Mave,5,2,96
Mave,5,3,94
Mave,5,4,75
Mave,5,6,94
Mave,5,7,68
Mave,5,8,81
Mave,5,9,105
Mave,5,10,78
Mave,5,11,82
Mave,5,12,78
Mave,5,13,84
Mave,5,14,100
Mave,6,1,61
Mave,6,2,64
Mave,6,3,64
Mave,6,4,62
Mave,6,5,53
Mave,6,7,61
Mave,6,8,63
Mave,6,9,59
Mave,6,10,67
Mave,6,11,61
Mave,6,12,64
Mave,6,13,61
Mave,6,14,67
Mave,7,1,28
Mave,7,2,32
Mave,7,3,27
Mave,7,4,36
Mave,7,5,33
Mave,7,6,30
Mave,7,8,46
Mave,7,9,25
Mave,7,10,34
Mave,7,11,22
Mave,7,12,27
Mave,7,13,18
Mave,7,14,36
Mave,8,1,16
Mave,8,2,34
Mave,8,3,26
Mave,8,4,32
Mave,8,5,29
Mave,8,6,32
Mave,8,7,35
Mave,8,9,29
Mave,8,10,28
Mave,8,11,24
Mave,8,12,21
Mave,8,13,26
Mave,8,14,28
Mave,9,1,28
Mave,9,2,27
Mave,9,3,39
Mave,9,4,22
Mave,9,5,35
Mave,9,6,40
Mave,9,7,32
Mave,9,8,29
Mave,9,10,39
Mave,9,11,25
Mave,9,12,29
Mave,9,13,33
Mave,9,14,25
Mave,10,1,22
Mave,10,2,19
Mave,10,3,13
Mave,10,4,12
Mave,10,5,15
Mave,10,6,22
Mave,10,7,29
Mave,10,8,17
Mave,10,9,16
Mave,10,11,17
Mave,10,12,24
Mave,10,13,11
Mave,10,14,19
Mave,11,1,15
Mave,11,2,26
Mave,11,3,18
Mave,11,4,20
Mave,11,5,26
Mave,11,6,24
Mave,11,7,30
Mave,11,8,16
Mave,11,9,25
Mave,11,10,17
Mave,11,12,21
Mave,11,13,16
Mave,11,14,20
Mave,12,1,17
Mave,12,2,15
Mave,12,3,10
Mave,12,4,11
Mave,12,5,15
Mave,12,6,18
Mave,12,7,13
Mave,12,8,10
Mave,12,9,24
Mave,12,10,15
Mave,12,11,15
Mave,12,13,13
Mave,12,14,11
Mave,13,1,13
Mave,13,2,17
Mave,13,3,15
Mave,13,4,23
Mave,13,5,15
Mave,13,6,17
Mave,13,7,13
Mave,13,8,12
Mave,13,9,10
Mave,13,10,16
Mave,13,11,16
Mave,13,12,12
Mave,13,14,18
Mave,14,1,10
Mave,14,2,11
Mave,14,3,15
Mave,14,4,17
Mave,14,5,11
Mave,14,6,10
Mave,14,7,19
Mave,14,8,16
Mave,14,9,20
Mave,14,10,10
Mave,14,11,15
Mave,14,12,11
Mave,14,13,14
Tess,1,2,21659
Tess,1,3,21731
Tess,2,1,1724
Tess,2,4,1863
Tess,3,1,1746
Tess,3,4,1717
Tess,4,2,292
Tess,4,3,272
Tess,5,1,427
Tess,5,7,402
Tess,6,1,337
Tess,6,8,342
Tess,7,3,112
Tess,7,5,100
Tess,8,2,87
Tess,8,6,106
Tess,9,2,89
Tess,9,3,76
Tess,10,5,61
Tess,10,6,62
Tess,11,3,70
Tess,11,5,71
Tess,12,2,60
Tess,12,6,64
Tess,13,5,51
Tess,13,6,47
Tess,14,5,43
Tess,14,6,50
Bo,1,5,9695
Bo,1,6,9515
Bo,2,5,2047
Bo,3,6,1893
Bo,4,7,126
Bo,4,8,106
Bo,4,9,115
Bo,5,2,824
Bo,6,3,776
Bo,7,4,42
Bo,7,10,45
Bo,7,11,51
Bo,8,4,59
Bo,8,10,61
Bo,8,12,47
Bo,9,4,48
Bo,9,11,50
Bo,9,12,50
Bo,10,7,34
Bo,10,8,32
Bo,10,13,33
Bo,11,7,35
Bo,11,9,26
Bo,11,13,21
Bo,12,8,25
Bo,12,9,35
Bo,12,13,30
Bo,13,10,14
Bo,13,11,24
Bo,13,12,29
Bo,13,14,16
Bo,14,13,64
Mave,1,2,1484
Mave,1,3,1537
Mave,1,4,1504
Mave,1,5,1504
Mave,1,6,1506
Mave,1,7,1478
Mave,1,8,1626
Mave,1,9,1476
Mave,1,10,1495
Mave,1,11,1574
Mave,1,12,1517
Mave,1,13,1493
Mave,1,14,1553
Mave,2,1,151
Mave,2,3,138
Mave,2,4,136
Mave,2,5,152
Mave,2,6,138
Mave,2,7,151
Mave,2,8,168
Mave,2,9,135
Mave,2,10,157
Mave,2,11,143
Mave,2,12,133
Mave,2,13,137
Mave,2,14,153
Mave,3,1,134
Mave,3,2,141
Mave,3,4,149
Mave,3,5,133
Mave,3,6,164
Mave,3,7,163
Mave,3,8,115
Mave,3,9,120
Mave,3,10,141
Mave,3,11,146
Mave,3,12,132
Mave,3,13,146
Mave,3,14,155
Mave,4,1,41
Mave,4,2,25
Mave,4,3,24
Mave,4,5,25
Mave,4,6,31
Mave,4,7,22
Mave,4,8,33
Mave,4,9,28
Mave,4,10,33
Mave,4,11,35
Mave,4,12,22
Mave,4,13,40
Mave,4,14,32
Mave,5,1,49
Mave,5,2,49
Mave,5,3,57
Mave,5,4,45
Mave,5,6,52
Mave,5,7,45
Mave,5,8,47
Mave,5,9,59
Mave,5,10,43
Mave,5,11,61
Mave,5,12,45
Mave,5,13,55
Mave,5,14,65
Mave,6,1,64
Mave,6,2,45
Mave,6,3,52
Mave,6,4,48
Mave,6,5,57
Mave,6,7,58
Mave,6,8,51
Mave,6,9,56
Mave,6,10,47
Mave,6,11,42
Mave,6,12,73
Mave,6,13,49
Mave,6,14,60
Mave,7,1,15
Mave,7,2,21
Mave,7,3,12
Mave,7,4,9
Mave,7,5,16
Mave,7,6,19
Mave,7,8,15
Mave,7,9,20
Mave,7,10,18
Mave,7,11,18
Mave,7,12,21
Mave,7,13,14
Mave,7,14,14
Mave,8,1,17
Mave,8,2,12
Mave,8,3,11
Mave,8,4,18
Mave,8,5,16
Mave,8,6,26
Mave,8,7,15
Mave,8,9,10
Mave,8,10,19
Mave,8,11,23
Mave,8,12,20
Mave,8,13,10
Mave,8,14,16
Mave,9,1,19
Mave,9,2,19
Mave,9,3,19
Mave,9,4,13
Mave,9,5,15
Mave,9,6,20
Mave,9,7,16
Mave,9,8,7
Mave,9,10,14
Mave,9,11,13
Mave,9,12,23
Mave,9,13,24
Mave,9,14,13
Mave,10,1,6
Mave,10,2,14
Mave,10,3,10
Mave,10,4,11
Mave,10,5,13
Mave,10,6,12
Mave,10,7,8
Mave,10,8,9
Mave,10,9,8
Mave,10,11,9
Mave,10,12,13
Mave,10,13,16
Mave,10,14,8
Mave,11,1,12
Mave,11,2,13
Mave,11,3,6
Mave,11,4,13
Mave,11,5,8
Mave,11,6,15
Mave,11,7,8
Mave,11,8,10
Mave,11,9,14
Mave,11,10,15
Mave,11,12,7
Mave,11,13,8
Mave,11,14,8
Mave,12,1,5
Mave,12,2,12
Mave,12,3,18
Mave,12,4,13
Mave,12,5,9
Mave,12,6,9
Mave,12,7,10
Mave,12,8,18
Mave,12,9,11
Mave,12,10,24
Mave,12,11,13
Mave,12,13,16
Mave,12,14,8
Mave,13,1,4
Mave,13,2,6
Mave,13,3,7
Mave,13,4,5
Mave,13,5,8
Mave,13,6,10
Mave,13,7,5
Mave,13,8,9
Mave,13,9,10
Mave,13,10,8
Mave,13,11,9
Mave,13,12,11
Mave,13,14,12
Mave,14,1,7
Mave,14,2,8
Mave,14,3,7
Mave,14,4,11
Mave,14,5,6
Mave,14,6,7
Mave,14,7,9
Mave,14,8,5
Mave,14,9,4
Mave,14,10,5
Mave,14,11,5
Mave,14,12,3
Mave,14,13,5
Tess,1,2,10017
Tess,1,3,10054
Tess,2,1,979
Tess,2,4,1055
Tess,3,1,1007
Tess,3,4,964
Tess,4,2,180
Tess,4,3,177
Tess,5,1,288
Tess,5,7,322
Tess,6,1,262
Tess,6,8,300
Tess,7,3,69
Tess,7,5,84
Tess,8,2,66
Tess,8,6,67
Tess,9,2,69
Tess,9,3,78
Tess,10,5,37
Tess,10,6,48
Tess,11,3,53
Tess,11,5,62
Tess,12,2,52
Tess,12,6,48
Tess,13,5,41
Tess,13,6,40
Tess,14,5,29
Tess,14,6,32
Bo,1,5,17809
Bo,1,6,17809
Bo,2,5,2427
Bo,3,6,2532
Bo,4,7,139
Bo,4,8,160
Bo,4,9,170
Bo,5,2,1231
Bo,6,3,1247
Bo,7,4,60
Bo,7,10,64
Bo,7,11,64
Bo,8,4,76
Bo,8,10,68
Bo,8,12,54
Bo,9,4,64
Bo,9,11,65
Bo,9,12,74
Bo,10,7,41
Bo,10,8,49
Bo,10,13,49
Bo,11,7,39
Bo,11,9,54
Bo,11,13,39
Bo,12,8,41
Bo,12,9,33
Bo,12,13,36
Bo,13,10,30
Bo,13,11,33
Bo,13,12,31
Bo,13,14,48
Bo,14,13,99
Mave,1,2,2832
Mave,1,3,2831
Mave,1,4,2916
Mave,1,5,2785
Mave,1,6,2874
Mave,1,7,2740
Mave,1,8,2739
Mave,1,9,2786
Mave,1,10,2783
Mave,1,11,2819
Mave,1,12,2872
Mave,1,13,2805
Mave,1,14,2847
Mave,2,1,158
Mave,2,3,167
Mave,2,4,190
Mave,2,5,172
Mave,2,6,191
Mave,2,7,180
Mave,2,8,199
Mave,2,9,183
Mave,2,10,164
Mave,2,11,184
Mave,2,12,164
Mave,2,13,189
Mave,2,14,195
Mave,3,1,194
Mave,3,2,192
Mave,3,4,175
Mave,3,5,174
Mave,3,6,189
Mave,3,7,201
Mave,3,8,184
Mave,3,9,200
Mave,3,10,186
Mave,3,11,181
Mave,3,12,174
Mave,3,13,170
Mave,3,14,177
Mave,4,1,42
Mave,4,2,47
Mave,4,3,34
Mave,4,5,42
Mave,4,6,48
Mave,4,7,46
Mave,4,8,53
Mave,4,9,34
Mave,4,10,49
Mave,4,11,45
Mave,4,12,33
Mave,4,13,36
Mave,4,14,51
Mave,5,1,59
Mave,5,2,67
Mave,5,3,61
Mave,5,4,58
Mave,5,6,61
Mave,5,7,61
Mave,5,8,51
Mave,5,9,59
Mave,5,10,65
Mave,5,11,76
Mave,5,12,51
Mave,5,13,61
Mave,5,14,63
Mave,6,1,57
Mave,6,2,56
Mave,6,3,74
Mave,6,4,64
Mave,6,5,66
Mave,6,7,75
Mave,6,8,64
Mave,6,9,69
Mave,6,10,59
Mave,6,11,55
Mave,6,12,86
Mave,6,13,69
Mave,6,14,62
Mave,7,1,23
Mave,7,2,15
Mave,7,3,22
Mave,7,4,23
Mave,7,5,23
Mave,7,6,16
Mave,7,8,28
Mave,7,9,30
Mave,7,10,21
Mave,7,11,17
Mave,7,12,25
Mave,7,13,19
Mave,7,14,21
Mave,8,1,20
Mave,8,2,16
Mave,8,3,21
Mave,8,4,23
Mave,8,5,22
Mave,8,6,18
Mave,8,7,22
Mave,8,9,21
Mave,8,10,25
Mave,8,11,26
Mave,8,12,24
Mave,8,13,33
Mave,8,14,21
Mave,9,1,28
Mave,9,2,19
Mave,9,3,19
Mave,9,4,28
Mave,9,5,22
Mave,9,6,32
Mave,9,7,24
Mave,9,8,16
Mave,9,10,24
Mave,9,11,28
Mave,9,12,17
Mave,9,13,12
Mave,9,14,15
Mave,10,1,10
Mave,10,2,12
Mave,10,3,16
Mave,10,4,17
Mave,10,5,18
Mave,10,6,21
Mave,10,7,13
Mave,10,8,13
Mave,10,9,16
Mave,10,11,20
Mave,10,12,14
Mave,10,13,20
Mave,10,14,16
Mave,11,1,16
Mave,11,2,8
Mave,11,3,8
Mave,11,4,11
Mave,11,5,22
Mave,11,6,27
Mave,11,7,14
Mave,11,8,19
Mave,11,9,15
Mave,11,10,22
Mave,11,12,14
Mave,11,13,21
Mave,11,14,14
Mave,12,1,15
Mave,12,2,17
Mave,12,3,15
Mave,12,4,22
Mave,12,5,22
Mave,12,6,10
Mave,12,7,18
Mave,12,8,19
Mave,12,9,20
Mave,12,10,15
Mave,12,11,14
Mave,12,13,19
Mave,12,14,23
Mave,13,1,16
Mave,13,2,6
Mave,13,3,12
Mave,13,4,17
Mave,13,5,13
Mave,13,6,10
Mave,13,7,13
Mave,13,8,21
Mave,13,9,17
Mave,13,10,15
Mave,13,11,12
Mave,13,12,11
Mave,13,14,16
Mave,14,1,4
Mave,14,2,13
Mave,14,3,12
Mave,14,4,12
Mave,14,5,14
Mave,14,6,8
Mave,14,7,13
Mave,14,8,9
Mave,14,9,12
Mave,14,10,12
Mave,14,11,11
Mave,14,12,15
Mave,14,13,10
Tess,1,2,18862
Tess,1,3,18263
Tess,2,1,1498
Tess,2,4,1311
Tess,3,1,1430
Tess,3,4,1404
Tess,4,2,222
Tess,4,3,219
Tess,5,1,364
Tess,5,7,332
Tess,6,1,340
Tess,6,8,331
Tess,7,3,109
Tess,7,5,82
Tess,8,2,104
Tess,8,6,86
Tess,9,2,99
Tess,9,3,83
Tess,10,5,57
Tess,10,6,51
Tess,11,3,72
Tess,11,5,58
Tess,12,2,63
Tess,12,6,65
Tess,13,5,40
Tess,13,6,48
Tess,14,5,41
Tess,14,6,52
Bo,1,5,8549
Bo,1,6,8281
Bo,2,5,4279
Bo,3,6,979
Bo,4,7,145
Bo,4,8,166
Bo,4,9,163
Bo,5,2,1023
Bo,6,3,355
Bo,7,4,44
Bo,7,10,51
Bo,7,11,41
Bo,8,4,47
Bo,8,10,43
Bo,8,12,41
Bo,9,4,38
Bo,9,11,60
Bo,9,12,60
Bo,10,7,34
Bo,10,8,26
Bo,10,13,30
Bo,11,7,30
Bo,11,9,33
Bo,11,13,27
Bo,12,8,32
Bo,12,9,26
Bo,12,13,24
Bo,13,10,13
Bo,13,11,15
Bo,13,12,21
Bo,13,14,20
Bo,14,13,60
Mave,1,2,1322
Mave,1,3,1321
Mave,1,4,1362
Mave,1,5,1364
Mave,1,6,1338
Mave,1,7,1254
Mave,1,8,1347
Mave,1,9,1318
Mave,1,10,1301
Mave,1,11,1417
Mave,1,12,1315
Mave,1,13,1327
Mave,1,14,1288
Mave,2,1,332
Mave,2,3,340
Mave,2,4,356
Mave,2,5,303
Mave,2,6,300
Mave,2,7,333
Mave,2,8,312
Mave,2,9,318
Mave,2,10,324
Mave,2,11,326
Mave,2,12,334
Mave,2,13,343
Mave,2,14,350
Mave,3,1,69
Mave,3,2,97
Mave,3,4,66
Mave,3,5,74
Mave,3,6,68
Mave,3,7,74
Mave,3,8,88
Mave,3,9,68
Mave,3,10,78
Mave,3,11,78
Mave,3,12,74
Mave,3,13,86
Mave,3,14,86
Mave,4,1,37
Mave,4,2,37
Mave,4,3,34
Mave,4,5,46
Mave,4,6,38
Mave,4,7,36
Mave,4,8,44
Mave,4,9,39
Mave,4,10,34
Mave,4,11,32
Mave,4,12,42
Mave,4,13,44
Mave,4,14,39
Mave,5,1,60
Mave,5,2,61
Mave,5,3,58
Mave,5,4,58
Mave,5,6,49
Mave,5,7,59
Mave,5,8,71
Mave,5,9,62
Mave,5,10,50
Mave,5,11,70
Mave,5,12,69
Mave,5,13,60
Mave,5,14,74
Mave,6,1,19
Mave,6,2,25
Mave,6,3,18
Mave,6,4,25
Mave,6,5,31
Mave,6,7,19
Mave,6,8,21
Mave,6,9,25
Mave,6,10,28
Mave,6,11,14
Mave,6,12,15
Mave,6,13,16
Mave,6,14,22
Mave,7,1,13
Mave,7,2,16
Mave,7,3,21
Mave,7,4,21
Mave,7,5,12
Mave,7,6,8
Mave,7,8,18
Mave,7,9,12
Mave,7,10,16
Mave,7,11,13
Mave,7,12,10
Mave,7,13,19
Mave,7,14,13
Mave,8,1,14
Mave,8,2,13
Mave,8,3,19
Mave,8,4,7
Mave,8,5,13
Mave,8,6,21
Mave,8,7,22
Mave,8,9,16
Mave,8,10,26
Mave,8,11,13
Mave,8,12,17
Mave,8,13,10
Mave,8,14,7
Mave,9,1,16
Mave,9,2,18
Mave,9,3,20
Mave,9,4,14
Mave,9,5,16
Mave,9,6,18
Mave,9,7,15
Mave,9,8,8
Mave,9,10,17
Mave,9,11,18
Mave,9,12,17
Mave,9,13,10
Mave,9,14,18
Mave,10,1,4
Mave,10,2,12
Mave,10,3,8
Mave,10,4,8
Mave,10,5,6
Mave,10,6,14
Mave,10,7,11
Mave,10,8,6
Mave,10,9,6
Mave,10,11,12
Mave,10,12,7
Mave,10,13,10
Mave,10,14,9
Mave,11,1,6
Mave,11,2,12
Mave,11,3,6
Mave,11,4,2
Mave,11,5,5
Mave,11,6,14
Mave,11,7,13
Mave,11,8,10
Mave,11,9,12
Mave,11,10,8
Mave,11,12,11
Mave,11,13,7
Mave,11,14,2
Mave,12,1,8
Mave,12,2,6
Mave,12,3,3
Mave,12,4,4
Mave,12,5,7
Mave,12,6,7
Mave,12,7,16
Mave,12,8,11
Mave,12,9,13
Mave,12,10,8
Mave,12,11,9
Mave,12,13,9
Mave,12,14,11
Mave,13,1,6
Mave,13,2,1
Mave,13,3,8
Mave,13,4,10
Mave,13,5,7
Mave,13,6,6
Mave,13,7,4
Mave,13,8,5
Mave,13,9,6
Mave,13,10,3
Mave,13,11,5
Mave,13,12,3
Mave,13,14,10
Mave,14,1,8
Mave,14,2,2
Mave,14,3,4
Mave,14,4,9
Mave,14,5,10
Mave,14,6,8
Mave,14,7,1
Mave,14,8,7
Mave,14,9,3
Mave,14,10,6
Mave,14,11,7
Mave,14,12,8
Mave,14,13,3
Tess,1,2,8839
Tess,1,3,8923
Tess,2,1,2079
Tess,2,4,2161
Tess,3,1,524
Tess,3,4,563
Tess,4,2,199
Tess,4,3,225
Tess,5,1,374
Tess,5,7,377
Tess,6,1,124
Tess,6,8,138
Tess,7,3,72
Tess,7,5,74
Tess,8,2,69
Tess,8,6,63
Tess,9,2,49
Tess,9,3,62
Tess,10,5,37
Tess,10,6,37
Tess,11,3,38
Tess,11,5,41
Tess,12,2,29
Tess,12,6,48
Tess,13,5,37
Tess,13,6,26
Tess,14,5,22
Tess,14,6,28
Bo,1,5,16664
Bo,1,6,16716
Bo,2,5,4088
Bo,3,6,1728
Bo,4,7,152
Bo,4,8,171
Bo,4,9,159
Bo,5,2,1300
Bo,6,3,825
Bo,7,4,68
Bo,7,10,75
Bo,7,11,59
Bo,8,4,75
Bo,8,10,63
Bo,8,12,71
Bo,9,4,70
Bo,9,11,70
Bo,9,12,60
Bo,10,7,43
Bo,10,8,41
Bo,10,13,44
Bo,11,7,41
Bo,11,9,40
Bo,11,13,35
Bo,12,8,35
Bo,12,9,49
Bo,12,13,41
Bo,13,10,34
Bo,13,11,30
Bo,13,12,32
Bo,13,14,32
Bo,14,13,84
Mave,1,2,2696
Mave,1,3,2631
Mave,1,4,2622
Mave,1,5,2713
Mave,1,6,2592
Mave,1,7,2686
Mave,1,8,2587
Mave,1,9,2617
Mave,1,10,2638
Mave,1,11,2646
Mave,1,12,2701
Mave,1,13,2627
Mave,1,14,2669
Mave,2,1,340
Mave,2,3,269
Mave,2,4,275
Mave,2,5,281
Mave,2,6,295
Mave,2,7,318
Mave,2,8,265
Mave,2,9,286
Mave,2,10,309
Mave,2,11,286
Mave,2,12,298
Mave,2,13,277
Mave,2,14,289
Mave,3,1,108
Mave,3,2,117
Mave,3,4,138
Mave,3,5,136
Mave,3,6,142
Mave,3,7,109
Mave,3,8,116
Mave,3,9,128
Mave,3,10,147
Mave,3,11,133
Mave,3,12,125
Mave,3,13,116
Mave,3,14,119
Mave,4,1,42
Mave,4,2,51
Mave,4,3,39
Mave,4,5,43
Mave,4,6,57
Mave,4,7,64
Mave,4,8,57
Mave,4,9,49
Mave,4,10,43
Mave,4,11,52
Mave,4,12,54
Mave,4,13,51
Mave,4,14,39
Mave,5,1,70
Mave,5,2,60
Mave,5,3,82
Mave,5,4,73
Mave,5,6,73
Mave,5,7,73
Mave,5,8,70
Mave,5,9,63
Mave,5,10,84
Mave,5,11,63
Mave,5,12,65
Mave,5,13,62
Mave,5,14,78
Mave,6,1,40
Mave,6,2,51
Mave,6,3,36
Mave,6,4,36
Mave,6,5,45
Mave,6,7,48
Mave,6,8,37
Mave,6,9,55
Mave,6,10,46
Mave,6,11,52
Mave,6,12,40
Mave,6,13,47
Mave,6,14,33
Mave,7,1,23
Mave,7,2,12
Mave,7,3,25
Mave,7,4,31
Mave,7,5,17
Mave,7,6,23
Mave,7,8,18
Mave,7,9,18
Mave,7,10,17
Mave,7,11,19
Mave,7,12,20
Mave,7,13,17
Mave,7,14,28
Mave,8,1,18
Mave,8,2,17
Mave,8,3,27
Mave,8,4,24
Mave,8,5,17
Mave,8,6,32
Mave,8,7,29
Mave,8,9,27
Mave,8,10,23
Mave,8,11,30
Mave,8,12,28
Mave,8,13,24
Mave,8,14,30
Mave,9,1,30
Mave,9,2,16
Mave,9,3,22
Mave,9,4,26
Mave,9,5,14
Mave,9,6,32
Mave,9,7,20
Mave,9,8,16
Mave,9,10,21
Mave,9,11,22
Mave,9,12,31
Mave,9,13,22
Mave,9,14,16
Mave,10,1,15
Mave,10,2,11
Mave,10,3,16
Mave,10,4,11
Mave,10,5,24
Mave,10,6,7
Mave,10,7,19
Mave,10,8,13
Mave,10,9,20
Mave,10,11,13
Mave,10,12,12
Mave,10,13,15
Mave,10,14,13
Mave,11,1,15
Mave,11,2,13
Mave,11,3,12
Mave,11,4,13
Mave,11,5,17
Mave,11,6,14
Mave,11,7,11
Mave,11,8,5
Mave,11,9,11
Mave,11,10,23
Mave,11,12,19
Mave,11,13,14
Mave,11,14,15
Mave,12,1,18
Mave,12,2,15
Mave,12,3,19
Mave,12,4,12
Mave,12,5,12
Mave,12,6,9
Mave,12,7,13
Mave,12,8,15
Mave,12,9,17
Mave,12,10,11
Mave,12,11,10
Mave,12,13,7
Mave,12,14,10
Mave,13,1,16
Mave,13,2,14
Mave,13,3,14
Mave,13,4,14
Mave,13,5,9
Mave,13,6,11
Mave,13,7,11
Mave,13,8,16
Mave,13,9,12
Mave,13,10,9
Mave,13,11,5
Mave,13,12,10
Mave,13,14,6
Mave,14,1,10
Mave,14,2,9
Mave,14,3,11
Mave,14,4,13
Mave,14,5,19
Mave,14,6,7
Mave,14,7,7
Mave,14,8,8
Mave,14,9,7
Mave,14,10,6
Mave,14,11,12
Mave,14,12,10
Mave,14,13,10
Tess,1,2,17058
Tess,1,3,17142
Tess,2,1,2270
Tess,2,4,2321
Tess,3,1,961
Tess,3,4,916
Tess,4,2,263
Tess,4,3,207
Tess,5,1,381
Tess,5,7,405
Tess,6,1,222
Tess,6,8,223
Tess,7,3,100
Tess,7,5,100
Tess,8,2,102
Tess,8,6,82
Tess,9,2,85
Tess,9,3,83
Tess,10,5,64
Tess,10,6,45
Tess,11,3,57
Tess,11,5,64
Tess,12,2,60
Tess,12,6,56
Tess,13,5,51
Tess,13,6,35
Tess,14,5,26
Tess,14,6,47
Bo,1,5,8527
Bo,1,6,8539
Bo,2,5,2270
Bo,3,6,2081
Bo,4,7,159
Bo,4,8,155
Bo,4,9,158
Bo,5,2,997
Bo,6,3,593
Bo,7,4,80
Bo,7,10,81
Bo,7,11,82
Bo,8,4,44
Bo,8,10,55
Bo,8,12,48
Bo,9,4,50
Bo,9,11,50
Bo,9,12,46
Bo,10,7,29
Bo,10,8,37
Bo,10,13,33
Bo,11,7,36
Bo,11,9,36
Bo,11,13,35
Bo,12,8,37
Bo,12,9,27
Bo,12,13,21
Bo,13,10,11
Bo,13,11,20
Bo,13,12,28
Bo,13,14,19
Bo,14,13,69
Mave,1,2,1375
Mave,1,3,1342
Mave,1,4,1276
Mave,1,5,1314
Mave,1,6,1386
Mave,1,7,1312
Mave,1,8,1399
Mave,1,9,1332
Mave,1,10,1291
Mave,1,11,1403
Mave,1,12,1417
Mave,1,13,1409
Mave,1,14,1337
Mave,2,1,158
Mave,2,3,186
Mave,2,4,162
Mave,2,5,165
Mave,2,6,173
Mave,2,7,164
Mave,2,8,156
Mave,2,9,188
Mave,2,10,175
Mave,2,11,179
Mave,2,12,143
Mave,2,13,166
Mave,2,14,175
Mave,3,1,154
Mave,3,2,165
Mave,3,4,152
Mave,3,5,172
Mave,3,6,156
Mave,3,7,169
Mave,3,8,159
Mave,3,9,179
Mave,3,10,180
Mave,3,11,169
Mave,3,12,164
Mave,3,13,161
Mave,3,14,175
Mave,4,1,43
Mave,4,2,44
Mave,4,3,38
Mave,4,5,44
Mave,4,6,48
Mave,4,7,27
Mave,4,8,40
Mave,4,9,30
Mave,4,10,36
Mave,4,11,48
Mave,4,12,38
Mave,4,13,27
Mave,4,14,42
Mave,5,1,51
Mave,5,2,61
Mave,5,3,50
Mave,5,4,68
Mave,5,6,51
Mave,5,7,61
Mave,5,8,72
Mave,5,9,64
Mave,5,10,81
Mave,5,11,77
Mave,5,12,65
Mave,5,13,71
Mave,5,14,73
Mave,6,1,42
Mave,6,2,40
Mave,6,3,36
Mave,6,4,33
Mave,6,5,33
Mave,6,7,40
Mave,6,8,57
Mave,6,9,39
Mave,6,10,39
Mave,6,11,33
Mave,6,12,35
Mave,6,13,35
Mave,6,14,37
Mave,7,1,26
Mave,7,2,15
Mave,7,3,21
Mave,7,4,27
Mave,7,5,29
Mave,7,6,15
Mave,7,8,23
Mave,7,9,18
Mave,7,10,13
Mave,7,11,22
Mave,7,12,16
Mave,7,13,23
Mave,7,14,25
Mave,8,1,18
Mave,8,2,11
Mave,8,3,9
Mave,8,4,11
Mave,8,5,22
Mave,8,6,9
Mave,8,7,10
Mave,8,9,17
Mave,8,10,8
Mave,8,11,16
Mave,8,12,14
Mave,8,13,15
Mave,8,14,15
Mave,9,1,2
Mave,9,2,18
Mave,9,3,15
Mave,9,4,10
Mave,9,5,7
Mave,9,6,14
Mave,9,7,10
Mave,9,8,9
Mave,9,10,14
Mave,9,11,13
Mave,9,12,18
Mave,9,13,8
Mave,9,14,13
Mave,10,1,15
Mave,10,2,10
Mave,10,3,15
Mave,10,4,14
Mave,10,5,13
Mave,10,6,11
Mave,10,7,14
Mave,10,8,8
Mave,10,9,9
Mave,10,11,14
Mave,10,12,7
Mave,10,13,11
Mave,10,14,8
Mave,11,1,8
Mave,11,2,9
Mave,11,3,8
Mave,11,4,9
Mave,11,5,8
Mave,11,6,4
Mave,11,7,9
Mave,11,8,10
Mave,11,9,14
Mave,11,10,4
Mave,11,12,9
Mave,11,13,12
Mave,11,14,11
Mave,12,1,7
Mave,12,2,8
Mave,12,3,5
Mave,12,4,10
Mave,12,5,7
Mave,12,6,9
Mave,12,7,5
Mave,12,8,8
Mave,12,9,6
Mave,12,10,8
Mave,12,11,4
Mave,12,13,5
Mave,12,14,5
Mave,13,1,6
Mave,13,2,3
Mave,13,3,8
Mave,13,4,5
Mave,13,5,10
Mave,13,6,5
Mave,13,7,8
Mave,13,8,7
Mave,13,9,6
Mave,13,10,6
Mave,13,11,4
Mave,13,12,10
Mave,13,14,5
Mave,14,1,4
Mave,14,2,5
Mave,14,3,7
Mave,14,4,5
Mave,14,5,3
Mave,14,6,11
Mave,14,7,6
Mave,14,8,12
Mave,14,9,4
Mave,14,10,7
Mave,14,11,4
Mave,14,12,4
Mave,14,13,6
Tess,1,2,9066
Tess,1,3,9013
