replica,population,network,sigma,true_model,net_size,colab_cond,first_row,first_study,orig_agents,switch_testing,extra_agents,FPTT
47,Tess,Lattice,0.5,2,413,COLAB,28,103,1,6,0,97
48,Tess,Lattice,0.5,2,413,COLAB,2,15,1,4,0,11
49,Tess,Lattice,0.5,2,413,COLAB,3,19,1,6,0,13
50,Tess,Lattice,0.5,2,413,COLAB,16,65,1,5,0,60
1,Tess,Lattice,0.5,2,413,NOLAB,3,18,1,6,0,12
2,Tess,Lattice,0.5,2,413,NOLAB,1,5,1,4,0,1
3,Tess,Lattice,0.5,2,413,NOLAB,12,42,1,6,0,36
4,Tess,Lattice,0.5,2,413,NOLAB,6,27,1,5,0,22
5,Tess,Lattice,0.5,2,413,NOLAB,12,39,1,6,0,33
6,Tess,Lattice,0.5,2,413,NOLAB,27,88,1,5,0,83
7,Tess,Lattice,0.5,2,413,NOLAB,5,15,1,6,0,9
8,Tess,Lattice,0.5,2,413,NOLAB,18,68,1,6,0,62
9,Tess,Lattice,0.5,2,413,NOLAB,9,35,1,5,0,30
10,Tess,Lattice,0.5,2,413,NOLAB,4,20,1,5,0,15
11,Tess,Lattice,0.5,2,413,NOLAB,2,6,1,4,0,2
12,Tess,Lattice,0.5,2,413,NOLAB,2,7,1,5,0,2
13,Tess,Lattice,0.5,2,413,NOLAB,8,23,1,5,0,18
14,Tess,Lattice,0.5,2,413,NOLAB,6,31,1,6,0,25
15,Tess,Lattice,0.5,2,413,NOLAB,20,88,1,6,0,82
16,Tess,Lattice,0.5,2,413,NOLAB,10,53,1,4,0,49
17,Tess,Lattice,0.5,2,413,NOLAB,3,13,1,4,0,9
18,Tess,Lattice,0.5,2,413,NOLAB,1,6,1,5,0,1
19,Tess,Lattice,0.5,2,413,NOLAB,24,83,1,6,0,77
20,Tess,Lattice,0.5,2,413,NOLAB,22,80,1,5,0,75
21,Tess,Lattice,0.5,2,413,NOLAB,7,18,1,6,0,12
22,Tess,Lattice,0.5,2,413,NOLAB,3,8,1,5,0,3
23,Tess,Lattice,0.5,2,413,NOLAB,4,9,1,5,0,4
24,Tess,Lattice,0.5,2,413,NOLAB,27,110,1,5,0,105
25,Tess,Lattice,0.5,2,413,NOLAB,4,20,1,5,0,15
26,Tess,Lattice,0.5,2,413,NOLAB,9,29,1,4,0,25
27,Tess,Lattice,0.5,2,413,NOLAB,1,5,1,4,0,1
28,Tess,Lattice,0.5,2,413,NOLAB,6,17,1,6,0,11
29,Tess,Lattice,0.5,2,413,NOLAB,1,5,1,4,0,1
30,Tess,Lattice,0.5,2,413,NOLAB,13,47,1,6,0,41
31,Tess,Lattice,0.5,2,413,NOLAB,7,18,1,6,0,12
32,Tess,Lattice,0.5,2,413,NOLAB,1,6,1,5,0,1
33,Tess,Lattice,0.5,2,413,NOLAB,1,6,1,5,0,1
34,Tess,Lattice,0.5,2,413,NOLAB,18,68,1,6,0,62
35,Tess,Lattice,0.5,2,413,NOLAB,1,7,1,6,0,1
36,Tess,Lattice,0.5,2,413,NOLAB,3,9,1,6,0,3
37,Tess,Lattice,0.5,2,413,NOLAB,12,42,1,5,0,37
38,Tess,Lattice,0.5,2,413,NOLAB,2,11,1,5,0,6
39,Tess,Lattice,0.5,2,413,NOLAB,13,51,1,6,0,45
40,Tess,Lattice,0.5,2,413,NOLAB,4,14,1,5,0,9
41,Tess,Lattice,0.5,2,413,NOLAB,3,7,1,4,0,3
42,Tess,Lattice,0.5,2,413,NOLAB,6,22,1,5,0,17
43,Tess,Lattice,0.5,2,413,NOLAB,13,38,1,6,0,32
44,Tess,Lattice,0.5,2,413,NOLAB,5,27,1,5,0,22
45,Tess,Lattice,0.5,2,413,NOLAB,3,14,1,6,0,8
46,Tess,Lattice,0.5,2,413,NOLAB,9,31,1,5,0,26
47,Tess,Lattice,0.5,2,413,NOLAB,29,98,1,4,0,94
48,Tess,Lattice,0.5,2,413,NOLAB,2,11,1,4,0,7
49,Tess,Lattice,0.5,2,413,NOLAB,3,19,1,6,0,13
50,Tess,Lattice,0.5,2,413,NOLAB,19,49,1,6,0,43
1,Tess,Lattice,0.5,7,413,COLAB,10,57,1,6,0,51
2,Tess,Lattice,0.5,7,413,COLAB,55,231,1,6,0,225
3,Tess,Lattice,0.5,7,413,COLAB,1,7,1,6,0,1
4,Tess,Lattice,0.5,7,413,COLAB,47,191,1,5,0,186
5,Tess,Lattice,0.5,7,413,COLAB,11,42,1,5,0,37
6,Tess,Lattice,0.5,7,413,COLAB,18,58,1,5,0,53
7,Tess,Lattice,0.5,7,413,COLAB,3,28,1,4,0,24
8,Tess,Lattice,0.5,7,413,COLAB,6,24,10,4,9,15.5
9,Tess,Lattice,0.5,7,413,COLAB,30,129,1,5,0,124
10,Tess,Lattice,0.5,7,413,COLAB,5,32,10,7,9,20.5
11,Tess,Lattice,0.5,7,413,COLAB,14,95,10,9,9,81.5
12,Tess,Lattice,0.5,7,413,COLAB,91,425,1,6,0,419
13,Tess,Lattice,0.5,7,413,COLAB,11,84,1,5,0,79
14,Tess,Lattice,0.5,7,413,COLAB,18,84,1,4,0,80
15,Tess,Lattice,0.5,7,413,COLAB,46,228,1,5,0,223
16,Tess,Lattice,0.5,7,413,COLAB,58,302,1,6,0,296
17,Tess,Lattice,0.5,7,413,COLAB,39,169,1,5,0,164
18,Tess,Lattice,0.5,7,413,COLAB,11,37,1,5,0,32
19,Tess,Lattice,0.5,7,413,COLAB,53,225,1,4,0,221
20,Tess,Lattice,0.5,7,413,COLAB,17,90,1,4,0,86
21,Tess,Lattice,0.5,7,413,COLAB,31,137,1,5,0,132
22,Tess,Lattice,0.5,7,413,COLAB,53,277,1,5,0,272
23,Tess,Lattice,0.5,7,413,COLAB,29,131,1,6,0,125
24,Tess,Lattice,0.5,7,413,COLAB,9,46,1,5,0,41
25,Tess,Lattice,0.5,7,413,COLAB,18,69,10,6,9,58.5
26,Tess,Lattice,0.5,7,413,COLAB,14,41,1,4,0,37
27,Tess,Lattice,0.5,7,413,COLAB,37,133,1,5,0,128
28,Tess,Lattice,0.5,7,413,COLAB,4,8,1,4,0,4
29,Tess,Lattice,0.5,7,413,COLAB,2,6,1,4,0,2
30,Tess,Lattice,0.5,7,413,COLAB,8,25,1,6,0,19
31,Tess,Lattice,0.5,7,413,COLAB,20,71,1,5,0,66
32,Tess,Lattice,0.5,7,413,COLAB,66,344,1,6,0,338
33,Tess,Lattice,0.5,7,413,COLAB,2,11,1,4,0,7
34,Tess,Lattice,0.5,7,413,COLAB,6,24,10,4,9,15.5
35,Tess,Lattice,0.5,7,413,COLAB,6,18,1,6,0,12
36,Tess,Lattice,0.5,7,413,COLAB,17,100,1,5,0,95
37,Tess,Lattice,0.5,7,413,COLAB,16,75,1,5,0,70
38,Tess,Lattice,0.5,7,413,COLAB,1,5,1,4,0,1
39,Tess,Lattice,0.5,7,413,COLAB,17,75,1,5,0,70
40,Tess,Lattice,0.5,7,413,COLAB,12,63,1,6,0,57
41,Tess,Lattice,0.5,7,413,COLAB,74,346,10,8,9,333.5
42,Tess,Lattice,0.5,7,413,COLAB,2,8,1,6,0,2
43,Tess,Lattice,0.5,7,413,COLAB,1,7,1,6,0,1
44,Tess,Lattice,0.5,7,413,COLAB,20,90,10,9,9,76.5
45,Tess,Lattice,0.5,7,413,COLAB,7,50,1,4,0,46
46,Tess,Lattice,0.5,7,413,COLAB,29,113,1,5,0,108
47,Tess,Lattice,0.5,7,413,COLAB,43,183,1,4,0,179
48,Tess,Lattice,0.5,7,413,COLAB,50,272,1,6,0,266
49,Tess,Lattice,0.5,7,413,COLAB,8,34,1,5,0,29
50,Tess,Lattice,0.5,7,413,COLAB,8,38,1,5,0,33
1,Tess,Lattice,0.5,7,413,NOLAB,59,222,1,6,0,216
2,Tess,Lattice,0.5,7,413,NOLAB,54,192,1,5,0,187
3,Tess,Lattice,0.5,7,413,NOLAB,1,7,1,6,0,1
4,Tess,Lattice,0.5,7,413,NOLAB,11,16,1,5,0,11
5,Tess,Lattice,0.5,7,413,NOLAB,21,72,1,5,0,67
6,Tess,Lattice,0.5,7,413,NOLAB,18,58,1,5,0,53
7,Tess,Lattice,0.5,7,413,NOLAB,15,49,1,5,0,44
8,Tess,Lattice,0.5,7,413,NOLAB,20,50,1,5,0,45
9,Tess,Lattice,0.5,7,413,NOLAB,30,99,1,5,0,94
10,Tess,Lattice,0.5,7,413,NOLAB,30,122,1,5,0,117
11,Tess,Lattice,0.5,7,413,NOLAB,6,20,1,4,0,16
12,Tess,Lattice,0.5,7,413,NOLAB,46,177,1,5,0,172
13,Tess,Lattice,0.5,7,413,NOLAB,29,92,1,6,0,86
14,Tess,Lattice,0.5,7,413,NOLAB,23,84,1,6,0,78
15,Tess,Lattice,0.5,7,413,NOLAB,20,101,1,4,0,97
16,Tess,Lattice,0.5,7,413,NOLAB,15,58,1,5,0,53
17,Tess,Lattice,0.5,7,413,NOLAB,16,85,1,5,0,80
18,Tess,Lattice,0.5,7,413,NOLAB,11,37,1,5,0,32
19,Tess,Lattice,0.5,7,413,NOLAB,30,113,1,4,0,109
20,Tess,Lattice,0.5,7,413,NOLAB,48,186,1,6,0,180
21,Tess,Lattice,0.5,7,413,NOLAB,23,73,1,5,0,68
22,Tess,Lattice,0.5,7,413,NOLAB,90,310,1,5,0,305
23,Tess,Lattice,0.5,7,413,NOLAB,35,127,1,6,0,121
24,Tess,Lattice,0.5,7,413,NOLAB,9,46,1,5,0,41
25,Tess,Lattice,0.5,7,413,NOLAB,19,60,1,5,0,55
26,Tess,Lattice,0.5,7,413,NOLAB,14,41,1,4,0,37
27,Tess,Lattice,0.5,7,413,NOLAB,13,47,1,3,0,44
28,Tess,Lattice,0.5,7,413,NOLAB,4,8,1,4,0,4
29,Tess,Lattice,0.5,7,413,NOLAB,2,6,1,4,0,2
30,Tess,Lattice,0.5,7,413,NOLAB,8,25,1,6,0,19
31,Tess,Lattice,0.5,7,413,NOLAB,20,71,1,5,0,66
32,Tess,Lattice,0.5,7,413,NOLAB,9,30,1,5,0,25
33,Tess,Lattice,0.5,7,413,NOLAB,2,11,1,4,0,7
34,Tess,Lattice,0.5,7,413,NOLAB,20,50,1,5,0,45
35,Tess,Lattice,0.5,7,413,NOLAB,6,18,1,6,0,12
36,Tess,Lattice,0.5,7,413,NOLAB,50,182,1,6,0,176
37,Tess,Lattice,0.5,7,413,NOLAB,14,54,1,5,0,49
38,Tess,Lattice,0.5,7,413,NOLAB,1,5,1,4,0,1
39,Tess,Lattice,0.5,7,413,NOLAB,34,114,1,3,0,111
40,Tess,Lattice,0.5,7,413,NOLAB,15,62,1,5,0,57
41,Tess,Lattice,0.5,7,413,NOLAB,46,163,1,4,0,159
42,Tess,Lattice,0.5,7,413,NOLAB,2,8,1,6,0,2
43,Tess,Lattice,0.5,7,413,NOLAB,1,7,1,6,0,1
44,Tess,Lattice,0.5,7,413,NOLAB,24,99,1,4,0,95
45,Tess,Lattice,0.5,7,413,NOLAB,7,27,1,4,0,23
46,Tess,Lattice,0.5,7,413,NOLAB,29,113,1,5,0,108
47,Tess,Lattice,0.5,7,413,NOLAB,41,135,1,5,0,130
48,Tess,Lattice,0.5,7,413,NOLAB,17,43,1,5,0,38
49,Tess,Lattice,0.5,7,413,NOLAB,8,34,1,5,0,29
50,Tess,Lattice,0.5,7,413,NOLAB,29,90,1,5,0,85
1,Tess,Lattice,0.5,13,484,COLAB,41,197,1,7,0,190
2,Tess,Lattice,0.5,13,484,COLAB,38,152,1,6,0,146
3,Tess,Lattice,0.5,13,484,COLAB,88,426,1,8,0,418
4,Tess,Lattice,0.5,13,484,COLAB,14,76,1,6,0,70
5,Tess,Lattice,0.5,13,484,COLAB,10,78,10,7,9,66.5
6,Tess,Lattice,0.5,13,484,COLAB,9,59,1,7,0,52
7,Tess,Lattice,0.5,13,484,COLAB,108,632,1,7,0,625
8,Tess,Lattice,0.5,13,484,COLAB,40,198,1,7,0,191
9,Tess,Lattice,0.5,13,484,COLAB,66,397,1,5,0,392
10,Tess,Lattice,0.5,13,484,COLAB,103,552,1,7,0,545
11,Tess,Lattice,0.5,13,484,COLAB,11,33,1,7,0,26
12,Tess,Lattice,0.5,13,484,COLAB,60,323,1,7,0,316
13,Tess,Lattice,0.5,13,484,COLAB,54,284,1,5,0,279
14,Tess,Lattice,0.5,13,484,COLAB,75,361,1,7,0,354
15,Tess,Lattice,0.5,13,484,COLAB,80,310,1,7,0,303
16,Tess,Lattice,0.5,13,484,COLAB,10,44,1,7,0,37
17,Tess,Lattice,0.5,13,484,COLAB,3,16,1,6,0,10
18,Tess,Lattice,0.5,13,484,COLAB,38,210,1,7,0,203
19,Tess,Lattice,0.5,13,484,COLAB,9,60,1,7,0,53
20,Tess,Lattice,0.5,13,484,COLAB,7,33,1,7,0,26
21,Tess,Lattice,0.5,13,484,COLAB,18,102,1,6,0,96
22,Tess,Lattice,0.5,13,484,COLAB,17,94,1,6,0,88
23,Tess,Lattice,0.5,13,484,COLAB,7,49,1,7,0,42
24,Tess,Lattice,0.5,13,484,COLAB,5,25,1,7,0,18
25,Tess,Lattice,0.5,13,484,COLAB,32,186,1,5,0,181
26,Tess,Lattice,0.5,13,484,COLAB,1,8,1,7,0,1
27,Tess,Lattice,0.5,13,484,COLAB,16,93,1,6,0,87
28,Tess,Lattice,0.5,13,484,COLAB,24,97,1,7,0,90
29,Tess,Lattice,0.5,13,484,COLAB,15,121,1,7,0,114
30,Tess,Lattice,0.5,13,484,COLAB,11,46,1,7,0,39
31,Tess,Lattice,0.5,13,484,COLAB,8,33,1,6,0,27
32,Tess,Lattice,0.5,13,484,COLAB,65,286,1,7,0,279
33,Tess,Lattice,0.5,13,484,COLAB,67,432,10,9,9,418.5
34,Tess,Lattice,0.5,13,484,COLAB,40,198,1,7,0,191
35,Tess,Lattice,0.5,13,484,COLAB,7,46,1,6,0,40
36,Tess,Lattice,0.5,13,484,COLAB,63,358,1,6,0,352
37,Tess,Lattice,0.5,13,484,COLAB,45,264,1,6,0,258
38,Tess,Lattice,0.5,13,484,COLAB,12,72,1,7,0,65
39,Tess,Lattice,0.5,13,484,COLAB,5,58,1,6,0,52
40,Tess,Lattice,0.5,13,484,COLAB,10,74,10,10,9,59.5
41,Tess,Lattice,0.5,13,484,COLAB,40,246,1,7,0,239
42,Tess,Lattice,0.5,13,484,COLAB,8,70,1,7,0,63
43,Tess,Lattice,0.5,13,484,COLAB,33,176,10,4,9,167.5
44,Tess,Lattice,0.5,13,484,COLAB,7,36,1,7,0,29
45,Tess,Lattice,0.5,13,484,COLAB,43,248,10,11,9,232.5
46,Tess,Lattice,0.5,13,484,COLAB,3,30,1,5,0,25
47,Tess,Lattice,0.5,13,484,COLAB,152,775,1,6,0,769
48,Tess,Lattice,0.5,13,484,COLAB,11,96,10,8,9,83.5
49,Tess,Lattice,0.5,13,484,COLAB,149,786,1,7,0,779
50,Tess,Lattice,0.5,13,484,COLAB,44,248,10,13,9,230.5
1,Tess,Lattice,0.5,13,484,NOLAB,47,196,1,6,0,190
2,Tess,Lattice,0.5,13,484,NOLAB,76,292,1,6,0,286
3,Tess,Lattice,0.5,13,484,NOLAB,15,73,1,7,0,66
4,Tess,Lattice,0.5,13,484,NOLAB,26,116,1,7,0,109
5,Tess,Lattice,0.5,13,484,NOLAB,67,278,1,7,0,271
6,Tess,Lattice,0.5,13,484,NOLAB,9,59,1,7,0,52
7,Tess,Lattice,0.5,13,484,NOLAB,162,606,1,6,0,600
8,Tess,Lattice,0.5,13,484,NOLAB,40,155,1,7,0,148
9,Tess,Lattice,0.5,13,484,NOLAB,24,117,1,6,0,111
10,Tess,Lattice,0.5,13,484,NOLAB,35,136,1,6,0,130
11,Tess,Lattice,0.5,13,484,NOLAB,11,33,1,7,0,26
12,Tess,Lattice,0.5,13,484,NOLAB,18,105,1,7,0,98
13,Tess,Lattice,0.5,13,484,NOLAB,58,269,1,8,0,261
14,Tess,Lattice,0.5,13,484,NOLAB,41,186,1,7,0,179
15,Tess,Lattice,0.5,13,484,NOLAB,86,327,1,5,0,322
16,Tess,Lattice,0.5,13,484,NOLAB,10,44,1,7,0,37
17,Tess,Lattice,0.5,13,484,NOLAB,3,16,1,6,0,10
18,Tess,Lattice,0.5,13,484,NOLAB,19,76,1,7,0,69
19,Tess,Lattice,0.5,13,484,NOLAB,9,37,1,7,0,30
20,Tess,Lattice,0.5,13,484,NOLAB,7,33,1,7,0,26
21,Tess,Lattice,0.5,13,484,NOLAB,52,186,1,6,0,180
22,Tess,Lattice,0.5,13,484,NOLAB,49,183,1,6,0,177
23,Tess,Lattice,0.5,13,484,NOLAB,18,82,1,6,0,76
24,Tess,Lattice,0.5,13,484,NOLAB,5,25,1,7,0,18
25,Tess,Lattice,0.5,13,484,NOLAB,24,103,1,7,0,96
26,Tess,Lattice,0.5,13,484,NOLAB,1,8,1,7,0,1
27,Tess,Lattice,0.5,13,484,NOLAB,18,74,1,6,0,68
28,Tess,Lattice,0.5,13,484,NOLAB,111,465,1,6,0,459
29,Tess,Lattice,0.5,13,484,NOLAB,52,169,1,7,0,162
30,Tess,Lattice,0.5,13,484,NOLAB,11,46,1,7,0,39
31,Tess,Lattice,0.5,13,484,NOLAB,8,33,1,6,0,27
32,Tess,Lattice,0.5,13,484,NOLAB,247,928,1,8,0,920
33,Tess,Lattice,0.5,13,484,NOLAB,24,95,1,7,0,88
34,Tess,Lattice,0.5,13,484,NOLAB,40,155,1,7,0,148
35,Tess,Lattice,0.5,13,484,NOLAB,74,278,1,7,0,271
36,Tess,Lattice,0.5,13,484,NOLAB,49,240,1,7,0,233
37,Tess,Lattice,0.5,13,484,NOLAB,20,85,1,5,0,80
38,Tess,Lattice,0.5,13,484,NOLAB,37,133,1,6,0,127
39,Tess,Lattice,0.5,13,484,NOLAB,5,32,1,6,0,26
40,Tess,Lattice,0.5,13,484,NOLAB,13,53,1,7,0,46
41,Tess,Lattice,0.5,13,484,NOLAB,13,56,1,7,0,49
42,Tess,Lattice,0.5,13,484,NOLAB,15,54,1,5,0,49
43,Tess,Lattice,0.5,13,484,NOLAB,89,325,1,7,0,318
44,Tess,Lattice,0.5,13,484,NOLAB,7,36,1,7,0,29
45,Tess,Lattice,0.5,13,484,NOLAB,24,117,1,6,0,111
46,Tess,Lattice,0.5,13,484,NOLAB,11,45,1,7,0,38
47,Tess,Lattice,0.5,13,484,NOLAB,119,517,1,7,0,510
48,Tess,Lattice,0.5,13,484,NOLAB,160,657,1,7,0,650
49,Tess,Lattice,0.5,13,484,NOLAB,16,50,1,7,0,43
50,Tess,Lattice,0.5,13,484,NOLAB,243,1044,1,7,0,1037
1,Tess,Lattice,0.5,2,484,COLAB,3,19,1,8,0,11
2,Tess,Lattice,0.5,2,484,COLAB,2,15,1,6,0,9
3,Tess,Lattice,0.5,2,484,COLAB,18,83,1,7,0,76
4,Tess,Lattice,0.5,2,484,COLAB,6,35,10,7,9,23.5
5,Tess,Lattice,0.5,2,484,COLAB,1,8,1,7,0,1
6,Tess,Lattice,0.5,2,484,COLAB,10,75,1,7,0,68
7,Tess,Lattice,0.5,2,484,COLAB,2,18,1,8,0,10
8,Tess,Lattice,0.5,2,484,COLAB,6,39,1,6,0,33
9,Tess,Lattice,0.5,2,484,COLAB,1,7,1,6,0,1
10,Tess,Lattice,0.5,2,484,COLAB,5,27,1,6,0,21
11,Tess,Lattice,0.5,2,484,COLAB,4,24,1,6,0,18
12,Tess,Lattice,0.5,2,484,COLAB,11,69,1,7,0,62
13,Tess,Lattice,0.5,2,484,COLAB,33,210,1,6,0,204
14,Tess,Lattice,0.5,2,484,COLAB,13,66,1,8,0,58
15,Tess,Lattice,0.5,2,484,COLAB,5,25,1,7,0,18
16,Tess,Lattice,0.5,2,484,COLAB,11,79,1,8,0,71
17,Tess,Lattice,0.5,2,484,COLAB,9,54,1,7,0,47
18,Tess,Lattice,0.5,2,484,COLAB,3,9,1,6,0,3
19,Tess,Lattice,0.5,2,484,COLAB,9,43,1,7,0,36
20,Tess,Lattice,0.5,2,484,COLAB,1,8,1,7,0,1
21,Tess,Lattice,0.5,2,484,COLAB,2,14,1,6,0,8
22,Tess,Lattice,0.5,2,484,COLAB,7,48,1,7,0,41
23,Tess,Lattice,0.5,2,484,COLAB,14,90,1,7,0,83
24,Tess,Lattice,0.5,2,484,COLAB,2,10,1,8,0,2
25,Tess,Lattice,0.5,2,484,COLAB,7,38,1,8,0,30
26,Tess,Lattice,0.5,2,484,COLAB,10,95,1,8,0,87
27,Tess,Lattice,0.5,2,484,COLAB,24,127,1,8,0,119
28,Tess,Lattice,0.5,2,484,COLAB,5,20,1,8,0,12
29,Tess,Lattice,0.5,2,484,COLAB,37,191,1,7,0,184
30,Tess,Lattice,0.5,2,484,COLAB,5,35,1,8,0,27
31,Tess,Lattice,0.5,2,484,COLAB,12,57,1,6,0,51
32,Tess,Lattice,0.5,2,484,COLAB,16,123,1,7,0,116
33,Tess,Lattice,0.5,2,484,COLAB,3,23,1,7,0,16
34,Tess,Lattice,0.5,2,484,COLAB,6,39,1,6,0,33
35,Tess,Lattice,0.5,2,484,COLAB,2,16,1,7,0,9
36,Tess,Lattice,0.5,2,484,COLAB,11,79,10,9,9,65.5
37,Tess,Lattice,0.5,2,484,COLAB,10,67,1,7,0,60
38,Tess,Lattice,0.5,2,484,COLAB,6,25,1,6,0,19
39,Tess,Lattice,0.5,2,484,COLAB,9,57,1,8,0,49
40,Tess,Lattice,0.5,2,484,COLAB,1,9,1,8,0,1
41,Tess,Lattice,0.5,2,484,COLAB,2,8,1,6,0,2
42,Tess,Lattice,0.5,2,484,COLAB,17,108,1,7,0,101
43,Tess,Lattice,0.5,2,484,COLAB,1,9,1,8,0,1
44,Tess,Lattice,0.5,2,484,COLAB,2,9,1,7,0,2
45,Tess,Lattice,0.5,2,484,COLAB,2,9,1,7,0,2
46,Tess,Lattice,0.5,2,484,COLAB,22,121,10,9,9,107.5
47,Tess,Lattice,0.5,2,484,COLAB,7,44,1,7,0,37
48,Tess,Lattice,0.5,2,484,COLAB,1,9,1,8,0,1
49,Tess,Lattice,0.5,2,484,COLAB,19,129,1,8,0,121
50,Tess,Lattice,0.5,2,484,COLAB,3,18,1,8,0,10
1,Tess,Lattice,0.5,2,484,NOLAB,3,19,1,8,0,11
2,Tess,Lattice,0.5,2,484,NOLAB,2,15,1,6,0,9
3,Tess,Lattice,0.5,2,484,NOLAB,6,28,1,8,0,20
4,Tess,Lattice,0.5,2,484,NOLAB,11,46,1,7,0,39
5,Tess,Lattice,0.5,2,484,NOLAB,1,8,1,7,0,1
6,Tess,Lattice,0.5,2,484,NOLAB,15,78,1,8,0,70
7,Tess,Lattice,0.5,2,484,NOLAB,2,18,1,8,0,10
8,Tess,Lattice,0.5,2,484,NOLAB,6,39,1,6,0,33
9,Tess,Lattice,0.5,2,484,NOLAB,1,7,1,6,0,1
10,Tess,Lattice,0.5,2,484,NOLAB,5,27,1,6,0,21
11,Tess,Lattice,0.5,2,484,NOLAB,4,24,1,6,0,18
12,Tess,Lattice,0.5,2,484,NOLAB,12,65,1,6,0,59
13,Tess,Lattice,0.5,2,484,NOLAB,46,216,1,6,0,210
14,Tess,Lattice,0.5,2,484,NOLAB,13,66,1,8,0,58
15,Tess,Lattice,0.5,2,484,NOLAB,5,25,1,7,0,18
16,Tess,Lattice,0.5,2,484,NOLAB,11,79,1,8,0,71
17,Tess,Lattice,0.5,2,484,NOLAB,12,49,1,8,0,41
18,Tess,Lattice,0.5,2,484,NOLAB,3,9,1,6,0,3
19,Tess,Lattice,0.5,2,484,NOLAB,9,43,1,7,0,36
20,Tess,Lattice,0.5,2,484,NOLAB,1,8,1,7,0,1
21,Tess,Lattice,0.5,2,484,NOLAB,2,14,1,6,0,8
22,Tess,Lattice,0.5,2,484,NOLAB,7,48,1,7,0,41
23,Tess,Lattice,0.5,2,484,NOLAB,10,48,1,8,0,40
24,Tess,Lattice,0.5,2,484,NOLAB,2,10,1,8,0,2
25,Tess,Lattice,0.5,2,484,NOLAB,7,38,1,8,0,30
26,Tess,Lattice,0.5,2,484,NOLAB,10,60,1,8,0,52
27,Tess,Lattice,0.5,2,484,NOLAB,5,32,1,8,0,24
28,Tess,Lattice,0.5,2,484,NOLAB,5,20,1,8,0,12
29,Tess,Lattice,0.5,2,484,NOLAB,21,90,1,5,0,85
30,Tess,Lattice,0.5,2,484,NOLAB,5,35,1,8,0,27
31,Tess,Lattice,0.5,2,484,NOLAB,9,24,1,7,0,17
32,Tess,Lattice,0.5,2,484,NOLAB,3,23,1,7,0,16
33,Tess,Lattice,0.5,2,484,NOLAB,3,23,1,7,0,16
34,Tess,Lattice,0.5,2,484,NOLAB,6,39,1,6,0,33
35,Tess,Lattice,0.5,2,484,NOLAB,2,16,1,7,0,9
36,Tess,Lattice,0.5,2,484,NOLAB,7,42,1,8,0,34
37,Tess,Lattice,0.5,2,484,NOLAB,8,39,1,8,0,31
38,Tess,Lattice,0.5,2,484,NOLAB,6,25,1,6,0,19
39,Tess,Lattice,0.5,2,484,NOLAB,6,31,1,8,0,23
40,Tess,Lattice,0.5,2,484,NOLAB,1,9,1,8,0,1
41,Tess,Lattice,0.5,2,484,NOLAB,2,8,1,6,0,2
42,Tess,Lattice,0.5,2,484,NOLAB,5,27,1,7,0,20
43,Tess,Lattice,0.5,2,484,NOLAB,1,9,1,8,0,1
44,Tess,Lattice,0.5,2,484,NOLAB,2,9,1,7,0,2
45,Tess,Lattice,0.5,2,484,NOLAB,2,9,1,7,0,2
46,Tess,Lattice,0.5,2,484,NOLAB,16,51,1,8,0,43
47,Tess,Lattice,0.5,2,484,NOLAB,3,11,1,8,0,3
48,Tess,Lattice,0.5,2,484,NOLAB,1,9,1,8,0,1
49,Tess,Lattice,0.5,2,484,NOLAB,21,100,1,7,0,93
50,Tess,Lattice,0.5,2,484,NOLAB,3,18,1,8,0,10
1,Tess,Lattice,0.5,7,484,COLAB,27,156,1,7,0,149
2,Tess,Lattice,0.5,7,484,COLAB,8,52,1,6,0,46
3,Tess,Lattice,0.5,7,484,COLAB,32,133,1,7,0,126
4,Tess,Lattice,0.5,7,484,COLAB,18,117,1,8,0,109
5,Tess,Lattice,0.5,7,484,COLAB,44,228,1,7,0,221
6,Tess,Lattice,0.5,7,484,COLAB,103,559,1,6,0,553
7,Tess,Lattice,0.5,7,484,COLAB,10,61,1,7,0,54
8,Tess,Lattice,0.5,7,484,COLAB,22,141,1,8,0,133
9,Tess,Lattice,0.5,7,484,COLAB,26,154,1,6,0,148
10,Tess,Lattice,0.5,7,484,COLAB,47,211,1,7,0,204
11,Tess,Lattice,0.5,7,484,COLAB,34,204,1,6,0,198
12,Tess,Lattice,0.5,7,484,COLAB,3,36,10,7,9,24.5
13,Tess,Lattice,0.5,7,484,COLAB,20,99,1,6,0,93
14,Tess,Lattice,0.5,7,484,COLAB,73,352,1,8,0,344
15,Tess,Lattice,0.5,7,484,COLAB,20,141,1,7,0,134
16,Tess,Lattice,0.5,7,484,COLAB,7,36,1,6,0,30
17,Tess,Lattice,0.5,7,484,COLAB,14,83,1,7,0,76
18,Tess,Lattice,0.5,7,484,COLAB,61,381,10,11,9,365.5
19,Tess,Lattice,0.5,7,484,COLAB,92,495,10,7,9,483.5
20,Tess,Lattice,0.5,7,484,COLAB,63,433,1,8,0,425
21,Tess,Lattice,0.5,7,484,COLAB,56,274,1,6,0,268
22,Tess,Lattice,0.5,7,484,COLAB,29,180,10,9,9,166.5
23,Tess,Lattice,0.5,7,484,COLAB,11,68,1,7,0,61
24,Tess,Lattice,0.5,7,484,COLAB,22,91,1,7,0,84
25,Tess,Lattice,0.5,7,484,COLAB,11,70,1,6,0,64
26,Tess,Lattice,0.5,7,484,COLAB,34,214,1,6,0,208
