replica,population,network,sigma,true_model,net_size,colab_cond,first_row,first_study,orig_agents,switch_testing,extra_agents,FPTT
48,Bo,Small,0.8,7,484,NOLAB,7,55,1,8,0,47
49,Bo,Small,0.8,7,484,NOLAB,66,282,1,7,0,275
50,Bo,Small,0.8,7,484,NOLAB,29,147,1,9,0,138
1,Mave,Small,0.2,13,413,COLAB,7,54,10,18,9,31.5
2,Mave,Small,0.2,13,413,COLAB,5,28,10,9,9,14.5
3,Mave,Small,0.2,13,413,COLAB,36,132,1,3,0,129
4,Mave,Small,0.2,13,413,COLAB,6,24,1,5,0,19
5,Mave,Small,0.2,13,413,COLAB,6,51,1,5,0,46
6,Mave,Small,0.2,13,413,COLAB,15,83,1,6,0,77
7,Mave,Small,0.2,13,413,COLAB,29,118,1,6,0,112
8,Mave,Small,0.2,13,413,COLAB,14,60,1,6,0,54
9,Mave,Small,0.2,13,413,COLAB,10,39,1,6,0,33
10,Mave,Small,0.2,13,413,COLAB,6,31,1,6,0,25
11,Mave,Small,0.2,13,413,COLAB,13,63,1,5,0,58
12,Mave,Small,0.2,13,413,COLAB,8,28,1,7,0,21
13,Mave,Small,0.2,13,413,COLAB,18,115,1,6,0,109
14,Mave,Small,0.2,13,413,COLAB,6,19,1,4,0,15
15,Mave,Small,0.2,13,413,COLAB,21,122,1,4,0,118
16,Mave,Small,0.2,13,413,COLAB,14,73,1,5,0,68
17,Mave,Small,0.2,13,413,COLAB,26,91,1,7,0,84
18,Mave,Small,0.2,13,413,COLAB,2,8,1,6,0,2
19,Mave,Small,0.2,13,413,COLAB,21,119,1,4,0,115
20,Mave,Small,0.2,13,413,COLAB,5,25,1,5,0,20
21,Mave,Small,0.2,13,413,COLAB,19,64,1,5,0,59
22,Mave,Small,0.2,13,413,COLAB,25,116,1,5,0,111
23,Mave,Small,0.2,13,413,COLAB,17,98,1,6,0,92
24,Mave,Small,0.2,13,413,COLAB,14,58,1,4,0,54
25,Mave,Small,0.2,13,413,COLAB,4,32,1,4,0,28
26,Mave,Small,0.2,13,413,COLAB,2,40,10,11,9,24.5
27,Mave,Small,0.2,13,413,COLAB,35,153,1,5,0,148
28,Mave,Small,0.2,13,413,COLAB,3,19,1,6,0,13
29,Mave,Small,0.2,13,413,COLAB,2,12,1,4,0,8
30,Mave,Small,0.2,13,413,COLAB,5,43,10,18,9,20.5
31,Mave,Small,0.2,13,413,COLAB,2,12,1,5,0,7
32,Mave,Small,0.2,13,413,COLAB,12,35,1,5,0,30
33,Mave,Small,0.2,13,413,COLAB,11,48,1,6,0,42
34,Mave,Small,0.2,13,413,COLAB,14,60,1,6,0,54
35,Mave,Small,0.2,13,413,COLAB,35,194,1,4,0,190
36,Mave,Small,0.2,13,413,COLAB,17,79,1,4,0,75
37,Mave,Small,0.2,13,413,COLAB,4,14,1,5,0,9
38,Mave,Small,0.2,13,413,COLAB,2,13,1,6,0,7
39,Mave,Small,0.2,13,413,COLAB,35,141,1,6,0,135
40,Mave,Small,0.2,13,413,COLAB,7,23,1,4,0,19
41,Mave,Small,0.2,13,413,COLAB,3,36,1,5,0,31
42,Mave,Small,0.2,13,413,COLAB,1,6,1,5,0,1
43,Mave,Small,0.2,13,413,COLAB,4,9,1,5,0,4
44,Mave,Small,0.2,13,413,COLAB,41,161,1,6,0,155
45,Mave,Small,0.2,13,413,COLAB,22,91,1,5,0,86
46,Mave,Small,0.2,13,413,COLAB,22,89,1,6,0,83
47,Mave,Small,0.2,13,413,COLAB,6,33,1,4,0,29
48,Mave,Small,0.2,13,413,COLAB,15,66,1,5,0,61
49,Mave,Small,0.2,13,413,COLAB,4,15,1,5,0,10
50,Mave,Small,0.2,13,413,COLAB,3,14,1,6,0,8
1,Mave,Small,0.2,13,413,NOLAB,14,66,1,6,0,60
2,Mave,Small,0.2,13,413,NOLAB,16,47,1,6,0,41
3,Mave,Small,0.2,13,413,NOLAB,32,86,1,4,0,82
4,Mave,Small,0.2,13,413,NOLAB,6,24,1,5,0,19
5,Mave,Small,0.2,13,413,NOLAB,6,11,1,5,0,6
6,Mave,Small,0.2,13,413,NOLAB,60,190,1,3,0,187
7,Mave,Small,0.2,13,413,NOLAB,40,139,1,5,0,134
8,Mave,Small,0.2,13,413,NOLAB,17,50,1,3,0,47
9,Mave,Small,0.2,13,413,NOLAB,10,39,1,6,0,33
10,Mave,Small,0.2,13,413,NOLAB,32,102,1,4,0,98
11,Mave,Small,0.2,13,413,NOLAB,31,102,1,4,0,98
12,Mave,Small,0.2,13,413,NOLAB,8,28,1,7,0,21
13,Mave,Small,0.2,13,413,NOLAB,12,31,1,4,0,27
14,Mave,Small,0.2,13,413,NOLAB,6,19,1,4,0,15
15,Mave,Small,0.2,13,413,NOLAB,12,45,1,5,0,40
16,Mave,Small,0.2,13,413,NOLAB,18,54,1,4,0,50
17,Mave,Small,0.2,13,413,NOLAB,39,106,1,5,0,101
18,Mave,Small,0.2,13,413,NOLAB,2,8,1,6,0,2
19,Mave,Small,0.2,13,413,NOLAB,22,84,1,6,0,78
20,Mave,Small,0.2,13,413,NOLAB,5,25,1,5,0,20
21,Mave,Small,0.2,13,413,NOLAB,31,84,1,5,0,79
22,Mave,Small,0.2,13,413,NOLAB,23,72,1,5,0,67
23,Mave,Small,0.2,13,413,NOLAB,19,79,1,6,0,73
24,Mave,Small,0.2,13,413,NOLAB,18,83,1,4,0,79
25,Mave,Small,0.2,13,413,NOLAB,24,68,1,5,0,63
26,Mave,Small,0.2,13,413,NOLAB,5,27,1,5,0,22
27,Mave,Small,0.2,13,413,NOLAB,20,83,1,6,0,77
28,Mave,Small,0.2,13,413,NOLAB,3,19,1,6,0,13
29,Mave,Small,0.2,13,413,NOLAB,2,12,1,4,0,8
30,Mave,Small,0.2,13,413,NOLAB,30,99,1,4,0,95
31,Mave,Small,0.2,13,413,NOLAB,2,12,1,5,0,7
32,Mave,Small,0.2,13,413,NOLAB,12,35,1,5,0,30
33,Mave,Small,0.2,13,413,NOLAB,9,34,1,6,0,28
34,Mave,Small,0.2,13,413,NOLAB,17,50,1,3,0,47
35,Mave,Small,0.2,13,413,NOLAB,13,60,1,5,0,55
36,Mave,Small,0.2,13,413,NOLAB,17,53,1,4,0,49
37,Mave,Small,0.2,13,413,NOLAB,4,14,1,5,0,9
38,Mave,Small,0.2,13,413,NOLAB,2,13,1,6,0,7
39,Mave,Small,0.2,13,413,NOLAB,15,55,1,5,0,50
40,Mave,Small,0.2,13,413,NOLAB,7,23,1,4,0,19
41,Mave,Small,0.2,13,413,NOLAB,39,138,1,3,0,135
42,Mave,Small,0.2,13,413,NOLAB,1,6,1,5,0,1
43,Mave,Small,0.2,13,413,NOLAB,4,9,1,5,0,4
44,Mave,Small,0.2,13,413,NOLAB,45,131,1,7,0,124
45,Mave,Small,0.2,13,413,NOLAB,42,129,1,6,0,123
46,Mave,Small,0.2,13,413,NOLAB,30,97,1,6,0,91
47,Mave,Small,0.2,13,413,NOLAB,27,85,1,4,0,81
48,Mave,Small,0.2,13,413,NOLAB,5,25,1,5,0,20
49,Mave,Small,0.2,13,413,NOLAB,4,15,1,5,0,10
50,Mave,Small,0.2,13,413,NOLAB,3,14,1,6,0,8
1,Mave,Small,0.2,2,413,COLAB,4,15,1,6,0,9
2,Mave,Small,0.2,2,413,COLAB,14,53,1,5,0,48
3,Mave,Small,0.2,2,413,COLAB,54,223,1,5,0,218
4,Mave,Small,0.2,2,413,COLAB,7,36,1,5,0,31
5,Mave,Small,0.2,2,413,COLAB,18,103,1,6,0,97
6,Mave,Small,0.2,2,413,COLAB,2,9,1,7,0,2
7,Mave,Small,0.2,2,413,COLAB,32,147,1,3,0,144
8,Mave,Small,0.2,2,413,COLAB,53,316,1,5,0,311
9,Mave,Small,0.2,2,413,COLAB,44,217,1,6,0,211
10,Mave,Small,0.2,2,413,COLAB,9,65,1,4,0,61
11,Mave,Small,0.2,2,413,COLAB,4,36,1,5,0,31
12,Mave,Small,0.2,2,413,COLAB,60,294,1,5,0,289
13,Mave,Small,0.2,2,413,COLAB,52,261,1,6,0,255
14,Mave,Small,0.2,2,413,COLAB,21,151,1,4,0,147
15,Mave,Small,0.2,2,413,COLAB,1,6,1,5,0,1
16,Mave,Small,0.2,2,413,COLAB,8,24,1,5,0,19
17,Mave,Small,0.2,2,413,COLAB,1,6,1,5,0,1
18,Mave,Small,0.2,2,413,COLAB,8,36,1,6,0,30
19,Mave,Small,0.2,2,413,COLAB,37,118,1,6,0,112
20,Mave,Small,0.2,2,413,COLAB,25,131,10,8,9,118.5
21,Mave,Small,0.2,2,413,COLAB,2,7,1,5,0,2
22,Mave,Small,0.2,2,413,COLAB,29,130,1,4,0,126
23,Mave,Small,0.2,2,413,COLAB,19,109,1,5,0,104
24,Mave,Small,0.2,2,413,COLAB,4,21,10,8,9,8.5
25,Mave,Small,0.2,2,413,COLAB,11,43,1,4,0,39
26,Mave,Small,0.2,2,413,COLAB,17,104,10,18,9,81.5
27,Mave,Small,0.2,2,413,COLAB,29,120,1,5,0,115
28,Mave,Small,0.2,2,413,COLAB,1,6,1,5,0,1
29,Mave,Small,0.2,2,413,COLAB,14,108,1,5,0,103
30,Mave,Small,0.2,2,413,COLAB,10,66,1,6,0,60
31,Mave,Small,0.2,2,413,COLAB,2,12,1,5,0,7
32,Mave,Small,0.2,2,413,COLAB,4,12,1,3,0,9
33,Mave,Small,0.2,2,413,COLAB,17,114,1,4,0,110
34,Mave,Small,0.2,2,413,COLAB,53,316,1,5,0,311
35,Mave,Small,0.2,2,413,COLAB,13,81,1,4,0,77
36,Mave,Small,0.2,2,413,COLAB,10,31,1,4,0,27
37,Mave,Small,0.2,2,413,COLAB,28,113,10,12,9,96.5
38,Mave,Small,0.2,2,413,COLAB,5,24,1,3,0,21
39,Mave,Small,0.2,2,413,COLAB,17,63,1,7,0,56
40,Mave,Small,0.2,2,413,COLAB,3,10,1,4,0,6
41,Mave,Small,0.2,2,413,COLAB,38,132,1,6,0,126
42,Mave,Small,0.2,2,413,COLAB,21,70,1,4,0,66
43,Mave,Small,0.2,2,413,COLAB,36,159,1,6,0,153
44,Mave,Small,0.2,2,413,COLAB,30,218,1,5,0,213
45,Mave,Small,0.2,2,413,COLAB,16,47,1,6,0,41
46,Mave,Small,0.2,2,413,COLAB,1,8,1,7,0,1
47,Mave,Small,0.2,2,413,COLAB,11,40,1,5,0,35
48,Mave,Small,0.2,2,413,COLAB,2,10,1,3,0,7
49,Mave,Small,0.2,2,413,COLAB,4,15,1,5,0,10
50,Mave,Small,0.2,2,413,COLAB,7,30,1,6,0,24
1,Mave,Small,0.2,2,413,NOLAB,4,15,1,6,0,9
2,Mave,Small,0.2,2,413,NOLAB,14,53,1,5,0,48
3,Mave,Small,0.2,2,413,NOLAB,72,221,1,5,0,216
4,Mave,Small,0.2,2,413,NOLAB,7,36,1,5,0,31
5,Mave,Small,0.2,2,413,NOLAB,37,130,1,6,0,124
6,Mave,Small,0.2,2,413,NOLAB,2,9,1,7,0,2
7,Mave,Small,0.2,2,413,NOLAB,34,132,1,5,0,127
8,Mave,Small,0.2,2,413,NOLAB,41,138,1,6,0,132
9,Mave,Small,0.2,2,413,NOLAB,22,79,1,5,0,74
10,Mave,Small,0.2,2,413,NOLAB,17,56,1,6,0,50
11,Mave,Small,0.2,2,413,NOLAB,23,77,1,7,0,70
12,Mave,Small,0.2,2,413,NOLAB,16,61,1,6,0,55
13,Mave,Small,0.2,2,413,NOLAB,25,72,1,4,0,68
14,Mave,Small,0.2,2,413,NOLAB,6,25,1,4,0,21
15,Mave,Small,0.2,2,413,NOLAB,1,6,1,5,0,1
16,Mave,Small,0.2,2,413,NOLAB,8,24,1,5,0,19
17,Mave,Small,0.2,2,413,NOLAB,1,6,1,5,0,1
18,Mave,Small,0.2,2,413,NOLAB,8,36,1,6,0,30
19,Mave,Small,0.2,2,413,NOLAB,37,118,1,6,0,112
20,Mave,Small,0.2,2,413,NOLAB,63,217,1,6,0,211
21,Mave,Small,0.2,2,413,NOLAB,2,7,1,5,0,2
22,Mave,Small,0.2,2,413,NOLAB,20,77,1,6,0,71
23,Mave,Small,0.2,2,413,NOLAB,47,154,1,7,0,147
24,Mave,Small,0.2,2,413,NOLAB,16,50,1,6,0,44
25,Mave,Small,0.2,2,413,NOLAB,19,77,1,5,0,72
26,Mave,Small,0.2,2,413,NOLAB,9,28,1,5,0,23
27,Mave,Small,0.2,2,413,NOLAB,27,60,1,5,0,55
28,Mave,Small,0.2,2,413,NOLAB,1,6,1,5,0,1
29,Mave,Small,0.2,2,413,NOLAB,36,110,1,5,0,105
30,Mave,Small,0.2,2,413,NOLAB,6,24,1,5,0,19
31,Mave,Small,0.2,2,413,NOLAB,2,12,1,5,0,7
32,Mave,Small,0.2,2,413,NOLAB,4,12,1,3,0,9
33,Mave,Small,0.2,2,413,NOLAB,20,78,1,4,0,74
34,Mave,Small,0.2,2,413,NOLAB,41,138,1,6,0,132
35,Mave,Small,0.2,2,413,NOLAB,12,35,1,4,0,31
36,Mave,Small,0.2,2,413,NOLAB,10,31,1,4,0,27
37,Mave,Small,0.2,2,413,NOLAB,17,47,1,4,0,43
