replica,sigma,population,network,true_model,net_size,colab_cond,stickiness_agent,stickiness_switch,stickiness_overall
20,0.5,Tess,PT,13,413,COLAB,0.7127659574468085,0.5871559633027523,0.6152019002375297
21,0.5,Tess,PT,13,413,COLAB,0.6451612903225806,0.49377593360995853,0.5247524752475248
22,0.5,Tess,PT,13,413,COLAB,0.7318435754189945,0.5236051502145922,0.5660592255125285
23,0.5,Tess,PT,13,413,COLAB,0.6040268456375839,0.521311475409836,0.5375494071146245
24,0.5,Tess,PT,13,413,COLAB,0.5874125874125874,0.5396518375241779,0.55
25,0.5,Tess,PT,13,413,COLAB,0.6902173913043479,0.5186385737439222,0.5580524344569289
26,0.5,Tess,PT,13,413,COLAB,0.660958904109589,0.541159627773801,0.5618709295441089
27,0.5,Tess,PT,13,413,COLAB,0.5791139240506329,0.563114134542706,0.5661989017693716
28,0.5,Tess,PT,13,413,COLAB,0.6148409893992932,0.5200845665961945,0.535840188014101
29,0.5,Tess,PT,13,413,COLAB,0.6693548387096775,0.5516569200779727,0.5745682888540031
30,0.5,Tess,PT,13,413,COLAB,0.736842105263158,0.5683453237410072,0.6173469387755102
31,0.5,Tess,PT,13,413,COLAB,0.7608695652173914,0.6348314606741573,0.6607142857142857
32,0.5,Tess,PT,13,413,COLAB,0.5847953216374269,0.5621951219512196,0.5660948536831483
33,0.5,Tess,PT,13,413,COLAB,0.6336206896551724,0.5309139784946236,0.555327868852459
34,0.5,Tess,PT,13,413,COLAB,0.6503496503496504,0.569055036344756,0.5876701361088872
35,0.5,Tess,PT,13,413,COLAB,0.6363636363636364,0.5576923076923077,0.5810810810810811
36,0.5,Tess,PT,13,413,COLAB,0.7758620689655172,0.5149253731343284,0.59375
37,0.5,Tess,PT,13,413,COLAB,0.7647058823529411,0.5405405405405406,0.5931034482758621
38,0.5,Tess,PT,13,413,COLAB,0.7004830917874396,0.5730337078651686,0.5970829535095716
39,0.5,Tess,PT,13,413,COLAB,0.620253164556962,0.5454545454545454,0.5626822157434402
40,0.5,Tess,PT,13,413,COLAB,0.6153846153846154,0.47619047619047616,0.5294117647058824
41,0.5,Tess,PT,13,413,COLAB,0.71875,0.46031746031746035,0.5473684210526315
42,0.5,Tess,PT,13,413,COLAB,0.7916666666666666,0.5471698113207547,0.6233766233766234
43,0.5,Tess,PT,13,413,COLAB,0.6666666666666667,0.5294117647058824,0.5769230769230769
44,0.5,Tess,PT,13,413,COLAB,0.6363636363636364,0.5505836575875487,0.5681114551083591
45,0.5,Tess,PT,13,413,COLAB,0.7575757575757576,0.5915492957746479,0.6442307692307692
46,0.5,Tess,PT,13,413,COLAB,0.6730038022813688,0.5532359081419624,0.579033579033579
47,0.5,Tess,PT,13,413,COLAB,0.6337209302325582,0.5647727272727272,0.5760456273764258
48,0.5,Tess,PT,13,413,COLAB,0.5720524017467249,0.5851183765501691,0.5824372759856631
49,0.5,Tess,PT,13,413,COLAB,0.5263157894736843,0.6,0.5810810810810811
50,0.5,Tess,PT,13,413,COLAB,0.6165919282511211,0.5755555555555556,0.5837043633125556
1,0.5,Tess,PT,2,413,COLAB,0.8446658851113716,0.6873646209386282,0.7473190348525469
2,0.5,Tess,PT,2,413,COLAB,0.8381051535658511,0.7350925291295407,0.7759867741268858
3,0.5,Tess,PT,2,413,COLAB,0.8348926802421575,0.6904577191621413,0.7501706484641638
4,0.5,Tess,PT,2,413,COLAB,0.8322618351841029,0.732280701754386,0.7697873273404955
5,0.5,Tess,PT,2,413,COLAB,0.8464322647362978,0.725703564727955,0.77647314633616
6,0.5,Tess,PT,2,413,COLAB,0.8333333333333334,0.6457525555163905,0.7184193478730296
7,0.5,Tess,PT,2,413,COLAB,0.8443820224719101,0.7571428571428571,0.7910480349344978
8,0.5,Tess,PT,2,413,COLAB,0.8420062695924765,0.6849842492124607,0.7412398921832883
9,0.5,Tess,PT,2,413,COLAB,0.8422712933753943,0.7156525066972828,0.7689922480620155
10,0.5,Tess,PT,2,413,COLAB,0.8319559228650137,0.7010383100608665,0.7526041666666666
11,0.5,Tess,PT,2,413,COLAB,0.8507972665148064,0.7729083665338645,0.8031879566083684
12,0.5,Tess,PT,2,413,COLAB,0.835076923076923,0.7342204025929717,0.7701931518876207
13,0.5,Tess,PT,2,413,COLAB,0.8258173618940248,0.6890312853373539,0.743844590015812
14,0.5,Tess,PT,2,413,COLAB,0.8253968253968254,0.7335976928622927,0.7692816218598502
15,0.5,Tess,PT,2,413,COLAB,0.84185303514377,0.7607296137339056,0.7933247753530167
16,0.5,Tess,PT,2,413,COLAB,0.8484848484848485,0.7148969272656553,0.7751441383728379
17,0.5,Tess,PT,2,413,COLAB,0.8270975056689343,0.7462585034013605,0.7765731292517006
18,0.5,Tess,PT,2,413,COLAB,0.8269662921348315,0.7122020633226609,0.7566978871705511
19,0.5,Tess,PT,2,413,COLAB,0.840571742715778,0.7352305475504323,0.7769314472252449
20,0.5,Tess,PT,2,413,COLAB,0.8526927138331574,0.7411131059245961,0.7862791194699722
21,0.5,Tess,PT,2,413,COLAB,0.8393246187363834,0.7391626528343831,0.7797133406835722
22,0.5,Tess,PT,2,413,COLAB,0.8486238532110092,0.7048997772828508,0.7613789995493465
23,0.5,Tess,PT,2,413,COLAB,0.8312119535141118,0.7410745233968804,0.7757885763000852
24,0.5,Tess,PT,2,413,COLAB,0.8446550816219063,0.7300408466394356,0.7774390243902439
25,0.5,Tess,PT,2,413,COLAB,0.8435072142064373,0.7226277372262774,0.76918144902757
26,0.5,Tess,PT,2,413,COLAB,0.8371824480369515,0.7227382180942552,0.7654666954084932
27,0.5,Tess,PT,2,413,COLAB,0.832294911734164,0.7313546423135464,0.7740447957839263
28,0.5,Tess,PT,2,413,COLAB,0.8302887448438421,0.7042153737159051,0.7515486725663717
29,0.5,Tess,PT,2,413,COLAB,0.8366388308977035,0.6951080773606371,0.7546672523610806
30,0.5,Tess,PT,2,413,COLAB,0.8385060494476592,0.7424618659098972,0.7811440677966102
31,0.5,Tess,PT,2,413,COLAB,0.8281505728314239,0.7059035277177825,0.7545001084363478
32,0.5,Tess,PT,2,413,COLAB,0.8364879074658255,0.6774794929157345,0.743455497382199
33,0.5,Tess,PT,2,413,COLAB,0.8323907455012853,0.7357811375089993,0.775566377302562
34,0.5,Tess,PT,2,413,COLAB,0.8420062695924765,0.6849842492124607,0.7412398921832883
35,0.5,Tess,PT,2,413,COLAB,0.8446100917431193,0.7340116279069768,0.7769128113879004
36,0.5,Tess,PT,2,413,COLAB,0.8388025331030513,0.7413461538461539,0.7761992999794112
37,0.5,Tess,PT,2,413,COLAB,0.8488865323435844,0.7567164179104477,0.7947875602277705
38,0.5,Tess,PT,2,413,COLAB,0.8528481012658228,0.6561616161616162,0.7414779226721574
39,0.5,Tess,PT,2,413,COLAB,0.8243021346469622,0.7586442998972954,0.7839090143218197
40,0.5,Tess,PT,2,413,COLAB,0.8364583333333333,0.7219679633867278,0.7703654777630999
41,0.5,Tess,PT,2,413,COLAB,0.8409321175278622,0.6901252763448784,0.7536262798634812
42,0.5,Tess,PT,2,413,COLAB,0.8337874659400545,0.7408978437610463,0.7774442538593482
43,0.5,Tess,PT,2,413,COLAB,0.8423541776142932,0.6982852973367384,0.7573212747631353
44,0.5,Tess,PT,2,413,COLAB,0.8316779926816519,0.7731063238359972,0.7964934251721979
45,0.5,Tess,PT,2,413,COLAB,0.8237196765498652,0.7164123557871231,0.7602377807133421
46,0.5,Tess,PT,2,413,COLAB,0.8485309017223911,0.7528571428571429,0.7924172601591957
47,0.5,Tess,PT,2,413,COLAB,0.8370197904540163,0.6288951841359773,0.7076177895200353
48,0.5,Tess,PT,2,413,COLAB,0.8331422018348624,0.6906812842599843,0.7484876686831083
49,0.5,Tess,PT,2,413,COLAB,0.8238958097395244,0.6878531073446328,0.7401043932144411
50,0.5,Tess,PT,2,413,COLAB,0.8374558303886925,0.6911524649036892,0.7433312329342575
1,0.5,Tess,PT,7,413,COLAB,0.6486486486486487,0.5577722360764754,0.5799560163367892
2,0.5,Tess,PT,7,413,COLAB,0.6725067385444744,0.5391862955032121,0.5713357166070848
3,0.5,Tess,PT,7,413,COLAB,0.6544655929721815,0.5611738148984199,0.583160800552105
4,0.5,Tess,PT,7,413,COLAB,0.625,0.518406454866364,0.5402805611222445
5,0.5,Tess,PT,7,413,COLAB,0.6676691729323307,0.507520621057739,0.5465884079236978
6,0.5,Tess,PT,7,413,COLAB,0.6763698630136986,0.5605063291139241,0.58694802657288
7,0.5,Tess,PT,7,413,COLAB,0.6733921815889029,0.557202408522464,0.5884146341463414
8,0.5,Tess,PT,7,413,COLAB,0.6807909604519774,0.5696029210406207,0.596757502587099
9,0.5,Tess,PT,7,413,COLAB,0.6757164404223228,0.554925219185147,0.5857033051498848
10,0.5,Tess,PT,7,413,COLAB,0.6824104234527688,0.5603799185888738,0.5869026548672567
11,0.5,Tess,PT,7,413,COLAB,0.663905325443787,0.5369761709120788,0.569685879841415
12,0.5,Tess,PT,7,413,COLAB,0.6580152671755726,0.5516252390057361,0.5769930833636694
13,0.5,Tess,PT,7,413,COLAB,0.6720741599073001,0.5441710367083501,0.5771992818671454
14,0.5,Tess,PT,7,413,COLAB,0.6721311475409837,0.5648186744476865,0.5929910851521673
15,0.5,Tess,PT,7,413,COLAB,0.6013513513513513,0.5403377110694184,0.55359765051395
16,0.5,Tess,PT,7,413,COLAB,0.6246719160104988,0.5198763250883391,0.5462656972901521
17,0.5,Tess,PT,7,413,COLAB,0.6770428015564203,0.549402390438247,0.5793965254495581
18,0.5,Tess,PT,7,413,COLAB,0.6439688715953307,0.5347501435956348,0.5596452328159645
19,0.5,Tess,PT,7,413,COLAB,0.6440677966101696,0.5352175863615971,0.5597637248088951
20,0.5,Tess,PT,7,413,COLAB,0.6268260292164675,0.5311185870479395,0.5541360587671671
21,0.5,Tess,PT,7,413,COLAB,0.5846702317290553,0.5130434782608695,0.5283162295705055
22,0.5,Tess,PT,7,413,COLAB,0.6500920810313076,0.5424551188743328,0.564900153609831
23,0.5,Tess,PT,7,413,COLAB,0.6761363636363636,0.48877485567671586,0.5361763296597988
24,0.5,Tess,PT,7,413,COLAB,0.6677966101694915,0.544874938695439,0.5724610117915557
25,0.5,Tess,PT,7,413,COLAB,0.6333853354134165,0.5684665226781858,0.5825439783491204
26,0.5,Tess,PT,7,413,COLAB,0.6713881019830028,0.5096977898060442,0.5487512829284982
27,0.5,Tess,PT,7,413,COLAB,0.6661676646706587,0.5238095238095238,0.5576512455516014
28,0.5,Tess,PT,7,413,COLAB,0.6457399103139013,0.5291936978683967,0.5567739653342767
29,0.5,Tess,PT,7,413,COLAB,0.6520979020979021,0.5192933519293352,0.5471905986044803
30,0.5,Tess,PT,7,413,COLAB,0.6245398773006134,0.5379280450801907,0.5605381165919283
31,0.5,Tess,PT,7,413,COLAB,0.6458852867830425,0.5376097747231767,0.5629932768196434
32,0.5,Tess,PT,7,413,COLAB,0.6835236541598695,0.5600907029478458,0.5869410929737402
33,0.5,Tess,PT,7,413,COLAB,0.65,0.5,0.5357417371252882
34,0.5,Tess,PT,7,413,COLAB,0.6807909604519774,0.5696029210406207,0.596757502587099
35,0.5,Tess,PT,7,413,COLAB,0.701468189233279,0.5981566820276498,0.6209126841537909
36,0.5,Tess,PT,7,413,COLAB,0.6471449487554906,0.4955677501055298,0.5294888597640891
37,0.5,Tess,PT,7,413,COLAB,0.6384083044982699,0.5698547821732599,0.5852427184466019
38,0.5,Tess,PT,7,413,COLAB,0.6544502617801047,0.5539733578318787,0.5800748044882693
39,0.5,Tess,PT,7,413,COLAB,0.6564673157162726,0.5633937082936129,0.5871494497692581
40,0.5,Tess,PT,7,413,COLAB,0.6857749469214438,0.5552578700602813,0.5865580448065173
41,0.5,Tess,PT,7,413,COLAB,0.7126805778491172,0.5700934579439252,0.6022439377488238
42,0.5,Tess,PT,7,413,COLAB,0.6683608640406608,0.5168231611893583,0.5524977565061322
43,0.5,Tess,PT,7,413,COLAB,0.6522292993630574,0.5062098501070664,0.542948717948718
44,0.5,Tess,PT,7,413,COLAB,0.6587982832618026,0.5713749060856499,0.5940456316082359
45,0.5,Tess,PT,7,413,COLAB,0.6576086956521738,0.5232350312779267,0.549820788530466
46,0.5,Tess,PT,7,413,COLAB,0.644524236983842,0.5535117056856187,0.5750744364100383
47,0.5,Tess,PT,7,413,COLAB,0.664796633941094,0.5232926277702397,0.5577975376196991
48,0.5,Tess,PT,7,413,COLAB,0.6683229813664596,0.5429023329379201,0.5731853629274145
49,0.5,Tess,PT,7,413,COLAB,0.666189111747851,0.5275403608736942,0.5620542082738944
50,0.5,Tess,PT,7,413,COLAB,0.6649916247906198,0.5294376098418277,0.5576052906369648
1,0.8,Tess,PT,13,413,COLAB,0.25,0.19999999999999996,0.21621621621621623
2,0.8,Tess,PT,13,413,COLAB,0.16666666666666663,0,0.06451612903225812
3,0.8,Tess,PT,13,413,COLAB,0.09090909090909094,0.05128205128205132,0.06000000000000005
4,0.8,Tess,PT,13,413,COLAB,0,0.21052631578947367,0.125
5,0.8,Tess,PT,13,413,COLAB,0.07692307692307687,0.10526315789473684,0.09375
6,0.8,Tess,PT,13,413,COLAB,0,0,0
7,0.8,Tess,PT,13,413,COLAB,0.08333333333333337,0.15625,0.13636363636363635
8,0.8,Tess,PT,13,413,COLAB,0.07692307692307687,0.05882352941176472,0.06666666666666665
9,0.8,Tess,PT,13,413,COLAB,0.1428571428571429,0.07692307692307687,0.09090909090909094
10,0.8,Tess,PT,13,413,COLAB,0,0.12903225806451613,0.11764705882352944
11,0.8,Tess,PT,13,413,COLAB,0.25,0.08823529411764708,0.14814814814814814
12,0.8,Tess,PT,13,413,COLAB,0,0.11538461538461542,0.09090909090909094
13,0.8,Tess,PT,13,413,COLAB,0,0.09999999999999998,0.0714285714285714
14,0.8,Tess,PT,13,413,COLAB,0.16666666666666663,0.040000000000000036,0.06451612903225812
15,0.8,Tess,PT,13,413,COLAB,0.16666666666666663,0,0.06451612903225812
16,0.8,Tess,PT,13,413,COLAB,0.30000000000000004,0,0.10344827586206895
17,0.8,Tess,PT,13,413,COLAB,0.33333333333333337,0.1333333333333333,0.16666666666666663
18,0.8,Tess,PT,13,413,COLAB,0,0.08695652173913049,0.0625
19,0.8,Tess,PT,13,413,COLAB,0,0.08695652173913049,0.0625
20,0.8,Tess,PT,13,413,COLAB,0.16666666666666663,0.07999999999999996,0.09677419354838712
21,0.8,Tess,PT,13,413,COLAB,0.33333333333333337,0.25,0.2727272727272727
22,0.8,Tess,PT,13,413,COLAB,0.125,0.36111111111111116,0.31818181818181823
23,0.8,Tess,PT,13,413,COLAB,0.2142857142857143,0.21739130434782605,0.21621621621621623
24,0.8,Tess,PT,13,413,COLAB,0.2727272727272727,0.125,0.17142857142857137
25,0.8,Tess,PT,13,413,COLAB,0.07692307692307687,0.05555555555555558,0.06451612903225812
26,0.8,Tess,PT,13,413,COLAB,0,0.11111111111111116,0.06896551724137934
27,0.8,Tess,PT,13,413,COLAB,0,0.038461538461538436,0.03448275862068961
28,0.8,Tess,PT,13,413,COLAB,0,0,0
29,0.8,Tess,PT,13,413,COLAB,0.3076923076923077,0.050000000000000044,0.1515151515151515
30,0.8,Tess,PT,13,413,COLAB,0,0.13043478260869568,0.09090909090909094
31,0.8,Tess,PT,13,413,COLAB,0.08333333333333337,0.1333333333333333,0.11904761904761907
32,0.8,Tess,PT,13,413,COLAB,0.23076923076923073,0.125,0.16216216216216217
33,0.8,Tess,PT,13,413,COLAB,0,0.125,0.09375
34,0.8,Tess,PT,13,413,COLAB,0.07692307692307687,0.05882352941176472,0.06666666666666665
35,0.8,Tess,PT,13,413,COLAB,0.1875,0.19047619047619047,0.18918918918918914
36,0.8,Tess,PT,13,413,COLAB,0.09090909090909094,0.27586206896551724,0.22499999999999998
37,0.8,Tess,PT,13,413,COLAB,0.1333333333333333,0.03125,0.06382978723404253
38,0.8,Tess,PT,13,413,COLAB,0.10526315789473684,0.2222222222222222,0.16216216216216217
39,0.8,Tess,PT,13,413,COLAB,0,0.052631578947368474,0.033333333333333326
40,0.8,Tess,PT,13,413,COLAB,0.1875,0,0.08333333333333337
41,0.8,Tess,PT,13,413,COLAB,0.09999999999999998,0.125,0.11764705882352944
42,0.8,Tess,PT,13,413,COLAB,0.16666666666666663,0,0.06451612903225812
43,0.8,Tess,PT,13,413,COLAB,0.25,0.10526315789473684,0.17142857142857137
44,0.8,Tess,PT,13,413,COLAB,0.2222222222222222,0.1923076923076923,0.19999999999999996
45,0.8,Tess,PT,13,413,COLAB,0.09090909090909094,0.052631578947368474,0.06666666666666665
46,0.8,Tess,PT,13,413,COLAB,0.33333333333333337,0.11538461538461542,0.17142857142857137
47,0.8,Tess,PT,13,413,COLAB,0.0714285714285714,0.23809523809523814,0.17142857142857137
48,0.8,Tess,PT,13,413,COLAB,0,0,0
49,0.8,Tess,PT,13,413,COLAB,0.125,0.09375,0.09999999999999998
50,0.8,Tess,PT,13,413,COLAB,0.1333333333333333,0.23809523809523814,0.19444444444444442
1,0.8,Tess,PT,2,413,COLAB,0.4025500910746812,0.4055666003976143,0.40476190476190477
2,0.8,Tess,PT,2,413,COLAB,0.39923224568138194,0.3121761658031088,0.33414043583535114
3,0.8,Tess,PT,2,413,COLAB,0.40884955752212393,0.29160530191458023,0.32605304212168484
4,0.8,Tess,PT,2,413,COLAB,0.38966202783300197,0.2771952817824378,0.30507639231148354
5,0.8,Tess,PT,2,413,COLAB,0.443609022556391,0.3598355037697053,0.38221998995479656
6,0.8,Tess,PT,2,413,COLAB,0.4111498257839721,0.3370165745856354,0.35806132542037583
7,0.8,Tess,PT,2,413,COLAB,0.4551971326164874,0.29483695652173914,0.33891625615763543
8,0.8,Tess,PT,2,413,COLAB,0.44306049822064053,0.38953488372093026,0.40379146919431275
9,0.8,Tess,PT,2,413,COLAB,0.43999999999999995,0.36886854153041204,0.38830798479087447
10,0.8,Tess,PT,2,413,COLAB,0.42140468227424754,0.3251404494382022,0.3536102868447082
11,0.8,Tess,PT,2,413,COLAB,0.43494423791821557,0.3589315525876461,0.3824884792626728
12,0.8,Tess,PT,2,413,COLAB,0.4081272084805654,0.31432644333570925,0.34128999492127987
13,0.8,Tess,PT,2,413,COLAB,0.46226415094339623,0.37605177993527505,0.3980722891566265
14,0.8,Tess,PT,2,413,COLAB,0.3978102189781022,0.363314447592068,0.37295918367346936
15,0.8,Tess,PT,2,413,COLAB,0.44789762340036565,0.36061026352288483,0.3846153846153846
16,0.8,Tess,PT,2,413,COLAB,0.47325769854132904,0.3812858052196053,0.40722120658135286
17,0.8,Tess,PT,2,413,COLAB,0.4103019538188277,0.34408602150537637,0.3614738805970149
18,0.8,Tess,PT,2,413,COLAB,0.4296520423600605,0.3443804034582133,0.37188872620790625
19,0.8,Tess,PT,2,413,COLAB,0.4054878048780488,0.32391138273491216,0.35114503816793896
20,0.8,Tess,PT,2,413,COLAB,0.4540983606557377,0.3103975535168195,0.3561001042752867
21,0.8,Tess,PT,2,413,COLAB,0.42143906020558,0.35588633288227334,0.37656322371468276
22,0.8,Tess,PT,2,413,COLAB,0.4509466437177281,0.35497529992942833,0.38288288288288286
23,0.8,Tess,PT,2,413,COLAB,0.4123314065510597,0.3929328621908127,0.3981385729058945
24,0.8,Tess,PT,2,413,COLAB,0.4552102376599635,0.3266129032258065,0.365976496922216
25,0.8,Tess,PT,2,413,COLAB,0.4475138121546961,0.3298319327731093,0.3622526636225266
26,0.8,Tess,PT,2,413,COLAB,0.4236983842010772,0.37142857142857144,0.38508442776735463
27,0.8,Tess,PT,2,413,COLAB,0.4113029827315542,0.28507462686567164,0.32574607991906934
28,0.8,Tess,PT,2,413,COLAB,0.4362657091561939,0.421085464753587,0.42500000000000004
29,0.8,Tess,PT,2,413,COLAB,0.4704797047970479,0.313161875945537,0.3589055793991416
30,0.8,Tess,PT,2,413,COLAB,0.45296167247386765,0.40947992100065833,0.42140468227424754
31,0.8,Tess,PT,2,413,COLAB,0.40442338072669826,0.31804949053857345,0.3452914798206278
32,0.8,Tess,PT,2,413,COLAB,0.4257748776508973,0.3009068425391591,0.34282584884994527
33,0.8,Tess,PT,2,413,COLAB,0.42179261862917394,0.3121761658031088,0.34169427354472315
34,0.8,Tess,PT,2,413,COLAB,0.44306049822064053,0.38953488372093026,0.40379146919431275
35,0.8,Tess,PT,2,413,COLAB,0.4485815602836879,0.36089238845144356,0.38457854406130265
36,0.8,Tess,PT,2,413,COLAB,0.44795539033457255,0.36337418889689976,0.38701298701298703
37,0.8,Tess,PT,2,413,COLAB,0.426829268292683,0.39843193157519596,0.40667678300455234
38,0.8,Tess,PT,2,413,COLAB,0.44190140845070425,0.3506849315068493,0.376232741617357
39,0.8,Tess,PT,2,413,COLAB,0.4466800804828974,0.3734776725304465,0.3918987341772152
40,0.8,Tess,PT,2,413,COLAB,0.44256120527306964,0.34982332155477036,0.37512846865364846
41,0.8,Tess,PT,2,413,COLAB,0.43413729128014844,0.3790322580645161,0.39368524913665515
42,0.8,Tess,PT,2,413,COLAB,0.4188948306595366,0.3495419309372798,0.3691919191919192
43,0.8,Tess,PT,2,413,COLAB,0.4214711729622267,0.35069699192956716,0.3697749196141479
44,0.8,Tess,PT,2,413,COLAB,0.4405850091407678,0.2862566438876234,0.3315450643776824
45,0.8,Tess,PT,2,413,COLAB,0.421875,0.3250909090909091,0.3513513513513513
46,0.8,Tess,PT,2,413,COLAB,0.45378151260504207,0.2733423545331529,0.3251326579835987
47,0.8,Tess,PT,2,413,COLAB,0.4063545150501672,0.3995006242197253,0.40136363636363637
48,0.8,Tess,PT,2,413,COLAB,0.45531197301854975,0.3949224259520452,0.4127299850820487
49,0.8,Tess,PT,2,413,COLAB,0.43700787401574803,0.295836376917458,0.3340436867341502
50,0.8,Tess,PT,2,413,COLAB,0.4217687074829932,0.32350971198928336,0.3512734262373859
1,0.8,Tess,PT,7,413,COLAB,0.3846153846153846,0.2222222222222222,0.275
2,0.8,Tess,PT,7,413,COLAB,0.3142857142857143,0.11290322580645162,0.18556701030927836
3,0.8,Tess,PT,7,413,COLAB,0.3529411764705882,0.03703703703703709,0.15909090909090906
4,0.8,Tess,PT,7,413,COLAB,0.33333333333333337,0.1785714285714286,0.23913043478260865
5,0.8,Tess,PT,7,413,COLAB,0.2941176470588235,0.2222222222222222,0.25
6,0.8,Tess,PT,7,413,COLAB,0,0.12121212121212122,0.10810810810810811
7,0.8,Tess,PT,7,413,COLAB,0.17647058823529416,0.29166666666666663,0.24390243902439024
8,0.8,Tess,PT,7,413,COLAB,0.11111111111111116,0.16129032258064513,0.15000000000000002
9,0.8,Tess,PT,7,413,COLAB,0.34782608695652173,0.17307692307692313,0.22666666666666668
10,0.8,Tess,PT,7,413,COLAB,0.2142857142857143,0.2727272727272727,0.25531914893617025
11,0.8,Tess,PT,7,413,COLAB,0.5555555555555556,0.038461538461538436,0.17142857142857137
12,0.8,Tess,PT,7,413,COLAB,0.4,0.1333333333333333,0.24
13,0.8,Tess,PT,7,413,COLAB,0.3571428571428571,0.33333333333333337,0.33999999999999997
14,0.8,Tess,PT,7,413,COLAB,0.11111111111111116,0.17647058823529416,0.16279069767441856
15,0.8,Tess,PT,7,413,COLAB,0.09090909090909094,0.1428571428571429,0.125
16,0.8,Tess,PT,7,413,COLAB,0.2857142857142857,0.2857142857142857,0.2857142857142857
17,0.8,Tess,PT,7,413,COLAB,0.33333333333333337,0.27586206896551724,0.29268292682926833
18,0.8,Tess,PT,7,413,COLAB,0.23076923076923073,0.1428571428571429,0.1707317073170732
19,0.8,Tess,PT,7,413,COLAB,0.1578947368421053,0.19512195121951215,0.18333333333333335
20,0.8,Tess,PT,7,413,COLAB,0.31999999999999995,0.11111111111111116,0.18571428571428572
21,0.8,Tess,PT,7,413,COLAB,0.33333333333333337,0.22580645161290325,0.26530612244897955
22,0.8,Tess,PT,7,413,COLAB,0,0.1132075471698113,0.08571428571428574
23,0.8,Tess,PT,7,413,COLAB,0.04761904761904767,0.23404255319148937,0.17647058823529416
24,0.8,Tess,PT,7,413,COLAB,0.07692307692307687,0.24,0.1842105263157895
25,0.8,Tess,PT,7,413,COLAB,0.35,0.2432432432432432,0.2807017543859649
26,0.8,Tess,PT,7,413,COLAB,0.23076923076923073,0.09523809523809523,0.11842105263157898
27,0.8,Tess,PT,7,413,COLAB,0.4285714285714286,0.2777777777777778,0.31999999999999995
28,0.8,Tess,PT,7,413,COLAB,0,0.1333333333333333,0.09523809523809523
29,0.8,Tess,PT,7,413,COLAB,0.30000000000000004,0.17808219178082196,0.20430107526881724
30,0.8,Tess,PT,7,413,COLAB,0.1333333333333333,0.2033898305084746,0.1797752808988764
31,0.8,Tess,PT,7,413,COLAB,0.08333333333333337,0.11538461538461542,0.10526315789473684
32,0.8,Tess,PT,7,413,COLAB,0.33333333333333337,0.21739130434782605,0.2682926829268293
33,0.8,Tess,PT,7,413,COLAB,0.16666666666666663,0.2142857142857143,0.19999999999999996
34,0.8,Tess,PT,7,413,COLAB,0.11111111111111116,0.16129032258064513,0.15000000000000002
35,0.8,Tess,PT,7,413,COLAB,0.4285714285714286,0.14814814814814814,0.24390243902439024
36,0.8,Tess,PT,7,413,COLAB,0.368421052631579,0.12903225806451613,0.21999999999999997
37,0.8,Tess,PT,7,413,COLAB,0.17647058823529416,0.23809523809523814,0.21052631578947367
38,0.8,Tess,PT,7,413,COLAB,0.25,0.09090909090909094,0.1333333333333333
39,0.8,Tess,PT,7,413,COLAB,0.2727272727272727,0.18518518518518523,0.21052631578947367
40,0.8,Tess,PT,7,413,COLAB,0,0.052631578947368474,0.038461538461538436
41,0.8,Tess,PT,7,413,COLAB,0.1333333333333333,0.07692307692307687,0.09756097560975607
42,0.8,Tess,PT,7,413,COLAB,0.2222222222222222,0.03703703703703709,0.08333333333333337
43,0.8,Tess,PT,7,413,COLAB,0.1875,0.2558139534883721,0.23728813559322037
44,0.8,Tess,PT,7,413,COLAB,0.2272727272727273,0.18000000000000005,0.19444444444444442
45,0.8,Tess,PT,7,413,COLAB,0.25,0.2571428571428571,0.2558139534883721
46,0.8,Tess,PT,7,413,COLAB,0.2142857142857143,0.23188405797101452,0.22680412371134018
47,0.8,Tess,PT,7,413,COLAB,0.23809523809523814,0.15873015873015872,0.1785714285714286
48,0.8,Tess,PT,7,413,COLAB,0.15384615384615385,0.2222222222222222,0.19999999999999996
49,0.8,Tess,PT,7,413,COLAB,0.1428571428571429,0.09999999999999998,0.11764705882352944
50,0.8,Tess,PT,7,413,COLAB,0.0714285714285714,0.1428571428571429,0.11428571428571432
1,0.2,All,Small,13,413,COLAB,0.9287486706841546,0.7147037307973665,0.8588825214899714
2,0.2,All,Small,13,413,COLAB,0.935692412385165,0.7142857142857143,0.868739615475908
3,0.2,All,Small,13,413,COLAB,0.9226878612716763,0.7402597402597403,0.8574744661095636
4,0.2,All,Small,13,413,COLAB,0.935229609321453,0.744712990936556,0.8757661480433758
5,0.2,All,Small,13,413,COLAB,0.9343039772727273,0.7067783701447068,0.8619520465003633
6,0.2,All,Small,13,413,COLAB,0.93296853625171,0.7402496099843994,0.874227294341417
7,0.2,All,Small,13,413,COLAB,0.9347966429954809,0.7571533382245048,0.8805200627661959
8,0.2,All,Small,13,413,COLAB,0.9289082335872325,0.7412746585735963,0.8682208588957055
9,0.2,All,Small,13,413,COLAB,0.9404296875,0.7113095238095238,0.870697463768116
10,0.2,All,Small,13,413,COLAB,0.931899641577061,0.7494692144373674,0.8705686414465857
11,0.2,All,Small,13,413,COLAB,0.9420041180507893,0.7592592592592593,0.8890784982935154
12,0.2,All,Small,13,413,COLAB,0.9405940594059405,0.7419847328244276,0.8806451612903226
13,0.2,All,Small,13,413,COLAB,0.932902762827413,0.7691734921816828,0.8796610169491526
