replica,network,population,sigma,true_model,net_size,colab_cond,RR
31,TOM,All,0.8,7,484,COLAB,0.31377188831045905
32,TOM,All,0.8,7,484,COLAB,0.3068382538480949
33,TOM,All,0.8,7,484,COLAB,0.3327900027166531
34,TOM,All,0.8,7,484,COLAB,0.30725
35,TOM,All,0.8,7,484,COLAB,0.32703862660944205
36,TOM,All,0.8,7,484,COLAB,0.310017934921855
37,TOM,All,0.8,7,484,COLAB,0.28742058449809404
38,TOM,All,0.8,7,484,COLAB,0.2956544231764097
39,TOM,All,0.8,7,484,COLAB,0.3108982035928144
40,TOM,All,0.8,7,484,COLAB,0.30692549842602307
41,TOM,All,0.8,7,484,COLAB,0.2948328267477204
42,TOM,All,0.8,7,484,COLAB,0.2973421926910299
43,TOM,All,0.8,7,484,COLAB,0.3000920527769254
44,TOM,All,0.8,7,484,COLAB,0.32716731087796797
45,TOM,All,0.8,7,484,COLAB,0.2967185761957731
46,TOM,All,0.8,7,484,COLAB,0.2677868206878446
47,TOM,All,0.8,7,484,COLAB,0.305908203125
48,TOM,All,0.8,7,484,COLAB,0.32909963307931134
49,TOM,All,0.8,7,484,COLAB,0.3251643753735804
50,TOM,All,0.8,7,484,COLAB,0.3050519700265893
1,TOM,All,0.8,7,484,NOLAB,0.24651303820497272
2,TOM,All,0.8,7,484,NOLAB,0.2923260674828307
3,TOM,All,0.8,7,484,NOLAB,0.2726733847065797
4,TOM,All,0.8,7,484,NOLAB,0.28987880773010155
5,TOM,All,0.8,7,484,NOLAB,0.28310643564356436
6,TOM,All,0.8,7,484,NOLAB,0.29450757575757575
7,TOM,All,0.8,7,484,NOLAB,0.278982364845331
8,TOM,All,0.8,7,484,NOLAB,0.2533373786407767
9,TOM,All,0.8,7,484,NOLAB,0.2767090855282628
10,TOM,All,0.8,7,484,NOLAB,0.28049482163406214
11,TOM,All,0.8,7,484,NOLAB,0.2752933713923248
12,TOM,All,0.8,7,484,NOLAB,0.2647845468053492
13,TOM,All,0.8,7,484,NOLAB,0.27239819004524884
14,TOM,All,0.8,7,484,NOLAB,0.28850259225373587
15,TOM,All,0.8,7,484,NOLAB,0.2501456027955737
16,TOM,All,0.8,7,484,NOLAB,0.26404833836858005
17,TOM,All,0.8,7,484,NOLAB,0.27647610121836924
18,TOM,All,0.8,7,484,NOLAB,0.2702621271467309
19,TOM,All,0.8,7,484,NOLAB,0.2784243509400179
20,TOM,All,0.8,7,484,NOLAB,0.26116207951070336
21,TOM,All,0.8,7,484,NOLAB,0.2540834845735027
22,TOM,All,0.8,7,484,NOLAB,0.26862237561115904
23,TOM,All,0.8,7,484,NOLAB,0.2651255707762557
24,TOM,All,0.8,7,484,NOLAB,0.2734741784037559
25,TOM,All,0.8,7,484,NOLAB,0.2796969696969697
26,TOM,All,0.8,7,484,NOLAB,0.2599388379204893
27,TOM,All,0.8,7,484,NOLAB,0.28129927467675814
28,TOM,All,0.8,7,484,NOLAB,0.2704365660709054
29,TOM,All,0.8,7,484,NOLAB,0.24339839265212398
30,TOM,All,0.8,7,484,NOLAB,0.3047923322683706
31,TOM,All,0.8,7,484,NOLAB,0.2764865680651977
32,TOM,All,0.8,7,484,NOLAB,0.24586423274386765
33,TOM,All,0.8,7,484,NOLAB,0.265792610250298
34,TOM,All,0.8,7,484,NOLAB,0.2533373786407767
35,TOM,All,0.8,7,484,NOLAB,0.26277793820386947
36,TOM,All,0.8,7,484,NOLAB,0.26135310472659873
37,TOM,All,0.8,7,484,NOLAB,0.2710644677661169
38,TOM,All,0.8,7,484,NOLAB,0.2695778748180495
39,TOM,All,0.8,7,484,NOLAB,0.2738372093023256
40,TOM,All,0.8,7,484,NOLAB,0.25396367829345634
41,TOM,All,0.8,7,484,NOLAB,0.2706436420722135
42,TOM,All,0.8,7,484,NOLAB,0.2620060790273556
43,TOM,All,0.8,7,484,NOLAB,0.27217311795184396
44,TOM,All,0.8,7,484,NOLAB,0.2641671436748712
45,TOM,All,0.8,7,484,NOLAB,0.2628977448254557
46,TOM,All,0.8,7,484,NOLAB,0.27208380520951303
47,TOM,All,0.8,7,484,NOLAB,0.27686350435624396
48,TOM,All,0.8,7,484,NOLAB,0.2627943485086342
49,TOM,All,0.8,7,484,NOLAB,0.2820746132848044
50,TOM,All,0.8,7,484,NOLAB,0.26900763358778623
1,TOM,Bo,0.2,13,484,COLAB,0.4294937138973836
2,TOM,Bo,0.2,13,484,COLAB,0.4495628782784129
3,TOM,Bo,0.2,13,484,COLAB,0.4468234468234468
4,TOM,Bo,0.2,13,484,COLAB,0.43462513582035495
5,TOM,Bo,0.2,13,484,COLAB,0.5060024009603842
6,TOM,Bo,0.2,13,484,COLAB,0.5544488711819389
7,TOM,Bo,0.2,13,484,COLAB,0.510483870967742
8,TOM,Bo,0.2,13,484,COLAB,0.49254349627174815
9,TOM,Bo,0.2,13,484,COLAB,0.5102553369610716
10,TOM,Bo,0.2,13,484,COLAB,0.4523171198774416
11,TOM,Bo,0.2,13,484,COLAB,0.5489601386481803
12,TOM,Bo,0.2,13,484,COLAB,0.5199328577423415
13,TOM,Bo,0.2,13,484,COLAB,0.5109257052046087
14,TOM,Bo,0.2,13,484,COLAB,0.5023492560689116
15,TOM,Bo,0.2,13,484,COLAB,0.48727687048993545
16,TOM,Bo,0.2,13,484,COLAB,0.5246985608712563
17,TOM,Bo,0.2,13,484,COLAB,0.5050125313283208
18,TOM,Bo,0.2,13,484,COLAB,0.47984711605281444
19,TOM,Bo,0.2,13,484,COLAB,0.5271966527196653
20,TOM,Bo,0.2,13,484,COLAB,0.44768501640539554
21,TOM,Bo,0.2,13,484,COLAB,0.4535031847133758
22,TOM,Bo,0.2,13,484,COLAB,0.5484158857652833
23,TOM,Bo,0.2,13,484,COLAB,0.4642109669317706
24,TOM,Bo,0.2,13,484,COLAB,0.5323765020026703
25,TOM,Bo,0.2,13,484,COLAB,0.3940132265924121
26,TOM,Bo,0.2,13,484,COLAB,0.47147766323024054
27,TOM,Bo,0.2,13,484,COLAB,0.5027696318018898
28,TOM,Bo,0.2,13,484,COLAB,0.44967587853974755
29,TOM,Bo,0.2,13,484,COLAB,0.4650412334169953
30,TOM,Bo,0.2,13,484,COLAB,0.4752663622526636
31,TOM,Bo,0.2,13,484,COLAB,0.4612546125461255
32,TOM,Bo,0.2,13,484,COLAB,0.5110336817653891
33,TOM,Bo,0.2,13,484,COLAB,0.3902733118971061
34,TOM,Bo,0.2,13,484,COLAB,0.49254349627174815
35,TOM,Bo,0.2,13,484,COLAB,0.4642635177128651
36,TOM,Bo,0.2,13,484,COLAB,0.44762996941896027
37,TOM,Bo,0.2,13,484,COLAB,0.5269953051643192
38,TOM,Bo,0.2,13,484,COLAB,0.4742881427964301
39,TOM,Bo,0.2,13,484,COLAB,0.46177504393673113
40,TOM,Bo,0.2,13,484,COLAB,0.5041866028708134
41,TOM,Bo,0.2,13,484,COLAB,0.4808106942647693
42,TOM,Bo,0.2,13,484,COLAB,0.4505358615004122
43,TOM,Bo,0.2,13,484,COLAB,0.5646802325581395
44,TOM,Bo,0.2,13,484,COLAB,0.47716428084526247
45,TOM,Bo,0.2,13,484,COLAB,0.5179856115107914
46,TOM,Bo,0.2,13,484,COLAB,0.5963473723443906
47,TOM,Bo,0.2,13,484,COLAB,0.43212435233160623
48,TOM,Bo,0.2,13,484,COLAB,0.5479406919275124
49,TOM,Bo,0.2,13,484,COLAB,0.6130007558578987
50,TOM,Bo,0.2,13,484,COLAB,0.45440729483282677
1,TOM,Bo,0.2,13,484,NOLAB,0.4077334171644137
2,TOM,Bo,0.2,13,484,NOLAB,0.3961820851688693
3,TOM,Bo,0.2,13,484,NOLAB,0.41397995123272824
4,TOM,Bo,0.2,13,484,NOLAB,0.4342909535452323
5,TOM,Bo,0.2,13,484,NOLAB,0.43119015047879616
6,TOM,Bo,0.2,13,484,NOLAB,0.44649021864211735
7,TOM,Bo,0.2,13,484,NOLAB,0.41460506706408345
8,TOM,Bo,0.2,13,484,NOLAB,0.401949860724234
9,TOM,Bo,0.2,13,484,NOLAB,0.41173152848279754
10,TOM,Bo,0.2,13,484,NOLAB,0.42620481927710846
11,TOM,Bo,0.2,13,484,NOLAB,0.4360135900339751
12,TOM,Bo,0.2,13,484,NOLAB,0.418054110301769
13,TOM,Bo,0.2,13,484,NOLAB,0.4159651669085631
14,TOM,Bo,0.2,13,484,NOLAB,0.4378917378917379
15,TOM,Bo,0.2,13,484,NOLAB,0.4281828073993471
16,TOM,Bo,0.2,13,484,NOLAB,0.395516191530584
17,TOM,Bo,0.2,13,484,NOLAB,0.4226415094339623
18,TOM,Bo,0.2,13,484,NOLAB,0.4312463428905793
19,TOM,Bo,0.2,13,484,NOLAB,0.3902232269002543
20,TOM,Bo,0.2,13,484,NOLAB,0.42461163569905574
21,TOM,Bo,0.2,13,484,NOLAB,0.4214017882895875
22,TOM,Bo,0.2,13,484,NOLAB,0.4298898481690979
23,TOM,Bo,0.2,13,484,NOLAB,0.4197459584295612
24,TOM,Bo,0.2,13,484,NOLAB,0.42486608401466025
25,TOM,Bo,0.2,13,484,NOLAB,0.4136018680677175
26,TOM,Bo,0.2,13,484,NOLAB,0.4892210405288876
27,TOM,Bo,0.2,13,484,NOLAB,0.4487259167184587
28,TOM,Bo,0.2,13,484,NOLAB,0.40621230398069963
29,TOM,Bo,0.2,13,484,NOLAB,0.42000576535024503
30,TOM,Bo,0.2,13,484,NOLAB,0.4046997389033943
31,TOM,Bo,0.2,13,484,NOLAB,0.4097504352872896
32,TOM,Bo,0.2,13,484,NOLAB,0.4244604316546763
33,TOM,Bo,0.2,13,484,NOLAB,0.3759114231704024
34,TOM,Bo,0.2,13,484,NOLAB,0.401949860724234
35,TOM,Bo,0.2,13,484,NOLAB,0.4336579427875837
36,TOM,Bo,0.2,13,484,NOLAB,0.4153846153846154
37,TOM,Bo,0.2,13,484,NOLAB,0.45045308389359834
38,TOM,Bo,0.2,13,484,NOLAB,0.42544254425442546
39,TOM,Bo,0.2,13,484,NOLAB,0.40561896400351183
40,TOM,Bo,0.2,13,484,NOLAB,0.4582582582582583
41,TOM,Bo,0.2,13,484,NOLAB,0.4041850220264317
42,TOM,Bo,0.2,13,484,NOLAB,0.42650103519668736
43,TOM,Bo,0.2,13,484,NOLAB,0.42255990648743424
44,TOM,Bo,0.2,13,484,NOLAB,0.3963486454652532
45,TOM,Bo,0.2,13,484,NOLAB,0.43037974683544306
46,TOM,Bo,0.2,13,484,NOLAB,0.4281801582471089
47,TOM,Bo,0.2,13,484,NOLAB,0.43828789211374963
48,TOM,Bo,0.2,13,484,NOLAB,0.4439112177564487
49,TOM,Bo,0.2,13,484,NOLAB,0.4515268307144975
50,TOM,Bo,0.2,13,484,NOLAB,0.43195761293920804
1,TOM,Bo,0.2,2,484,COLAB,0.2753584705257568
2,TOM,Bo,0.2,2,484,COLAB,0.26911417985853825
3,TOM,Bo,0.2,2,484,COLAB,0.2877030162412993
4,TOM,Bo,0.2,2,484,COLAB,0.3016134343101745
5,TOM,Bo,0.2,2,484,COLAB,0.28052708638360174
6,TOM,Bo,0.2,2,484,COLAB,0.2924886191198786
7,TOM,Bo,0.2,2,484,COLAB,0.2729044834307992
8,TOM,Bo,0.2,2,484,COLAB,0.25778766687857596
9,TOM,Bo,0.2,2,484,COLAB,0.2549511854951185
10,TOM,Bo,0.2,2,484,COLAB,0.2627410468319559
11,TOM,Bo,0.2,2,484,COLAB,0.2441860465116279
12,TOM,Bo,0.2,2,484,COLAB,0.26714021000617666
13,TOM,Bo,0.2,2,484,COLAB,0.281485780615206
14,TOM,Bo,0.2,2,484,COLAB,0.2738960313024036
15,TOM,Bo,0.2,2,484,COLAB,0.2727543129089827
16,TOM,Bo,0.2,2,484,COLAB,0.2586365025985937
17,TOM,Bo,0.2,2,484,COLAB,0.25812385039852853
18,TOM,Bo,0.2,2,484,COLAB,0.27204865910975945
19,TOM,Bo,0.2,2,484,COLAB,0.2473771397018222
20,TOM,Bo,0.2,2,484,COLAB,0.29394626092586595
21,TOM,Bo,0.2,2,484,COLAB,0.2646420824295011
22,TOM,Bo,0.2,2,484,COLAB,0.2776659959758551
23,TOM,Bo,0.2,2,484,COLAB,0.27586206896551724
24,TOM,Bo,0.2,2,484,COLAB,0.2541716328963051
25,TOM,Bo,0.2,2,484,COLAB,0.2862953692115144
26,TOM,Bo,0.2,2,484,COLAB,0.269267364414843
27,TOM,Bo,0.2,2,484,COLAB,0.27854824431985836
28,TOM,Bo,0.2,2,484,COLAB,0.26374269005847956
29,TOM,Bo,0.2,2,484,COLAB,0.23791520388873885
30,TOM,Bo,0.2,2,484,COLAB,0.2708568207440812
31,TOM,Bo,0.2,2,484,COLAB,0.27422454021410925
32,TOM,Bo,0.2,2,484,COLAB,0.26068965517241377
33,TOM,Bo,0.2,2,484,COLAB,0.2825561312607945
34,TOM,Bo,0.2,2,484,COLAB,0.25778766687857596
35,TOM,Bo,0.2,2,484,COLAB,0.26111283804787067
36,TOM,Bo,0.2,2,484,COLAB,0.2607162235485621
37,TOM,Bo,0.2,2,484,COLAB,0.279379956741168
38,TOM,Bo,0.2,2,484,COLAB,0.27253371185237757
39,TOM,Bo,0.2,2,484,COLAB,0.2744665194996321
40,TOM,Bo,0.2,2,484,COLAB,0.27349678925861065
41,TOM,Bo,0.2,2,484,COLAB,0.24808965868568517
42,TOM,Bo,0.2,2,484,COLAB,0.2494773519163763
43,TOM,Bo,0.2,2,484,COLAB,0.24249228178501264
44,TOM,Bo,0.2,2,484,COLAB,0.2857142857142857
45,TOM,Bo,0.2,2,484,COLAB,0.27655376520881286
46,TOM,Bo,0.2,2,484,COLAB,0.27098189797037847
47,TOM,Bo,0.2,2,484,COLAB,0.25626043405676124
48,TOM,Bo,0.2,2,484,COLAB,0.266412421683465
49,TOM,Bo,0.2,2,484,COLAB,0.25771115595272415
50,TOM,Bo,0.2,2,484,COLAB,0.26109361580303464
1,TOM,Bo,0.2,2,484,NOLAB,0.25931842385516507
2,TOM,Bo,0.2,2,484,NOLAB,0.24653121902874134
3,TOM,Bo,0.2,2,484,NOLAB,0.24783576552065298
4,TOM,Bo,0.2,2,484,NOLAB,0.2584353911522119
5,TOM,Bo,0.2,2,484,NOLAB,0.2687145069695405
6,TOM,Bo,0.2,2,484,NOLAB,0.22679640718562874
7,TOM,Bo,0.2,2,484,NOLAB,0.24248447204968945
8,TOM,Bo,0.2,2,484,NOLAB,0.2553930076865857
9,TOM,Bo,0.2,2,484,NOLAB,0.23717026378896883
10,TOM,Bo,0.2,2,484,NOLAB,0.2427544632506376
11,TOM,Bo,0.2,2,484,NOLAB,0.26257861635220126
12,TOM,Bo,0.2,2,484,NOLAB,0.24601422614667648
13,TOM,Bo,0.2,2,484,NOLAB,0.2508582638548308
14,TOM,Bo,0.2,2,484,NOLAB,0.25253807106598986
15,TOM,Bo,0.2,2,484,NOLAB,0.2553191489361702
16,TOM,Bo,0.2,2,484,NOLAB,0.2556710775047259
17,TOM,Bo,0.2,2,484,NOLAB,0.22636876994844096
18,TOM,Bo,0.2,2,484,NOLAB,0.23490589098020043
19,TOM,Bo,0.2,2,484,NOLAB,0.23655365791486108
20,TOM,Bo,0.2,2,484,NOLAB,0.2298151181839457
21,TOM,Bo,0.2,2,484,NOLAB,0.24300779458963778
22,TOM,Bo,0.2,2,484,NOLAB,0.2621684264743755
23,TOM,Bo,0.2,2,484,NOLAB,0.2544945131916881
24,TOM,Bo,0.2,2,484,NOLAB,0.264313507504169
25,TOM,Bo,0.2,2,484,NOLAB,0.24297558728696453
26,TOM,Bo,0.2,2,484,NOLAB,0.2417610710607621
27,TOM,Bo,0.2,2,484,NOLAB,0.24580861490843436
28,TOM,Bo,0.2,2,484,NOLAB,0.24924471299093656
29,TOM,Bo,0.2,2,484,NOLAB,0.2445952740070387
30,TOM,Bo,0.2,2,484,NOLAB,0.24549960866162274
31,TOM,Bo,0.2,2,484,NOLAB,0.2656132430398796
32,TOM,Bo,0.2,2,484,NOLAB,0.22798295454545456
33,TOM,Bo,0.2,2,484,NOLAB,0.2454111139049535
34,TOM,Bo,0.2,2,484,NOLAB,0.2553930076865857
35,TOM,Bo,0.2,2,484,NOLAB,0.24854171950291656
36,TOM,Bo,0.2,2,484,NOLAB,0.24802110817941952
37,TOM,Bo,0.2,2,484,NOLAB,0.2375705455522709
38,TOM,Bo,0.2,2,484,NOLAB,0.25659301496792586
39,TOM,Bo,0.2,2,484,NOLAB,0.2422918807810894
40,TOM,Bo,0.2,2,484,NOLAB,0.2477088948787062
41,TOM,Bo,0.2,2,484,NOLAB,0.2363680623174294
42,TOM,Bo,0.2,2,484,NOLAB,0.23166869671132764
43,TOM,Bo,0.2,2,484,NOLAB,0.23974389376333888
44,TOM,Bo,0.2,2,484,NOLAB,0.23269689737470167
45,TOM,Bo,0.2,2,484,NOLAB,0.25573010558846254
46,TOM,Bo,0.2,2,484,NOLAB,0.2536214675848967
47,TOM,Bo,0.2,2,484,NOLAB,0.2656286860108516
48,TOM,Bo,0.2,2,484,NOLAB,0.22883087400681043
49,TOM,Bo,0.2,2,484,NOLAB,0.23892745989944936
50,TOM,Bo,0.2,2,484,NOLAB,0.24609897458760588
1,TOM,Bo,0.2,7,484,COLAB,0.3134191176470588
2,TOM,Bo,0.2,7,484,COLAB,0.37835671342685373
3,TOM,Bo,0.2,7,484,COLAB,0.37367303609341823
4,TOM,Bo,0.2,7,484,COLAB,0.3879310344827586
5,TOM,Bo,0.2,7,484,COLAB,0.34537847090148344
6,TOM,Bo,0.2,7,484,COLAB,0.32994555353901994
7,TOM,Bo,0.2,7,484,COLAB,0.3428354237932345
8,TOM,Bo,0.2,7,484,COLAB,0.32159945317840055
9,TOM,Bo,0.2,7,484,COLAB,0.3454096335940716
10,TOM,Bo,0.2,7,484,COLAB,0.3485447358965146
11,TOM,Bo,0.2,7,484,COLAB,0.31658468025298664
12,TOM,Bo,0.2,7,484,COLAB,0.34133611691022964
13,TOM,Bo,0.2,7,484,COLAB,0.33472803347280333
14,TOM,Bo,0.2,7,484,COLAB,0.36998191681735987
15,TOM,Bo,0.2,7,484,COLAB,0.3202247191011236
16,TOM,Bo,0.2,7,484,COLAB,0.31262262916939176
17,TOM,Bo,0.2,7,484,COLAB,0.3709362808842653
18,TOM,Bo,0.2,7,484,COLAB,0.31551901336073995
19,TOM,Bo,0.2,7,484,COLAB,0.34124629080118696
20,TOM,Bo,0.2,7,484,COLAB,0.38182484426529867
21,TOM,Bo,0.2,7,484,COLAB,0.3547426626967248
22,TOM,Bo,0.2,7,484,COLAB,0.41627595445411925
23,TOM,Bo,0.2,7,484,COLAB,0.33236363636363636
24,TOM,Bo,0.2,7,484,COLAB,0.3524019068573524
25,TOM,Bo,0.2,7,484,COLAB,0.33544839255499154
26,TOM,Bo,0.2,7,484,COLAB,0.2893343419062027
27,TOM,Bo,0.2,7,484,COLAB,0.3128321943811693
28,TOM,Bo,0.2,7,484,COLAB,0.3891910265125765
29,TOM,Bo,0.2,7,484,COLAB,0.3720666161998486
30,TOM,Bo,0.2,7,484,COLAB,0.35624237494916633
31,TOM,Bo,0.2,7,484,COLAB,0.399404367968233
32,TOM,Bo,0.2,7,484,COLAB,0.3656716417910448
33,TOM,Bo,0.2,7,484,COLAB,0.4079147640791476
34,TOM,Bo,0.2,7,484,COLAB,0.32159945317840055
35,TOM,Bo,0.2,7,484,COLAB,0.30754536771728747
36,TOM,Bo,0.2,7,484,COLAB,0.38226059654631084
37,TOM,Bo,0.2,7,484,COLAB,0.4228356336260979
38,TOM,Bo,0.2,7,484,COLAB,0.3306861499364676
39,TOM,Bo,0.2,7,484,COLAB,0.3309885227693447
40,TOM,Bo,0.2,7,484,COLAB,0.4142857142857143
41,TOM,Bo,0.2,7,484,COLAB,0.31629149179702404
42,TOM,Bo,0.2,7,484,COLAB,0.3700594613501224
43,TOM,Bo,0.2,7,484,COLAB,0.33935670401156487
44,TOM,Bo,0.2,7,484,COLAB,0.3648702594810379
45,TOM,Bo,0.2,7,484,COLAB,0.33014354066985646
46,TOM,Bo,0.2,7,484,COLAB,0.3261399234249913
47,TOM,Bo,0.2,7,484,COLAB,0.32214060860440713
48,TOM,Bo,0.2,7,484,COLAB,0.3353015605229861
49,TOM,Bo,0.2,7,484,COLAB,0.33008763388510226
50,TOM,Bo,0.2,7,484,COLAB,0.3696546052631579
1,TOM,Bo,0.2,7,484,NOLAB,0.32047832585949176
2,TOM,Bo,0.2,7,484,NOLAB,0.2900510970844605
3,TOM,Bo,0.2,7,484,NOLAB,0.2951240376390077
4,TOM,Bo,0.2,7,484,NOLAB,0.29400168966488316
5,TOM,Bo,0.2,7,484,NOLAB,0.27944507361268406
6,TOM,Bo,0.2,7,484,NOLAB,0.2940005686664771
7,TOM,Bo,0.2,7,484,NOLAB,0.3228631833282996
8,TOM,Bo,0.2,7,484,NOLAB,0.3078302450687388
9,TOM,Bo,0.2,7,484,NOLAB,0.3118961352657005
10,TOM,Bo,0.2,7,484,NOLAB,0.28377598152424943
11,TOM,Bo,0.2,7,484,NOLAB,0.2852028639618138
12,TOM,Bo,0.2,7,484,NOLAB,0.2865152789458929
13,TOM,Bo,0.2,7,484,NOLAB,0.277868406742795
14,TOM,Bo,0.2,7,484,NOLAB,0.312385600976205
15,TOM,Bo,0.2,7,484,NOLAB,0.3072799097065463
16,TOM,Bo,0.2,7,484,NOLAB,0.2982456140350877
17,TOM,Bo,0.2,7,484,NOLAB,0.3108031674208145
18,TOM,Bo,0.2,7,484,NOLAB,0.3101013202333436
19,TOM,Bo,0.2,7,484,NOLAB,0.27765042979942695
20,TOM,Bo,0.2,7,484,NOLAB,0.29577072899276574
21,TOM,Bo,0.2,7,484,NOLAB,0.309462915601023
22,TOM,Bo,0.2,7,484,NOLAB,0.2758800521512386
23,TOM,Bo,0.2,7,484,NOLAB,0.3144977168949772
24,TOM,Bo,0.2,7,484,NOLAB,0.31668077900084673
25,TOM,Bo,0.2,7,484,NOLAB,0.3092979127134725
26,TOM,Bo,0.2,7,484,NOLAB,0.3105627445079747
27,TOM,Bo,0.2,7,484,NOLAB,0.3001179245283019
28,TOM,Bo,0.2,7,484,NOLAB,0.2834997372569627
29,TOM,Bo,0.2,7,484,NOLAB,0.31419847328244277
30,TOM,Bo,0.2,7,484,NOLAB,0.3184438040345821
31,TOM,Bo,0.2,7,484,NOLAB,0.29026798307475316
32,TOM,Bo,0.2,7,484,NOLAB,0.3011111111111111
33,TOM,Bo,0.2,7,484,NOLAB,0.2740740740740741
34,TOM,Bo,0.2,7,484,NOLAB,0.3078302450687388
35,TOM,Bo,0.2,7,484,NOLAB,0.2783357245337159
36,TOM,Bo,0.2,7,484,NOLAB,0.29501698754246886
37,TOM,Bo,0.2,7,484,NOLAB,0.32943525385054195
38,TOM,Bo,0.2,7,484,NOLAB,0.28751096811933313
39,TOM,Bo,0.2,7,484,NOLAB,0.2880418970032005
40,TOM,Bo,0.2,7,484,NOLAB,0.31414081145584727
41,TOM,Bo,0.2,7,484,NOLAB,0.29431626336522226
42,TOM,Bo,0.2,7,484,NOLAB,0.2777926600589338
43,TOM,Bo,0.2,7,484,NOLAB,0.27716794731064764
44,TOM,Bo,0.2,7,484,NOLAB,0.29667936853565596
45,TOM,Bo,0.2,7,484,NOLAB,0.28454842219804133
46,TOM,Bo,0.2,7,484,NOLAB,0.2962308598351001
47,TOM,Bo,0.2,7,484,NOLAB,0.30895227336910475
48,TOM,Bo,0.2,7,484,NOLAB,0.30522430437251563
49,TOM,Bo,0.2,7,484,NOLAB,0.2890666666666667
50,TOM,Bo,0.2,7,484,NOLAB,0.31958762886597936
1,TOM,Bo,0.5,13,484,COLAB,0.6253858024691358
2,TOM,Bo,0.5,13,484,COLAB,0.5589898228420656
3,TOM,Bo,0.5,13,484,COLAB,0.6121478229052324
4,TOM,Bo,0.5,13,484,COLAB,0.6037735849056604
5,TOM,Bo,0.5,13,484,COLAB,0.6052167782869228
6,TOM,Bo,0.5,13,484,COLAB,0.5804940374787053
7,TOM,Bo,0.5,13,484,COLAB,0.6048289738430583
8,TOM,Bo,0.5,13,484,COLAB,0.5926186291739894
9,TOM,Bo,0.5,13,484,COLAB,0.5916398713826366
10,TOM,Bo,0.5,13,484,COLAB,0.6000690131124914
11,TOM,Bo,0.5,13,484,COLAB,0.5938775510204082
12,TOM,Bo,0.5,13,484,COLAB,0.6153562200073828
13,TOM,Bo,0.5,13,484,COLAB,0.591228796028134
14,TOM,Bo,0.5,13,484,COLAB,0.5932410423452769
15,TOM,Bo,0.5,13,484,COLAB,0.5958240119313944
16,TOM,Bo,0.5,13,484,COLAB,0.6085526315789473
17,TOM,Bo,0.5,13,484,COLAB,0.5519848771266541
18,TOM,Bo,0.5,13,484,COLAB,0.594414339308045
19,TOM,Bo,0.5,13,484,COLAB,0.5264043054154053
20,TOM,Bo,0.5,13,484,COLAB,0.5706214689265536
21,TOM,Bo,0.5,13,484,COLAB,0.5596601403768009
22,TOM,Bo,0.5,13,484,COLAB,0.5335771276595744
23,TOM,Bo,0.5,13,484,COLAB,0.59291683247115
24,TOM,Bo,0.5,13,484,COLAB,0.5562619198982836
25,TOM,Bo,0.5,13,484,COLAB,0.5636050021561018
26,TOM,Bo,0.5,13,484,COLAB,0.5517656500802568
27,TOM,Bo,0.5,13,484,COLAB,0.5724867724867725
28,TOM,Bo,0.5,13,484,COLAB,0.5655569256062475
29,TOM,Bo,0.5,13,484,COLAB,0.5856303660189788
30,TOM,Bo,0.5,13,484,COLAB,0.5899396378269618
31,TOM,Bo,0.5,13,484,COLAB,0.5632226781051847
32,TOM,Bo,0.5,13,484,COLAB,0.5619047619047619
33,TOM,Bo,0.5,13,484,COLAB,0.5518845974872033
34,TOM,Bo,0.5,13,484,COLAB,0.5926186291739894
35,TOM,Bo,0.5,13,484,COLAB,0.5856378233719893
36,TOM,Bo,0.5,13,484,COLAB,0.5789902280130294
37,TOM,Bo,0.5,13,484,COLAB,0.5737775854608395
38,TOM,Bo,0.5,13,484,COLAB,0.5735237360092629
39,TOM,Bo,0.5,13,484,COLAB,0.5700598802395209
40,TOM,Bo,0.5,13,484,COLAB,0.5848915482423336
41,TOM,Bo,0.5,13,484,COLAB,0.5726643598615917
42,TOM,Bo,0.5,13,484,COLAB,0.5909631391200951
43,TOM,Bo,0.5,13,484,COLAB,0.5632233176168024
44,TOM,Bo,0.5,13,484,COLAB,0.5848543689320388
45,TOM,Bo,0.5,13,484,COLAB,0.5968804159445408
46,TOM,Bo,0.5,13,484,COLAB,0.5502255022550225
47,TOM,Bo,0.5,13,484,COLAB,0.5627498001598721
48,TOM,Bo,0.5,13,484,COLAB,0.6042105263157894
49,TOM,Bo,0.5,13,484,COLAB,0.5679891488640217
50,TOM,Bo,0.5,13,484,COLAB,0.5843520782396088
1,TOM,Bo,0.5,13,484,NOLAB,0.5711111111111111
2,TOM,Bo,0.5,13,484,NOLAB,0.5800498753117207
3,TOM,Bo,0.5,13,484,NOLAB,0.5976203353163873
4,TOM,Bo,0.5,13,484,NOLAB,0.5885627530364372
5,TOM,Bo,0.5,13,484,NOLAB,0.5920212765957447
6,TOM,Bo,0.5,13,484,NOLAB,0.569280343716434
7,TOM,Bo,0.5,13,484,NOLAB,0.556553911205074
8,TOM,Bo,0.5,13,484,NOLAB,0.5659114315139032
9,TOM,Bo,0.5,13,484,NOLAB,0.593854748603352
10,TOM,Bo,0.5,13,484,NOLAB,0.5815856777493607
11,TOM,Bo,0.5,13,484,NOLAB,0.5653362493165665
12,TOM,Bo,0.5,13,484,NOLAB,0.577007700770077
13,TOM,Bo,0.5,13,484,NOLAB,0.5924441900400687
14,TOM,Bo,0.5,13,484,NOLAB,0.5691657866948258
15,TOM,Bo,0.5,13,484,NOLAB,0.5876623376623377
