replica,network,population,sigma,net_size,colab_cond,true_model,TAT_C
8,Lattice,Mave,0.5,484,NOLAB,13,0.13
9,Lattice,Mave,0.5,484,NOLAB,13,0.39
10,Lattice,Mave,0.5,484,NOLAB,13,0.39
11,Lattice,Mave,0.5,484,NOLAB,13,0.37
12,Lattice,Mave,0.5,484,NOLAB,13,0.67
13,Lattice,Mave,0.5,484,NOLAB,13,0.33
14,Lattice,Mave,0.5,484,NOLAB,13,0.65
15,Lattice,Mave,0.5,484,NOLAB,13,0.1
16,Lattice,Mave,0.5,484,NOLAB,13,0.34
17,Lattice,Mave,0.5,484,NOLAB,13,0.5
18,Lattice,Mave,0.5,484,NOLAB,13,0.13
19,Lattice,Mave,0.5,484,NOLAB,13,0.18
20,Lattice,Mave,0.5,484,NOLAB,13,0.07
21,Lattice,Mave,0.5,484,NOLAB,13,0.56
22,Lattice,Mave,0.5,484,NOLAB,13,0.21
23,Lattice,Mave,0.5,484,NOLAB,13,0.13
24,Lattice,Mave,0.5,484,NOLAB,13,0.74
25,Lattice,Mave,0.5,484,NOLAB,13,0.59
26,Lattice,Mave,0.5,484,NOLAB,13,0.26
27,Lattice,Mave,0.5,484,NOLAB,13,0.42
28,Lattice,Mave,0.5,484,NOLAB,13,0.13
29,Lattice,Mave,0.5,484,NOLAB,13,0.37
30,Lattice,Mave,0.5,484,NOLAB,13,0.47
31,Lattice,Mave,0.5,484,NOLAB,13,0.5
32,Lattice,Mave,0.5,484,NOLAB,13,0.87
33,Lattice,Mave,0.5,484,NOLAB,13,0.02
34,Lattice,Mave,0.5,484,NOLAB,13,0.13
35,Lattice,Mave,0.5,484,NOLAB,13,0.37
36,Lattice,Mave,0.5,484,NOLAB,13,0.77
37,Lattice,Mave,0.5,484,NOLAB,13,0.04
38,Lattice,Mave,0.5,484,NOLAB,13,0.37
39,Lattice,Mave,0.5,484,NOLAB,13,0.27
40,Lattice,Mave,0.5,484,NOLAB,13,0.31
41,Lattice,Mave,0.5,484,NOLAB,13,0.11
42,Lattice,Mave,0.5,484,NOLAB,13,0.16
43,Lattice,Mave,0.5,484,NOLAB,13,0.43
44,Lattice,Mave,0.5,484,NOLAB,13,0.32
45,Lattice,Mave,0.5,484,NOLAB,13,0.29
46,Lattice,Mave,0.5,484,NOLAB,13,0.35
47,Lattice,Mave,0.5,484,NOLAB,13,0.51
48,Lattice,Mave,0.5,484,NOLAB,13,0.17
49,Lattice,Mave,0.5,484,NOLAB,13,0.29
50,Lattice,Mave,0.5,484,NOLAB,13,0
1,Lattice,Mave,0.5,484,COLAB,2,0.94
2,Lattice,Mave,0.5,484,COLAB,2,0.99
3,Lattice,Mave,0.5,484,COLAB,2,0.99
4,Lattice,Mave,0.5,484,COLAB,2,0.96
5,Lattice,Mave,0.5,484,COLAB,2,0.98
6,Lattice,Mave,0.5,484,COLAB,2,0.98
7,Lattice,Mave,0.5,484,COLAB,2,0.99
8,Lattice,Mave,0.5,484,COLAB,2,0.97
9,Lattice,Mave,0.5,484,COLAB,2,0.97
10,Lattice,Mave,0.5,484,COLAB,2,0.97
11,Lattice,Mave,0.5,484,COLAB,2,0.98
12,Lattice,Mave,0.5,484,COLAB,2,0.99
13,Lattice,Mave,0.5,484,COLAB,2,0.93
14,Lattice,Mave,0.5,484,COLAB,2,0.99
15,Lattice,Mave,0.5,484,COLAB,2,0.99
16,Lattice,Mave,0.5,484,COLAB,2,0.99
17,Lattice,Mave,0.5,484,COLAB,2,0.99
18,Lattice,Mave,0.5,484,COLAB,2,1
19,Lattice,Mave,0.5,484,COLAB,2,0.99
20,Lattice,Mave,0.5,484,COLAB,2,0.97
21,Lattice,Mave,0.5,484,COLAB,2,0.98
22,Lattice,Mave,0.5,484,COLAB,2,0.98
23,Lattice,Mave,0.5,484,COLAB,2,0.98
24,Lattice,Mave,0.5,484,COLAB,2,0.97
25,Lattice,Mave,0.5,484,COLAB,2,1
26,Lattice,Mave,0.5,484,COLAB,2,0.98
27,Lattice,Mave,0.5,484,COLAB,2,0.99
28,Lattice,Mave,0.5,484,COLAB,2,0.99
29,Lattice,Mave,0.5,484,COLAB,2,0.98
30,Lattice,Mave,0.5,484,COLAB,2,0.93
31,Lattice,Mave,0.5,484,COLAB,2,0.98
32,Lattice,Mave,0.5,484,COLAB,2,0.97
33,Lattice,Mave,0.5,484,COLAB,2,0.99
34,Lattice,Mave,0.5,484,COLAB,2,0.97
35,Lattice,Mave,0.5,484,COLAB,2,0.99
36,Lattice,Mave,0.5,484,COLAB,2,0.97
37,Lattice,Mave,0.5,484,COLAB,2,0.99
38,Lattice,Mave,0.5,484,COLAB,2,0.97
39,Lattice,Mave,0.5,484,COLAB,2,0.96
40,Lattice,Mave,0.5,484,COLAB,2,0.95
41,Lattice,Mave,0.5,484,COLAB,2,0.98
42,Lattice,Mave,0.5,484,COLAB,2,0.97
43,Lattice,Mave,0.5,484,COLAB,2,0.99
44,Lattice,Mave,0.5,484,COLAB,2,0.99
45,Lattice,Mave,0.5,484,COLAB,2,0.96
46,Lattice,Mave,0.5,484,COLAB,2,0.99
47,Lattice,Mave,0.5,484,COLAB,2,0.99
48,Lattice,Mave,0.5,484,COLAB,2,0.97
49,Lattice,Mave,0.5,484,COLAB,2,0.99
50,Lattice,Mave,0.5,484,COLAB,2,0.98
1,Lattice,Mave,0.5,484,NOLAB,2,1
2,Lattice,Mave,0.5,484,NOLAB,2,0.99
3,Lattice,Mave,0.5,484,NOLAB,2,0.97
4,Lattice,Mave,0.5,484,NOLAB,2,0.98
5,Lattice,Mave,0.5,484,NOLAB,2,0.99
6,Lattice,Mave,0.5,484,NOLAB,2,1
7,Lattice,Mave,0.5,484,NOLAB,2,1
8,Lattice,Mave,0.5,484,NOLAB,2,0.98
9,Lattice,Mave,0.5,484,NOLAB,2,0.99
10,Lattice,Mave,0.5,484,NOLAB,2,0.99
11,Lattice,Mave,0.5,484,NOLAB,2,0.96
12,Lattice,Mave,0.5,484,NOLAB,2,1
13,Lattice,Mave,0.5,484,NOLAB,2,0.99
14,Lattice,Mave,0.5,484,NOLAB,2,1
15,Lattice,Mave,0.5,484,NOLAB,2,0.99
16,Lattice,Mave,0.5,484,NOLAB,2,1
17,Lattice,Mave,0.5,484,NOLAB,2,0.98
18,Lattice,Mave,0.5,484,NOLAB,2,0.99
19,Lattice,Mave,0.5,484,NOLAB,2,1
20,Lattice,Mave,0.5,484,NOLAB,2,0.99
21,Lattice,Mave,0.5,484,NOLAB,2,0.97
22,Lattice,Mave,0.5,484,NOLAB,2,1
23,Lattice,Mave,0.5,484,NOLAB,2,0.97
24,Lattice,Mave,0.5,484,NOLAB,2,0.99
25,Lattice,Mave,0.5,484,NOLAB,2,0.99
26,Lattice,Mave,0.5,484,NOLAB,2,0.97
27,Lattice,Mave,0.5,484,NOLAB,2,0.97
28,Lattice,Mave,0.5,484,NOLAB,2,0.97
29,Lattice,Mave,0.5,484,NOLAB,2,0.96
30,Lattice,Mave,0.5,484,NOLAB,2,0.99
31,Lattice,Mave,0.5,484,NOLAB,2,0.96
32,Lattice,Mave,0.5,484,NOLAB,2,0.99
33,Lattice,Mave,0.5,484,NOLAB,2,0.96
34,Lattice,Mave,0.5,484,NOLAB,2,0.98
35,Lattice,Mave,0.5,484,NOLAB,2,0.94
36,Lattice,Mave,0.5,484,NOLAB,2,0.98
37,Lattice,Mave,0.5,484,NOLAB,2,0.99
38,Lattice,Mave,0.5,484,NOLAB,2,0.99
39,Lattice,Mave,0.5,484,NOLAB,2,0.98
40,Lattice,Mave,0.5,484,NOLAB,2,0.97
41,Lattice,Mave,0.5,484,NOLAB,2,0.98
42,Lattice,Mave,0.5,484,NOLAB,2,0.99
43,Lattice,Mave,0.5,484,NOLAB,2,0.99
44,Lattice,Mave,0.5,484,NOLAB,2,0.99
45,Lattice,Mave,0.5,484,NOLAB,2,1
46,Lattice,Mave,0.5,484,NOLAB,2,0.99
47,Lattice,Mave,0.5,484,NOLAB,2,0.99
48,Lattice,Mave,0.5,484,NOLAB,2,0.98
49,Lattice,Mave,0.5,484,NOLAB,2,0.99
50,Lattice,Mave,0.5,484,NOLAB,2,0.99
1,Lattice,Mave,0.5,484,COLAB,7,0.99
2,Lattice,Mave,0.5,484,COLAB,7,0.97
3,Lattice,Mave,0.5,484,COLAB,7,0.97
4,Lattice,Mave,0.5,484,COLAB,7,0.9
5,Lattice,Mave,0.5,484,COLAB,7,0.96
6,Lattice,Mave,0.5,484,COLAB,7,0.99
7,Lattice,Mave,0.5,484,COLAB,7,0.92
8,Lattice,Mave,0.5,484,COLAB,7,0.92
9,Lattice,Mave,0.5,484,COLAB,7,0.88
10,Lattice,Mave,0.5,484,COLAB,7,0.98
11,Lattice,Mave,0.5,484,COLAB,7,0.95
12,Lattice,Mave,0.5,484,COLAB,7,0.95
13,Lattice,Mave,0.5,484,COLAB,7,0.92
14,Lattice,Mave,0.5,484,COLAB,7,0.87
15,Lattice,Mave,0.5,484,COLAB,7,0.92
16,Lattice,Mave,0.5,484,COLAB,7,0.96
17,Lattice,Mave,0.5,484,COLAB,7,0.9
18,Lattice,Mave,0.5,484,COLAB,7,0.96
19,Lattice,Mave,0.5,484,COLAB,7,0.94
20,Lattice,Mave,0.5,484,COLAB,7,0.98
21,Lattice,Mave,0.5,484,COLAB,7,0.97
22,Lattice,Mave,0.5,484,COLAB,7,0.96
23,Lattice,Mave,0.5,484,COLAB,7,0.97
24,Lattice,Mave,0.5,484,COLAB,7,0.96
25,Lattice,Mave,0.5,484,COLAB,7,0.99
26,Lattice,Mave,0.5,484,COLAB,7,1
27,Lattice,Mave,0.5,484,COLAB,7,0.93
28,Lattice,Mave,0.5,484,COLAB,7,0.98
29,Lattice,Mave,0.5,484,COLAB,7,0.99
30,Lattice,Mave,0.5,484,COLAB,7,0.98
31,Lattice,Mave,0.5,484,COLAB,7,1
32,Lattice,Mave,0.5,484,COLAB,7,0.99
33,Lattice,Mave,0.5,484,COLAB,7,0.99
34,Lattice,Mave,0.5,484,COLAB,7,0.92
35,Lattice,Mave,0.5,484,COLAB,7,0.93
36,Lattice,Mave,0.5,484,COLAB,7,0.93
37,Lattice,Mave,0.5,484,COLAB,7,0.96
38,Lattice,Mave,0.5,484,COLAB,7,0.97
39,Lattice,Mave,0.5,484,COLAB,7,0.88
40,Lattice,Mave,0.5,484,COLAB,7,0.91
41,Lattice,Mave,0.5,484,COLAB,7,0.97
42,Lattice,Mave,0.5,484,COLAB,7,0.98
43,Lattice,Mave,0.5,484,COLAB,7,0.98
44,Lattice,Mave,0.5,484,COLAB,7,0.91
45,Lattice,Mave,0.5,484,COLAB,7,0.98
46,Lattice,Mave,0.5,484,COLAB,7,0.96
47,Lattice,Mave,0.5,484,COLAB,7,0.98
48,Lattice,Mave,0.5,484,COLAB,7,0.92
49,Lattice,Mave,0.5,484,COLAB,7,0.98
50,Lattice,Mave,0.5,484,COLAB,7,0.94
1,Lattice,Mave,0.5,484,NOLAB,7,0.98
2,Lattice,Mave,0.5,484,NOLAB,7,1
3,Lattice,Mave,0.5,484,NOLAB,7,0.9
4,Lattice,Mave,0.5,484,NOLAB,7,0.95
5,Lattice,Mave,0.5,484,NOLAB,7,0.96
6,Lattice,Mave,0.5,484,NOLAB,7,0.98
7,Lattice,Mave,0.5,484,NOLAB,7,0.94
8,Lattice,Mave,0.5,484,NOLAB,7,1
9,Lattice,Mave,0.5,484,NOLAB,7,0.96
10,Lattice,Mave,0.5,484,NOLAB,7,0.99
11,Lattice,Mave,0.5,484,NOLAB,7,0.99
12,Lattice,Mave,0.5,484,NOLAB,7,0.91
13,Lattice,Mave,0.5,484,NOLAB,7,0.91
14,Lattice,Mave,0.5,484,NOLAB,7,0.97
15,Lattice,Mave,0.5,484,NOLAB,7,0.95
16,Lattice,Mave,0.5,484,NOLAB,7,0.92
17,Lattice,Mave,0.5,484,NOLAB,7,0.95
18,Lattice,Mave,0.5,484,NOLAB,7,0.94
19,Lattice,Mave,0.5,484,NOLAB,7,0.68
20,Lattice,Mave,0.5,484,NOLAB,7,0.99
21,Lattice,Mave,0.5,484,NOLAB,7,0.97
22,Lattice,Mave,0.5,484,NOLAB,7,0.89
23,Lattice,Mave,0.5,484,NOLAB,7,0.98
24,Lattice,Mave,0.5,484,NOLAB,7,0.91
25,Lattice,Mave,0.5,484,NOLAB,7,0.93
26,Lattice,Mave,0.5,484,NOLAB,7,0.99
27,Lattice,Mave,0.5,484,NOLAB,7,0.93
28,Lattice,Mave,0.5,484,NOLAB,7,0.91
29,Lattice,Mave,0.5,484,NOLAB,7,0.97
30,Lattice,Mave,0.5,484,NOLAB,7,0.95
31,Lattice,Mave,0.5,484,NOLAB,7,0.97
32,Lattice,Mave,0.5,484,NOLAB,7,0.93
33,Lattice,Mave,0.5,484,NOLAB,7,0.94
34,Lattice,Mave,0.5,484,NOLAB,7,1
35,Lattice,Mave,0.5,484,NOLAB,7,0.97
36,Lattice,Mave,0.5,484,NOLAB,7,0.93
37,Lattice,Mave,0.5,484,NOLAB,7,0.92
38,Lattice,Mave,0.5,484,NOLAB,7,0.99
39,Lattice,Mave,0.5,484,NOLAB,7,0.98
40,Lattice,Mave,0.5,484,NOLAB,7,0.87
41,Lattice,Mave,0.5,484,NOLAB,7,0.95
42,Lattice,Mave,0.5,484,NOLAB,7,0.95
43,Lattice,Mave,0.5,484,NOLAB,7,0.95
44,Lattice,Mave,0.5,484,NOLAB,7,0.98
45,Lattice,Mave,0.5,484,NOLAB,7,0.85
46,Lattice,Mave,0.5,484,NOLAB,7,0.96
47,Lattice,Mave,0.5,484,NOLAB,7,0.99
48,Lattice,Mave,0.5,484,NOLAB,7,0.97
49,Lattice,Mave,0.5,484,NOLAB,7,0.98
50,Lattice,Mave,0.5,484,NOLAB,7,0.86
1,Lattice,Mave,0.8,413,COLAB,13,0
2,Lattice,Mave,0.8,413,COLAB,13,0
3,Lattice,Mave,0.8,413,COLAB,13,0
4,Lattice,Mave,0.8,413,COLAB,13,0
5,Lattice,Mave,0.8,413,COLAB,13,0
6,Lattice,Mave,0.8,413,COLAB,13,0
7,Lattice,Mave,0.8,413,COLAB,13,0
8,Lattice,Mave,0.8,413,COLAB,13,0
9,Lattice,Mave,0.8,413,COLAB,13,0
10,Lattice,Mave,0.8,413,COLAB,13,0
11,Lattice,Mave,0.8,413,COLAB,13,0
12,Lattice,Mave,0.8,413,COLAB,13,0
13,Lattice,Mave,0.8,413,COLAB,13,0
14,Lattice,Mave,0.8,413,COLAB,13,0
15,Lattice,Mave,0.8,413,COLAB,13,0
16,Lattice,Mave,0.8,413,COLAB,13,0
17,Lattice,Mave,0.8,413,COLAB,13,0
18,Lattice,Mave,0.8,413,COLAB,13,0
19,Lattice,Mave,0.8,413,COLAB,13,0
20,Lattice,Mave,0.8,413,COLAB,13,0
21,Lattice,Mave,0.8,413,COLAB,13,0
22,Lattice,Mave,0.8,413,COLAB,13,0
23,Lattice,Mave,0.8,413,COLAB,13,0
24,Lattice,Mave,0.8,413,COLAB,13,0
25,Lattice,Mave,0.8,413,COLAB,13,0
26,Lattice,Mave,0.8,413,COLAB,13,0
27,Lattice,Mave,0.8,413,COLAB,13,0
28,Lattice,Mave,0.8,413,COLAB,13,0
29,Lattice,Mave,0.8,413,COLAB,13,0
30,Lattice,Mave,0.8,413,COLAB,13,0
31,Lattice,Mave,0.8,413,COLAB,13,0
32,Lattice,Mave,0.8,413,COLAB,13,0
33,Lattice,Mave,0.8,413,COLAB,13,0
34,Lattice,Mave,0.8,413,COLAB,13,0
35,Lattice,Mave,0.8,413,COLAB,13,0
36,Lattice,Mave,0.8,413,COLAB,13,0
37,Lattice,Mave,0.8,413,COLAB,13,0
38,Lattice,Mave,0.8,413,COLAB,13,0
39,Lattice,Mave,0.8,413,COLAB,13,0
40,Lattice,Mave,0.8,413,COLAB,13,0
41,Lattice,Mave,0.8,413,COLAB,13,0
42,Lattice,Mave,0.8,413,COLAB,13,0
43,Lattice,Mave,0.8,413,COLAB,13,0
44,Lattice,Mave,0.8,413,COLAB,13,0
45,Lattice,Mave,0.8,413,COLAB,13,0
46,Lattice,Mave,0.8,413,COLAB,13,0
47,Lattice,Mave,0.8,413,COLAB,13,0
48,Lattice,Mave,0.8,413,COLAB,13,0
49,Lattice,Mave,0.8,413,COLAB,13,0
50,Lattice,Mave,0.8,413,COLAB,13,0
1,Lattice,Mave,0.8,413,NOLAB,13,0
2,Lattice,Mave,0.8,413,NOLAB,13,0
3,Lattice,Mave,0.8,413,NOLAB,13,0
4,Lattice,Mave,0.8,413,NOLAB,13,0
5,Lattice,Mave,0.8,413,NOLAB,13,0
6,Lattice,Mave,0.8,413,NOLAB,13,0
7,Lattice,Mave,0.8,413,NOLAB,13,0
8,Lattice,Mave,0.8,413,NOLAB,13,0
9,Lattice,Mave,0.8,413,NOLAB,13,0
10,Lattice,Mave,0.8,413,NOLAB,13,0
11,Lattice,Mave,0.8,413,NOLAB,13,0
12,Lattice,Mave,0.8,413,NOLAB,13,0
13,Lattice,Mave,0.8,413,NOLAB,13,0
14,Lattice,Mave,0.8,413,NOLAB,13,0
15,Lattice,Mave,0.8,413,NOLAB,13,0
16,Lattice,Mave,0.8,413,NOLAB,13,0
17,Lattice,Mave,0.8,413,NOLAB,13,0
18,Lattice,Mave,0.8,413,NOLAB,13,0
19,Lattice,Mave,0.8,413,NOLAB,13,0
20,Lattice,Mave,0.8,413,NOLAB,13,0
21,Lattice,Mave,0.8,413,NOLAB,13,0
22,Lattice,Mave,0.8,413,NOLAB,13,0
23,Lattice,Mave,0.8,413,NOLAB,13,0
24,Lattice,Mave,0.8,413,NOLAB,13,0
25,Lattice,Mave,0.8,413,NOLAB,13,0
26,Lattice,Mave,0.8,413,NOLAB,13,0
27,Lattice,Mave,0.8,413,NOLAB,13,0
28,Lattice,Mave,0.8,413,NOLAB,13,0
29,Lattice,Mave,0.8,413,NOLAB,13,0
30,Lattice,Mave,0.8,413,NOLAB,13,0
31,Lattice,Mave,0.8,413,NOLAB,13,0
32,Lattice,Mave,0.8,413,NOLAB,13,0
33,Lattice,Mave,0.8,413,NOLAB,13,0
34,Lattice,Mave,0.8,413,NOLAB,13,0
35,Lattice,Mave,0.8,413,NOLAB,13,0
36,Lattice,Mave,0.8,413,NOLAB,13,0
37,Lattice,Mave,0.8,413,NOLAB,13,0
38,Lattice,Mave,0.8,413,NOLAB,13,0
39,Lattice,Mave,0.8,413,NOLAB,13,0
40,Lattice,Mave,0.8,413,NOLAB,13,0
41,Lattice,Mave,0.8,413,NOLAB,13,0
42,Lattice,Mave,0.8,413,NOLAB,13,0
43,Lattice,Mave,0.8,413,NOLAB,13,0
44,Lattice,Mave,0.8,413,NOLAB,13,0
45,Lattice,Mave,0.8,413,NOLAB,13,0
46,Lattice,Mave,0.8,413,NOLAB,13,0
47,Lattice,Mave,0.8,413,NOLAB,13,0
48,Lattice,Mave,0.8,413,NOLAB,13,0
49,Lattice,Mave,0.8,413,NOLAB,13,0
50,Lattice,Mave,0.8,413,NOLAB,13,0
1,Lattice,Mave,0.8,413,COLAB,2,0
2,Lattice,Mave,0.8,413,COLAB,2,0.01
3,Lattice,Mave,0.8,413,COLAB,2,0
4,Lattice,Mave,0.8,413,COLAB,2,0.06
5,Lattice,Mave,0.8,413,COLAB,2,0.01
6,Lattice,Mave,0.8,413,COLAB,2,0.02
7,Lattice,Mave,0.8,413,COLAB,2,0.03
8,Lattice,Mave,0.8,413,COLAB,2,0
9,Lattice,Mave,0.8,413,COLAB,2,0
10,Lattice,Mave,0.8,413,COLAB,2,0.09
11,Lattice,Mave,0.8,413,COLAB,2,0.01
12,Lattice,Mave,0.8,413,COLAB,2,0.04
13,Lattice,Mave,0.8,413,COLAB,2,0.04
14,Lattice,Mave,0.8,413,COLAB,2,0
15,Lattice,Mave,0.8,413,COLAB,2,0.01
16,Lattice,Mave,0.8,413,COLAB,2,0.01
17,Lattice,Mave,0.8,413,COLAB,2,0
18,Lattice,Mave,0.8,413,COLAB,2,0.02
19,Lattice,Mave,0.8,413,COLAB,2,0
20,Lattice,Mave,0.8,413,COLAB,2,0
21,Lattice,Mave,0.8,413,COLAB,2,0.07
22,Lattice,Mave,0.8,413,COLAB,2,0
23,Lattice,Mave,0.8,413,COLAB,2,0
24,Lattice,Mave,0.8,413,COLAB,2,0.02
25,Lattice,Mave,0.8,413,COLAB,2,0
26,Lattice,Mave,0.8,413,COLAB,2,0.03
27,Lattice,Mave,0.8,413,COLAB,2,0
28,Lattice,Mave,0.8,413,COLAB,2,0.09
29,Lattice,Mave,0.8,413,COLAB,2,0.09
30,Lattice,Mave,0.8,413,COLAB,2,0.01
31,Lattice,Mave,0.8,413,COLAB,2,0
32,Lattice,Mave,0.8,413,COLAB,2,0
33,Lattice,Mave,0.8,413,COLAB,2,0.01
34,Lattice,Mave,0.8,413,COLAB,2,0
35,Lattice,Mave,0.8,413,COLAB,2,0.03
36,Lattice,Mave,0.8,413,COLAB,2,0
37,Lattice,Mave,0.8,413,COLAB,2,0.01
38,Lattice,Mave,0.8,413,COLAB,2,0
39,Lattice,Mave,0.8,413,COLAB,2,0.01
40,Lattice,Mave,0.8,413,COLAB,2,0.05
41,Lattice,Mave,0.8,413,COLAB,2,0
42,Lattice,Mave,0.8,413,COLAB,2,0.08
43,Lattice,Mave,0.8,413,COLAB,2,0.01
44,Lattice,Mave,0.8,413,COLAB,2,0.04
45,Lattice,Mave,0.8,413,COLAB,2,0
46,Lattice,Mave,0.8,413,COLAB,2,0
47,Lattice,Mave,0.8,413,COLAB,2,0.09
48,Lattice,Mave,0.8,413,COLAB,2,0
49,Lattice,Mave,0.8,413,COLAB,2,0.01
50,Lattice,Mave,0.8,413,COLAB,2,0.06
1,Lattice,Mave,0.8,413,NOLAB,2,0.01
2,Lattice,Mave,0.8,413,NOLAB,2,0.02
3,Lattice,Mave,0.8,413,NOLAB,2,0
4,Lattice,Mave,0.8,413,NOLAB,2,0.01
5,Lattice,Mave,0.8,413,NOLAB,2,0
6,Lattice,Mave,0.8,413,NOLAB,2,0
7,Lattice,Mave,0.8,413,NOLAB,2,0
8,Lattice,Mave,0.8,413,NOLAB,2,0
9,Lattice,Mave,0.8,413,NOLAB,2,0.02
10,Lattice,Mave,0.8,413,NOLAB,2,0
11,Lattice,Mave,0.8,413,NOLAB,2,0.01
12,Lattice,Mave,0.8,413,NOLAB,2,0
13,Lattice,Mave,0.8,413,NOLAB,2,0
14,Lattice,Mave,0.8,413,NOLAB,2,0.01
15,Lattice,Mave,0.8,413,NOLAB,2,0.01
16,Lattice,Mave,0.8,413,NOLAB,2,0
17,Lattice,Mave,0.8,413,NOLAB,2,0.01
18,Lattice,Mave,0.8,413,NOLAB,2,0
19,Lattice,Mave,0.8,413,NOLAB,2,0
20,Lattice,Mave,0.8,413,NOLAB,2,0
21,Lattice,Mave,0.8,413,NOLAB,2,0
22,Lattice,Mave,0.8,413,NOLAB,2,0
23,Lattice,Mave,0.8,413,NOLAB,2,0
24,Lattice,Mave,0.8,413,NOLAB,2,0.02
25,Lattice,Mave,0.8,413,NOLAB,2,0
26,Lattice,Mave,0.8,413,NOLAB,2,0
27,Lattice,Mave,0.8,413,NOLAB,2,0
28,Lattice,Mave,0.8,413,NOLAB,2,0.02
29,Lattice,Mave,0.8,413,NOLAB,2,0
30,Lattice,Mave,0.8,413,NOLAB,2,0
31,Lattice,Mave,0.8,413,NOLAB,2,0
32,Lattice,Mave,0.8,413,NOLAB,2,0
33,Lattice,Mave,0.8,413,NOLAB,2,0
34,Lattice,Mave,0.8,413,NOLAB,2,0
35,Lattice,Mave,0.8,413,NOLAB,2,0.07
36,Lattice,Mave,0.8,413,NOLAB,2,0.01
37,Lattice,Mave,0.8,413,NOLAB,2,0.01
38,Lattice,Mave,0.8,413,NOLAB,2,0.04
39,Lattice,Mave,0.8,413,NOLAB,2,0.04
40,Lattice,Mave,0.8,413,NOLAB,2,0.02
41,Lattice,Mave,0.8,413,NOLAB,2,0.04
42,Lattice,Mave,0.8,413,NOLAB,2,0
43,Lattice,Mave,0.8,413,NOLAB,2,0.01
44,Lattice,Mave,0.8,413,NOLAB,2,0
45,Lattice,Mave,0.8,413,NOLAB,2,0.04
46,Lattice,Mave,0.8,413,NOLAB,2,0.01
47,Lattice,Mave,0.8,413,NOLAB,2,0
48,Lattice,Mave,0.8,413,NOLAB,2,0
49,Lattice,Mave,0.8,413,NOLAB,2,0.01
50,Lattice,Mave,0.8,413,NOLAB,2,0
1,Lattice,Mave,0.8,413,COLAB,7,0
2,Lattice,Mave,0.8,413,COLAB,7,0
3,Lattice,Mave,0.8,413,COLAB,7,0
4,Lattice,Mave,0.8,413,COLAB,7,0
5,Lattice,Mave,0.8,413,COLAB,7,0
6,Lattice,Mave,0.8,413,COLAB,7,0
7,Lattice,Mave,0.8,413,COLAB,7,0
8,Lattice,Mave,0.8,413,COLAB,7,0
9,Lattice,Mave,0.8,413,COLAB,7,0
10,Lattice,Mave,0.8,413,COLAB,7,0
11,Lattice,Mave,0.8,413,COLAB,7,0
12,Lattice,Mave,0.8,413,COLAB,7,0
13,Lattice,Mave,0.8,413,COLAB,7,0
14,Lattice,Mave,0.8,413,COLAB,7,0
15,Lattice,Mave,0.8,413,COLAB,7,0
16,Lattice,Mave,0.8,413,COLAB,7,0
17,Lattice,Mave,0.8,413,COLAB,7,0
18,Lattice,Mave,0.8,413,COLAB,7,0
19,Lattice,Mave,0.8,413,COLAB,7,0
20,Lattice,Mave,0.8,413,COLAB,7,0
21,Lattice,Mave,0.8,413,COLAB,7,0
22,Lattice,Mave,0.8,413,COLAB,7,0
23,Lattice,Mave,0.8,413,COLAB,7,0
24,Lattice,Mave,0.8,413,COLAB,7,0
25,Lattice,Mave,0.8,413,COLAB,7,0
26,Lattice,Mave,0.8,413,COLAB,7,0
27,Lattice,Mave,0.8,413,COLAB,7,0
28,Lattice,Mave,0.8,413,COLAB,7,0
29,Lattice,Mave,0.8,413,COLAB,7,0.01
30,Lattice,Mave,0.8,413,COLAB,7,0
31,Lattice,Mave,0.8,413,COLAB,7,0
32,Lattice,Mave,0.8,413,COLAB,7,0
33,Lattice,Mave,0.8,413,COLAB,7,0
34,Lattice,Mave,0.8,413,COLAB,7,0
35,Lattice,Mave,0.8,413,COLAB,7,0
36,Lattice,Mave,0.8,413,COLAB,7,0
37,Lattice,Mave,0.8,413,COLAB,7,0
38,Lattice,Mave,0.8,413,COLAB,7,0
39,Lattice,Mave,0.8,413,COLAB,7,0
40,Lattice,Mave,0.8,413,COLAB,7,0
41,Lattice,Mave,0.8,413,COLAB,7,0
42,Lattice,Mave,0.8,413,COLAB,7,0
43,Lattice,Mave,0.8,413,COLAB,7,0
44,Lattice,Mave,0.8,413,COLAB,7,0
45,Lattice,Mave,0.8,413,COLAB,7,0
46,Lattice,Mave,0.8,413,COLAB,7,0
47,Lattice,Mave,0.8,413,COLAB,7,0
48,Lattice,Mave,0.8,413,COLAB,7,0
49,Lattice,Mave,0.8,413,COLAB,7,0
50,Lattice,Mave,0.8,413,COLAB,7,0
1,Lattice,Mave,0.8,413,NOLAB,7,0
2,Lattice,Mave,0.8,413,NOLAB,7,0
3,Lattice,Mave,0.8,413,NOLAB,7,0
4,Lattice,Mave,0.8,413,NOLAB,7,0
5,Lattice,Mave,0.8,413,NOLAB,7,0
6,Lattice,Mave,0.8,413,NOLAB,7,0
7,Lattice,Mave,0.8,413,NOLAB,7,0
8,Lattice,Mave,0.8,413,NOLAB,7,0
9,Lattice,Mave,0.8,413,NOLAB,7,0
10,Lattice,Mave,0.8,413,NOLAB,7,0
11,Lattice,Mave,0.8,413,NOLAB,7,0
12,Lattice,Mave,0.8,413,NOLAB,7,0
13,Lattice,Mave,0.8,413,NOLAB,7,0
